ACT_ID,DESCR,ANALYSIS_YR,STREAM_ID,AREA,SPECIES,SEN_STATUS,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,WATERSHED_CDE,ESTIMATE_STAGE,SPL_ID,SEN_PRESENCE_ADULT,SEN_PRESENCE_JACK,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURN,NO_INSPECTIONS_USED,POPULATION,MAX_ESTIMATE,RUN_TYPE,SEN_NUSEDS1_ENUM_METHOD1,SEN_NUSEDS1_ENUM_METHOD2,SEN_NUSEDS1_ENUM_METHOD3,SEN_NUSEDS1_ENUM_METHOD4,SEN_NUSEDS1_ENUM_METHOD5,SEN_NUSEDS1_ENUM_METHOD6,EFFECTIVE_FEMALES,WEIGHTED_PCT_SPAWN,OTHER_ADULT_REMOVALS,OTHER_JACK_REMOVALS,TOT_ADULT_RET_RIVER,TOT_JACK_RET_RIVER,JUV_PRES_TYP,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,POP_ID,CU_NAME,CU_INDEX,CU_TYPE,SPECIES_QUALIFIED,SBJ_ID
834236,Stave River (Mission) Pink 1981,1981,34,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-047100-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8406721,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Stave River (Mission) Pink,0,,,,,,,,,,,,,,,STAVE RIVER,48007,FRASER RIVER,1,Current,PKO,7389
826287,Popcum Creek Pink 1957,1957,103,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-089400-07100-00000-0000-0000-000-000-000-000-000-000,FINAL,8398772,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Popcum Creek Pink,0,,,,,,,,,,,,,,,POPKUM CREEK,47091,FRASER RIVER,1,Current,PKO,7389
858156,Portage Creek (Lillooet) Pink Run 1 1961,1961,129,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8430641,PRESENT,UNKNOWN,,,,,,,,,1550,,Portage Creek (Lillooet) Pink Run 1,1550,1,,,,,,,,,,,,,,PORTAGE CREEK,47185,FRASER RIVER,1,Current,PKO,7389
790917,Weaver Creek (Mission) Pink 1979,1979,183,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-149200-85400-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8363402,PRESENT,UNKNOWN,,,,,,,,,117,,Weaver Creek (Mission) Pink,117,,,,,,,,,,,,,,,WEAVER CREEK,46046,FRASER RIVER,1,Current,PKO,7389
780302,Ruby Creek (Mission) Pink 1963,1963,109,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-104700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352787,PRESENT,UNKNOWN,,,,,,,,,614,,Ruby Creek (Mission) Pink,614,,,,,,,,,,,,,,,RUBY CREEK,47112,FRASER RIVER,1,Current,PKO,7389
780165,Douglas Creek Pink 1963,1963,195,29D,Pink,RELEASED,UNKNOWN,Not Applicable,110-987400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8352650,NONE OBSERVED,UNKNOWN,,,,,,,,,,,Douglas Creek Pink,,,,,,,,,,,,,,,,DOUGLAS CREEK,46085,FRASER RIVER,1,Current,PKO,7389
812897,Harrison River (Mission) Pink 1983,1983,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8385382,PRESENT,UNKNOWN,,,,,,,,,146014,,Harrison River (Mission) Pink,146014,,,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
969874,Thompson River (Lillooet) Pink Run 1 1981,1981,211,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8542359,PRESENT,UNKNOWN,,,,,,,,,1159922,,Thompson River (Lillooet) Pink Run 1,1159922,1,,,,,,,,,,,,,,THOMPSON RIVER,46161,FRASER RIVER,1,Current,PKO,7389
998427971,Chilliwack River (Chilliwack) Pink 1969,1969,62,29E,Pink,RELEASED,TRUE ABUNDANCE (TYPE-2),Mark & Recapture: Petersen,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,1366188138,PRESENT,NONE OBSERVED,91587,0,91587,0,0,0,0,91587,,,Chilliwack River (Chilliwack) Pink,91587,,,,,,,,,,,,,,,CHILLIWACK RIVER,46983,FRASER RIVER,1,Current,PKO,7389
1021259,Hunter Creek (Chilliwack) Pink 1965,1965,110,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-106400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8593744,PRESENT,UNKNOWN,,,,,,,,,13,,Hunter Creek (Chilliwack) Pink,13,,,,,,,,,,,,,,,HUNTER CREEK,47115,FRASER RIVER,1,Current,PKO,7389
727955,Deadman River (Lillooet) Pink Run 1 1957,1957,217,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8300440,PRESENT,UNKNOWN,,,,,,,,,629,,Deadman River (Lillooet) Pink Run 1,629,1,,,,,,,,,,,,,,DEADMAN RIVER,46212,FRASER RIVER,1,Current,PKO,7389
866950,Slesse Creek (Chilliwack) Pink 1983,1983,77,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-38000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8439435,PRESENT,UNKNOWN,,,,,,,,,78,,Slesse Creek (Chilliwack) Pink,78,,,,,,,,,,,,,,,SLESSE CREEK,47034,FRASER RIVER,1,Current,PKO,7389
779148,Fraser River (Mission) Pink 1971,1971,1,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8351633,PRESENT,UNKNOWN,,,,,,,,,928046,,Fraser River (Mission) Pink,928046,,,,,,,,,,,,,,,FRASER RIVER,47235,FRASER RIVER,1,Current,PKO,7389
813054,Ryder Creek (Chilliwack) Pink 1987,1987,72,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-21000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8385539,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Ryder Creek (Chilliwack) Pink,0,,,,,,,,,,,,,,,RYDER CREEK,47023,FRASER RIVER,1,Current,PKO,7389
727889,Bonaparte River (Lillooet) Pink Run 1 1965,1965,216,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8300374,PRESENT,UNKNOWN,,,,,,,,,1750,,Bonaparte River (Lillooet) Pink Run 1,1750,1,,,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
833256,Widgeon Creek (Coquitlam) Pink 1981,1981,21,29C,Pink,RELEASED,UNKNOWN,Not Applicable,100-026700-19300-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8405741,NONE OBSERVED,UNKNOWN,,,,,,,,,,,Widgeon Creek (Coquitlam) Pink,,,,,,,,,,,,,,,,WIDGEON CREEK,47956,FRASER RIVER,1,Current,PKO,7389
777266,Harrison River (Mission) Pink 1965,1965,179,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8349751,PRESENT,UNKNOWN,,,,,,,,,69213,,Harrison River (Mission) Pink,69213,,,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
970669,Bridge River (Lillooet) Pink Run 1 1971,1971,133,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8543154,PRESENT,UNKNOWN,,,,,,,,,8817,,Bridge River (Lillooet) Pink Run 1,8817,1,,,,,,,,,,,,,,BRIDGE RIVER,47225,FRASER RIVER,1,Current,PKO,7389
728949,Sweltzer River (Chilliwack) Pink 1971,1971,70,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301434,PRESENT,UNKNOWN,,,,,,,,,13122,,Sweltzer River (Chilliwack) Pink,13122,,,,,,,,,,,,,,,SWELTZER RIVER,47017,FRASER RIVER,1,Current,PKO,7389
811131,Lorenzetta Creek (Chilliwack) Pink 1965,1965,107,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-102000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8383616,PRESENT,UNKNOWN,,,,,,,,,8,,Lorenzetta Creek (Chilliwack) Pink,8,,,,,,,,,,,,,,,LORENZETTA CREEK,47104,FRASER RIVER,1,Current,PKO,7389
790933,Chehalis River (Mission) Pink 1959,1959,181,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,110-090200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8363418,PRESENT,UNKNOWN,,,,,,,,,6729,,Chehalis River (Mission) Pink,6729,,,,,,,,,,,,,,,CHEHALIS RIVER,46040,FRASER RIVER,1,Current,PKO,7389
754814,Norrish Creek (Mission) Pink 1959,1959,51,29D,Pink,RELEASED,UNKNOWN,Not Applicable,100-064000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8327299,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Norrish Creek (Mission) Pink,0,,,,,,,,,,,,,,,NORRISH CREEK,47556,FRASER RIVER,1,Current,PKO,7389
755767,Silverhope Creek (Chilliwack) Pink 1981,1981,111,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-112900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328252,PRESENT,UNKNOWN,,,,,,,,,7592,,Silverhope Creek (Chilliwack) Pink,7592,,,,,,,,,,,,,,,SILVERHOPE CREEK,47119,FRASER RIVER,1,Current,PKO,7389
728969,Sweltzer River (Chilliwack) Pink 1979,1979,70,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301454,PRESENT,UNKNOWN,,,,,,,,,8889,,Sweltzer River (Chilliwack) Pink,8889,,,,,,,,,,,,,,,SWELTZER RIVER,47017,FRASER RIVER,1,Current,PKO,7389
1021254,Hunter Creek (Chilliwack) Pink 1963,1963,110,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-106400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8593739,PRESENT,UNKNOWN,,,,,,,,,254,,Hunter Creek (Chilliwack) Pink,254,,,,,,,,,,,,,,,HUNTER CREEK,47115,FRASER RIVER,1,Current,PKO,7389
868081,Silverdale Creek (Mission) Pink 1963,1963,36,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-051900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8440566,PRESENT,UNKNOWN,,,,,,,,,151,,Silverdale Creek (Mission) Pink,151,,,,,,,,,,,,,,,SILVERDALE CREEK,48011,FRASER RIVER,1,Current,PKO,7389
95689081,Lower Shuswap River (Salmon Arm) Pink Run 1 1999,1999,240,29K,Pink,RELEASED,UNKNOWN,Not Applicable,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,30462384,NOT INSPECTED,,,,,,,,,,,,Lower Shuswap River (Salmon Arm) Pink Run 1,,1,,,,,,,,,,,,,,SHUSWAP RIVER - LOWER,46433,FRASER RIVER,1,Current,PKO,7389
760205,Chilliwack River (Chilliwack) Pink 1961,1961,62,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8332690,PRESENT,UNKNOWN,,,,,,,,,188059,,Chilliwack River (Chilliwack) Pink,188059,,,,,,,,,,,,,,,CHILLIWACK RIVER,46983,FRASER RIVER,1,Current,PKO,7389
755823,Coquihalla River (Chilliwack) Pink 1959,1959,112,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-115400-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328308,PRESENT,UNKNOWN,,,,,,,,,16088,,Coquihalla River (Chilliwack) Pink,16088,,,,,,,,,,,,,,,COQUIHALLA RIVER,47123,FRASER RIVER,1,Current,PKO,7389
833238,Jones Creek Channel (Chilliwack) Pink 1987,1987,2481,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-000000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8405723,PRESENT,UNKNOWN,,,,,,,,,559,,Jones Creek Channel (Chilliwack) Pink,559,,,,,,,,,,,,,,,JONES CREEK CHANNEL,44562,FRASER RIVER,1,Current,PKO,7389
970663,Bridge River (Lillooet) Pink Run 1 1967,1967,133,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8543148,PRESENT,UNKNOWN,,,,,,,,,6547,,Bridge River (Lillooet) Pink Run 1,6547,1,,,,,,,,,,,,,,BRIDGE RIVER,47225,FRASER RIVER,1,Current,PKO,7389
786789,Lower Shuswap River (Salmon Arm) Pink Run 1 1987,1987,240,29K,Pink,RELEASED,UNKNOWN,Not Applicable,128-835500-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8359274,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Lower Shuswap River (Salmon Arm) Pink Run 1,0,1,,,,,,,,,,,,,,SHUSWAP RIVER - LOWER,46433,FRASER RIVER,1,Current,PKO,7389
970684,Bridge River (Lillooet) Pink Run 1 1979,1979,133,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-241900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8543169,PRESENT,UNKNOWN,,,,,,,,,65759,,Bridge River (Lillooet) Pink Run 1,65759,1,,,,,,,,,,,,,,BRIDGE RIVER,47225,FRASER RIVER,1,Current,PKO,7389
875661,Nesakwatch Creek (Chilliwack) Pink 1963,1963,79,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-50700-0000-0000-000-000-000-000-000-000,FINAL,8448146,PRESENT,UNKNOWN,,,,,,,,,2904,,Nesakwatch Creek (Chilliwack) Pink,2904,,,,,,,,,,,,,,,NESAKWATCH CREEK,47040,FRASER RIVER,1,Current,PKO,7389
782970,Deadman River (Lillooet) Pink Run 1 1961,1961,217,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355455,PRESENT,UNKNOWN,,,,,,,,,8,,Deadman River (Lillooet) Pink Run 1,8,1,,,,,,,,,,,,,,DEADMAN RIVER,46212,FRASER RIVER,1,Current,PKO,7389
727880,Bonaparte River (Lillooet) Pink Run 1 1959,1959,216,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8300365,PRESENT,UNKNOWN,,,,,,,,,3,,Bonaparte River (Lillooet) Pink Run 1,3,1,,,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
974051,Nesakwatch Creek (Chilliwack) Pink 1973,1973,79,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-50700-0000-0000-000-000-000-000-000-000,NEAR FINAL,8546536,PRESENT,UNKNOWN,,,,,,,,,510,,Nesakwatch Creek (Chilliwack) Pink,510,,,,,,,,,,,,,,,NESAKWATCH CREEK,47040,FRASER RIVER,1,Current,PKO,7389
876351,Depot Creek (Chilliwack) Pink 1965,1965,85,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-72300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8448836,PRESENT,UNKNOWN,,,,,,,,,112,,Depot Creek (Chilliwack) Pink,112,,,,,,,,,,,,,,,DEPOT CREEK,47068,FRASER RIVER,1,Current,PKO,7389
834254,Stave River (Mission) Pink 1989,1989,34,29D,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-047100-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8406739,PRESENT,UNKNOWN,,,,,,,,,5,,Stave River (Mission) Pink,5,,,,,,,,,,,,,,,STAVE RIVER,48007,FRASER RIVER,1,Current,PKO,7389
782996,Deadman River (Lillooet) Pink Run 1 1979,1979,217,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355481,PRESENT,UNKNOWN,,,,,,,,,86,,Deadman River (Lillooet) Pink Run 1,86,1,,,,,,,,,,,,,,DEADMAN RIVER,46212,FRASER RIVER,1,Current,PKO,7389
897479,Tamihi Creek (Chilliwack) Pink 1973,1973,74,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-24800-0000-0000-000-000-000-000-000-000,FINAL,8469964,PRESENT,UNKNOWN,,,,,,,,,34,,Tamihi Creek (Chilliwack) Pink,34,,,,,,,,,,,,,,,TAMIHI CREEK,47027,FRASER RIVER,1,Current,PKO,7389
995627,Nahatlatch River (Lillooet) Pink Run 1 1991,1991,125,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-170100-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8568112,PRESENT,UNKNOWN,,,,,,,,,35100,,Nahatlatch River (Lillooet) Pink Run 1,35100,1,,,,,,,,,,,,,,NAHATLATCH RIVER,47161,FRASER RIVER,1,Current,PKO,7389
749426,Seton River (Lillooet) Pink 1973,1973,2476,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8321911,PRESENT,UNKNOWN,,,,,,,,,179691,,Seton River (Lillooet) Pink,179691,,,,,,,,,,,,,,,SETON RIVER,44540,FRASER RIVER,1,Current,PKO,7389
745392,Nikwikwaia Creek (Salmon Arm) Pink 1991,1991,2388,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-453400-05400-00000-0000-0000-000-000-000-000-000-000,FINAL,8317877,PRESENT,UNKNOWN,,,,,,,,,3,,Nikwikwaia Creek (Salmon Arm) Pink,3,,,,,,,,,,,,,,,NIKWIKWAIA CREEK,45010,FRASER RIVER,1,Current,PKO,7389
90960276,Bonaparte River (Lillooet) Pink Run 1 1999,1999,216,29F,Pink,RELEASED,UNKNOWN,Not Applicable,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,16111420,NOT INSPECTED,,,,,,,,,,,,Bonaparte River (Lillooet) Pink Run 1,,1,,,,,,,,,,,,,,BONAPARTE RIVER,46202,FRASER RIVER,1,Current,PKO,7389
968827,Nicola River (Lillooet) Pink Run 1 1959,1959,213,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-246600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8541312,PRESENT,UNKNOWN,,,,,,,,,806,,Nicola River (Lillooet) Pink Run 1,806,1,,,,,,,,,,,,,,NICOLA RIVER,46172,FRASER RIVER,1,Current,PKO,7389
779641,Emory Creek (Chilliwack) Pink 1959,1959,120,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-125600-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8352126,PRESENT,UNKNOWN,,,,,,,,,728,,Emory Creek (Chilliwack) Pink,728,,,,,,,,,,,,,,,EMORY CREEK,47145,FRASER RIVER,1,Current,PKO,7389
755597,Wahleach Creek (Chilliwack) Pink 1971,1971,106,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-101800-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8328082,PRESENT,UNKNOWN,,,,,,,,,1304,,Wahleach Creek (Chilliwack) Pink,1304,,,,,,,,,,,,,,,WAHLEACH CREEK,47101,FRASER RIVER,1,Current,PKO,7389
728964,Sweltzer River (Chilliwack) Pink 1977,1977,70,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301449,PRESENT,UNKNOWN,,,,,,,,,5093,,Sweltzer River (Chilliwack) Pink,5093,,,,,,,,,,,,,,,SWELTZER RIVER,47017,FRASER RIVER,1,Current,PKO,7389
747424,Williams Lake River (Williams Lake Area) Pink Run 1 1971,1971,2037,29G,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-385000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8319909,PRESENT,UNKNOWN,,,,,,,,,1128,,Williams Lake River (Williams Lake Area) Pink Run 1,1128,1,,,,,,,,,,,,,,WILLIAMS LAKE RIVER,45311,FRASER RIVER,1,Current,PKO,7389
728920,Sweltzer River (Chilliwack) Pink 1959,1959,70,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-065700-09700-13300-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301405,PRESENT,UNKNOWN,,,,,,,,,751,,Sweltzer River (Chilliwack) Pink,751,,,,,,,,,,,,,,,SWELTZER RIVER,47017,FRASER RIVER,1,Current,PKO,7389
969289,South Thompson River (Salmon Arm) Pink Run 1 1981,1981,218,29K,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,128-000000-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8541774,PRESENT,UNKNOWN,,,,,,,,,1560,,South Thompson River (Salmon Arm) Pink Run 1,1560,1,,,,,,,,,,,,,,SOUTH THOMPSON RIVER,46222,FRASER RIVER,1,Current,PKO,7389
876312,Paleface Creek (Chilliwack) Pink 1983,1983,84,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-70600-0000-0000-000-000-000-000-000-000,FINAL,8448797,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Paleface Creek (Chilliwack) Pink,0,,,,,,,,,,,,,,,PALEFACE CREEK,47066,FRASER RIVER,1,Current,PKO,7389
858166,Portage Creek (Lillooet) Pink Run 1 1965,1965,129,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8430651,PRESENT,UNKNOWN,,,,,,,,,5931,,Portage Creek (Lillooet) Pink Run 1,5931,1,,,,,,,,,,,,,,PORTAGE CREEK,47185,FRASER RIVER,1,Current,PKO,7389
749423,Seton River (Lillooet) Pink 1967,1967,2476,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-235900-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8321908,PRESENT,UNKNOWN,,,,,,,,,197578,,Seton River (Lillooet) Pink,197578,,,,,,,,,,,,,,,SETON RIVER,44540,FRASER RIVER,1,Current,PKO,7389
995659,Stein River (Lillooet) Pink Run 1 1977,1977,126,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-197200-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8568144,PRESENT,UNKNOWN,,,,,,,,,582,,Stein River (Lillooet) Pink Run 1,582,1,,,,,,,,,,,,,,STEIN RIVER,47171,FRASER RIVER,1,Current,PKO,7389
782999,Deadman River (Lillooet) Pink Run 1 1981,1981,217,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355484,PRESENT,UNKNOWN,,,,,,,,,419,,Deadman River (Lillooet) Pink Run 1,419,1,,,,,,,,,,,,,,DEADMAN RIVER,46212,FRASER RIVER,1,Current,PKO,7389
782984,Deadman River (Lillooet) Pink Run 1 1971,1971,217,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,120-714600-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8355469,PRESENT,UNKNOWN,,,,,,,,,122,,Deadman River (Lillooet) Pink Run 1,122,1,,,,,,,,,,,,,,DEADMAN RIVER,46212,FRASER RIVER,1,Current,PKO,7389
23379225,Texas Creek (Lillooet) Pink 1999,1999,128,29F,Pink,RELEASED,UNKNOWN,Not Applicable,100-223700-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,65906455,NOT INSPECTED,,,,,,,,,,,,Texas Creek (Lillooet) Pink,,,,,,,,,,,,,,,,TEXAS CREEK,47179,FRASER RIVER,1,Current,PKO,7389
728661,American Creek (Chilliwack) Pink 1973,1973,118,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-119000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8301146,PRESENT,UNKNOWN,,,,,,,,,52,,American Creek (Chilliwack) Pink,52,,,,,,,,,,,,,,,AMERICAN CREEK,47141,FRASER RIVER,1,Current,PKO,7389
810095,Anderson River (Chilliwack) Pink 1981,1981,124,29E,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-158000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8382580,PRESENT,UNKNOWN,,,,,,,,,100,,Anderson River (Chilliwack) Pink,100,,,,,,,,,,,,,,,ANDERSON RIVER,47154,FRASER RIVER,1,Current,PKO,7389
995599,Nahatlatch River (Lillooet) Pink Run 1 1981,1981,125,29F,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-170100-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8568084,PRESENT,UNKNOWN,,,,,,,,,3674,,Nahatlatch River (Lillooet) Pink Run 1,3674,1,,,,,,,,,,,,,,NAHATLATCH RIVER,47161,FRASER RIVER,1,Current,PKO,7389
52835452,Harrison River (Mission) Pink 1997,1997,179,29D,Pink,RELEASED,UNKNOWN,Not Applicable,110-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,23902666,NOT INSPECTED,,,,,,,,,,,,Harrison River (Mission) Pink,,,,,,,,,,,,,,,,HARRISON RIVER,46032,FRASER RIVER,1,Current,PKO,7389
748332,Hawks Creek (Williams Lake Area) Pink 1965,1965,2573,29G,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,100-396700-00000-00000-0000-0000-000-000-000-000-000-000,FINAL,8320817,PRESENT,UNKNOWN,,,,,,,,,50,,Hawks Creek (Williams Lake Area) Pink,50,,,,,,,,,,,,,,,HAWKS CREEK,44653,FRASER RIVER,1,Current,PKO,7389
858525,Ryder Creek (Chilliwack) Pink 1989,1989,72,29E,Pink,RELEASED,UNKNOWN,Not Applicable,100-065700-09700-21000-0000-0000-000-000-000-000-000-000,FINAL,8431010,NONE OBSERVED,UNKNOWN,,,,,,,,,0,,Ryder Creek (Chilliwack) Pink,0,,,,,,,,,,,,,,,RYDER CREEK,47023,FRASER RIVER,1,Current,PKO,7389
747093,North Thompson River (Clearwater) Pink Run 1 1979,1979,256,29J,Pink,RELEASED,UNKNOWN,Unknown Estimate Method,129-000000-00000-00000-0000-0000-000-000-000-000-000-000,NEAR FINAL,8319578,PRESENT,UNKNOWN,,,,,,,,,835,,North Thompson River (Clearwater) Pink Run 1,835,1,,,,,,,,,,,,,,NORTH THOMPSON RIVER,46584,FRASER RIVER,1,Current,PKO,7389
