"CU","SiteName","popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment","EstClassOrig"
"CK-82","ADAMS RIVER-UPPER",46256,2008,"RELATIVE ABUNDANCE (TYPE-4)","","150","150","150","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2009,"RELATIVE ABUNDANCE (TYPE-4)","","81","81","81","81","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2010,"RELATIVE ABUNDANCE (TYPE-4)","","55","55","55","55","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2011,"RELATIVE ABUNDANCE (TYPE-4)","","70","70","70","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2012,"RELATIVE ABUNDANCE (TYPE-4)","","97","97","97","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2018,"RELATIVE ABUNDANCE (TYPE-4)","","101","101","101","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-82","ADAMS RIVER-UPPER",46256,2019,"QualFiltered","","","","75","","","","","","","","","","","","QualFiltered"
"CK-14","SCOTCH CREEK",46296,1981,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SCOTCH CREEK",46296,1982,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SCOTCH CREEK",46296,1983,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SCOTCH CREEK",46296,2008,"RELATIVE ABUNDANCE (TYPE-4)","","6","","6","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SCOTCH CREEK",46296,2010,"TRUE ABUNDANCE (TYPE-1)","","23","","23","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-14","SCOTCH CREEK",46296,2011,"RELATIVE ABUNDANCE (TYPE-3)","","5","","5","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SCOTCH CREEK",46296,2012,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SCOTCH CREEK",46296,2013,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SCOTCH CREEK",46296,2014,"RELATIVE ABUNDANCE (TYPE-3)","","2","","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SCOTCH CREEK",46296,2015,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SCOTCH CREEK",46296,2017,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SCOTCH CREEK",46296,2018,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SCOTCH CREEK",46296,2019,"RELATIVE ABUNDANCE (TYPE-4)","","2","","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SEYMOUR RIVER",46336,1977,"QualFiltered","","","","25","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1978,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1979,"QualFiltered","","","","10","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1981,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1982,"QualFiltered","","","","20","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1983,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1984,"QualFiltered","","","","15","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1991,"QualFiltered","","","","50","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1993,"QualFiltered","","","","3","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,1999,"INFILL","","","26.9472386587771","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2000,"INFILL","","","31.67258382643","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2001,"INFILL","","","90.8032544378698","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2002,"INFILL","","","67.1126725838264","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2003,"INFILL","","","43.0306084856424","146","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2004,"INFILL","","","32.9926364072581","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2005,"INFILL","","","20.1760735540592","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2006,"INFILL","","","28.511845878503","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2007,"INFILL","","","15.3197977854643","","","","","","","","","","","","","QualFiltered"
"CK-14","SEYMOUR RIVER",46336,2008,"RELATIVE ABUNDANCE (TYPE-4)","","23","23","23","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SEYMOUR RIVER",46336,2009,"RELATIVE ABUNDANCE (TYPE-3)","","14","14","14","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2010,"RELATIVE ABUNDANCE (TYPE-3)","","56","56","56","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2011,"RELATIVE ABUNDANCE (TYPE-3)","","23","23","23","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2012,"RELATIVE ABUNDANCE (TYPE-3)","","17","17","17","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2013,"RELATIVE ABUNDANCE (TYPE-3)","","31","31","31","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2014,"RELATIVE ABUNDANCE (TYPE-3)","","23","23","23","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2015,"RELATIVE ABUNDANCE (TYPE-3)","","51","51","51","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2016,"RELATIVE ABUNDANCE (TYPE-4)","","9","9","9","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SEYMOUR RIVER",46336,2017,"RELATIVE ABUNDANCE (TYPE-3)","","26","26","26","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","SEYMOUR RIVER",46336,2018,"RELATIVE ABUNDANCE (TYPE-4)","","62","62","62","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SEYMOUR RIVER",46336,2019,"RELATIVE ABUNDANCE (TYPE-3)","","35","35","35","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-14","EAGLE RIVER",46366,1975,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1976,"QualFiltered","","","","250","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1977,"QualFiltered","","","","756","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1978,"QualFiltered","","","","400","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1979,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1980,"QualFiltered","","","","250","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1981,"QualFiltered","","","","250","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1982,"QualFiltered","","","","400","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1983,"QualFiltered","","","","250","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1984,"QualFiltered","","","","775","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1985,"QualFiltered","","","","1250","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1986,"OtherSource","","1295","1295","1000","48","","295","9","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1987,"OtherSource","","1175","1175","840","28","","335","15","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1988,"OtherSource","","1259","1259","1000","76","","259","25","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1989,"OtherSource","","1104","1104","821","12","","283","9","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1990,"OtherSource","","1477","1477","1200","14","","277","","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1991,"OtherSource","","907","907","835","","","72","","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1992,"OtherSource","","1468","1468","1271","","","197","13","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1993,"OtherSource","","1192","1192","1100","","","92","","","","","","","","","OtherSource"
"CK-14","EAGLE RIVER",46366,1994,"QualFiltered","","","","1200","","","0","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1995,"QualFiltered","","","","700","","","0","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1996,"QualFiltered","","","","780","","","0","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1997,"QualFiltered","","","","915","","","0","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,1999,"INFILL","","","654.496588931431","624","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,2000,"INFILL","","","769.266132962061","1085","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,2001,"INFILL","","","2205.43637312913","1397","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,2002,"INFILL","","","1630.03771319179","1458","","","","","","","","","","","","QualFiltered"
"CK-14","EAGLE RIVER",46366,2003,"RELATIVE ABUNDANCE (TYPE-4)","","1583","1583","1583","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2004,"RELATIVE ABUNDANCE (TYPE-4)","","867","867","867","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2005,"RELATIVE ABUNDANCE (TYPE-4)","","427","427","427","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2006,"RELATIVE ABUNDANCE (TYPE-4)","","521","521","521","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2007,"RELATIVE ABUNDANCE (TYPE-4)","","334","334","334","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2008,"RELATIVE ABUNDANCE (TYPE-4)","","655","655","655","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2009,"RELATIVE ABUNDANCE (TYPE-4)","","574","574","574","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2010,"RELATIVE ABUNDANCE (TYPE-4)","","1711","1711","1711","1711","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2011,"RELATIVE ABUNDANCE (TYPE-4)","","426","426","426","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2012,"RELATIVE ABUNDANCE (TYPE-4)","","426","426","426","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2013,"RELATIVE ABUNDANCE (TYPE-4)","","885","885","885","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2014,"RELATIVE ABUNDANCE (TYPE-4)","","828","828","828","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2015,"RELATIVE ABUNDANCE (TYPE-4)","","857","857","857","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2016,"RELATIVE ABUNDANCE (TYPE-4)","","268","268","268","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2017,"RELATIVE ABUNDANCE (TYPE-4)","","909","909","909","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2018,"RELATIVE ABUNDANCE (TYPE-4)","","688","688","688","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","EAGLE RIVER",46366,2019,"RELATIVE ABUNDANCE (TYPE-4)","","772","772","772","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-14","SALMON RIVER",46407,1975,"QualFiltered","","","","200","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1976,"QualFiltered","","","","150","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1977,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1978,"QualFiltered","","","","350","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1979,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1980,"QualFiltered","","","","360","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1981,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1982,"QualFiltered","","","","700","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1983,"QualFiltered","","","","300","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1984,"QualFiltered","","","","850","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1985,"QualFiltered","","","","1670","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1986,"OtherSource","","1092","1092","1000","51","51","92","10","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1987,"OtherSource","","807","807","641","14","14","166","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1988,"OtherSource","","1297","1297","1100","84","84","197","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1989,"OtherSource","","1820","1820","1638","2","2","182","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1990,"OtherSource","","1334","1334","1100","","","234","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1991,"OtherSource","","780","780","616","16","16","164","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1992,"OtherSource","","337","337","300","22","22","37","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1993,"OtherSource","","1956","1956","1850","","","106","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1994,"QualFiltered","","","","800","","","","","","","","","","","","QualFiltered"
"CK-14","SALMON RIVER",46407,1995,"OtherSource","","828","828","700","","","128","5","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1996,"OtherSource","","832","832","727","","","105","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1997,"OtherSource","","387","387","252","","","135","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1998,"OtherSource","","347","347","284","","","63","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,1999,"OtherSource","","422","422","351","8","","71","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2000,"OtherSource","","496","496","426","","","70","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2001,"OtherSource","","1422","1422","1362","","","60","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2002,"OtherSource","","1051","1051","1003","","","48","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2003,"OtherSource","","136","136","89","","","47","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2004,"OtherSource","","451","451","395","","","56","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2005,"OtherSource","","379","379","307","","","72","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2006,"OtherSource","","618","618","554","28","","64","3","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2007,"OtherSource","","278","278","173","33","","105","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2008,"OtherSource","","520","520","484","95","","36","8","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2009,"OtherSource","","392","392","312","66","","80","5","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2010,"OtherSource","","670","670","605","","","65","5","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2011,"OtherSource","","223","223","161","49","","62","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2012,"OtherSource","","394","394","344","61","","50","50","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2013,"OtherSource","","745","745","702","69","","43","2","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2014,"OtherSource","","853","853","810","17","","43","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2015,"OtherSource","","187","187","139","6","","48","1","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2016,"OtherSource","","104","104","98","","","6","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2017,"OtherSource","","206","206","170","","","36","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2018,"OtherSource","","172","172","130","","","42","","","","","","","","","OtherSource"
"CK-14","SALMON RIVER",46407,2019,"OtherSource","","421","421","372","51","","49","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1975,"RELATIVE ABUNDANCE (TYPE-4)","","31570","31570","31570","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1976,"RELATIVE ABUNDANCE (TYPE-4)","","3347","3347","3347","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1977,"RELATIVE ABUNDANCE (TYPE-4)","","15503","15503","15503","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1978,"RELATIVE ABUNDANCE (TYPE-4)","","17220","17220","17220","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1979,"RELATIVE ABUNDANCE (TYPE-4)","","16453","16453","16453","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1980,"RELATIVE ABUNDANCE (TYPE-4)","","5723","5723","5723","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1981,"RELATIVE ABUNDANCE (TYPE-4)","","8248","8248","8248","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1982,"RELATIVE ABUNDANCE (TYPE-4)","","2894","2894","2894","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1983,"TRUE ABUNDANCE (TYPE-2)","","5396","5396","5396","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-2)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1984,"TRUE ABUNDANCE (TYPE-2)","","7582","7582","7582","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-2)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1985,"TRUE ABUNDANCE (TYPE-2)","","10539","10539","10539","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-2)"
"CK-15","SHUSWAP RIVER-LOWER",46437,1986,"OtherSource","","20978","20978","20334","","","644","20","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1987,"OtherSource","","17152","17152","16453","","","699","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1988,"OtherSource","","24958","24958","24331","23","","627","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1989,"OtherSource","","18976","18976","18378","6458","","598","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1990,"OtherSource","","22683","22683","22319","1940","","364","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1991,"OtherSource","","16873","16873","16453","","","420","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1992,"OtherSource","","23131","23131","22920","25107","","211","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1993,"OtherSource","","9612","9612","9117","","","495","3","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1994,"OtherSource","","29277","29277","28743","","","534","11","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1995,"OtherSource","","16974","16974","16453","","","521","8","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1996,"OtherSource","","35290","35290","34757","","","533","2","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1997,"OtherSource","","22982","22982","22519","","","463","2","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1998,"OtherSource","","34756","34756","34255","","","501","1","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,1999,"OtherSource","","47793","47793","47271","","","522","2","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2000,"OtherSource","","28189","28189","27800","10713","","389","4","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2001,"OtherSource","","36164","36164","35744","3650","","420","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2002,"OtherSource","","54689","54689","54219","4003","","470","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2003,"OtherSource","","40357","40357","39910","","","447","1","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2004,"OtherSource","","17285","17285","16963","12232","","322","2","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2005,"OtherSource","","18239","18239","17893","1418","","346","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2006,"OtherSource","","59444","59444","59085","2586","","359","1","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2007,"OtherSource","","16275","16275","15926","4095","","349","5","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2008,"OtherSource","","15279","15279","14922","22413","","357","6","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2009,"OtherSource","","25612","25612","25288","1983","","324","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2010,"OtherSource","","71593","71593","71354","1171","","239","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2011,"OtherSource","","19229","19229","18895","1085","","334","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2012,"OtherSource","","4328","4328","4091","6432","","237","10","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2013,"OtherSource","","29059","29059","28797","4996","","262","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2014,"OtherSource","","44221","44221","43952","4322","","269","0","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2015,"OtherSource","","40955","40955","40682","2356","","273","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2016,"OtherSource","","6729","6729","6438","5908","","291","2","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2017,"OtherSource","","13727","13727","13430","2621","","297","1","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2018,"OtherSource","","17402","17402","17120","8286","","282","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-LOWER",46437,2019,"OtherSource","","29916","29916","29649","13769","","267","","","","","","","","","OtherSource"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1975,"RELATIVE ABUNDANCE (TYPE-4)","","851","851","851","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1976,"RELATIVE ABUNDANCE (TYPE-4)","","584","584","584","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1977,"RELATIVE ABUNDANCE (TYPE-4)","","785","785","785","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1978,"RELATIVE ABUNDANCE (TYPE-4)","","517","517","517","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1979,"RELATIVE ABUNDANCE (TYPE-4)","","718","718","718","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1980,"RELATIVE ABUNDANCE (TYPE-4)","","718","718","718","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1981,"RELATIVE ABUNDANCE (TYPE-4)","","718","718","718","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1982,"RELATIVE ABUNDANCE (TYPE-4)","","718","718","718","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1983,"RELATIVE ABUNDANCE (TYPE-4)","","449","449","449","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1984,"RELATIVE ABUNDANCE (TYPE-4)","","983","983","983","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1985,"RELATIVE ABUNDANCE (TYPE-4)","","1247","1247","1247","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-15","SHUSWAP RIVER-MIDDLE",46447,1986,"OtherSource","","1603","1603","1378","10","","225","10","","","","","","","","OtherSource"
