"CU","SiteName","popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment","EstClassOrig"
"CK-32","TAHSIS RIVER",41518,1995,"OtherSource","","415","415","415","81","","","","","606","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,1996,"OtherSource","","782","782","680","34","","102","","","805","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,1997,"OtherSource","","782","782","687","91","","95","12","12","813","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,1998,"OtherSource","","519","519","519","18","","","","","605","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,1999,"OtherSource","","1606","1606","1606","17","","","","","1748","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2000,"OtherSource","","1220","1220","1220","20","","","","","1240","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2001,"OtherSource","","388","388","388","28","","","","","417","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2002,"OtherSource","","758","758","658","7","","100","","","765","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2003,"OtherSource","","795","795","656","4","","139","0","","766","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2004,"OtherSource","","905","905","808","14","","97","","","919","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2005,"OtherSource","","182","182","176","15","","6","0","","197","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2006,"OtherSource","","141","141","124","13","","17","0","","154","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2007,"RELATIVE ABUNDANCE (TYPE-4)","","133","133","131","4","","2","0","","137","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","TAHSIS RIVER",41518,2008,"RELATIVE ABUNDANCE (TYPE-4)","","281","281","197","8","","84","1","","290","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","TAHSIS RIVER",41518,2009,"OtherSource","","780","780","780","90","","","","","870","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2010,"OtherSource","","380","380","380","0","","","","","380","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2011,"RELATIVE ABUNDANCE (TYPE-4)","","219","219","219","0","","0","0","","219","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","TAHSIS RIVER",41518,2012,"RELATIVE ABUNDANCE (TYPE-3)","","163","163","163","12","","0","0","","175","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","TAHSIS RIVER",41518,2013,"OtherSource","","552","552","545","2","","7","0","","554","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2014,"OtherSource","","97","97","91","12","","6","0","","","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2015,"OtherSource","","339","339","310","86","","29","0","","449","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2016,"OtherSource","","363","363","258","39","","105","0","","408","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2017,"OtherSource","","638","638","569","121","","69","0","","759","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2018,"OtherSource","","1420","1420","1330","61","","90","0","","1503","","","","","","OtherSource"
"CK-32","TAHSIS RIVER",41518,2019,"OtherSource","","1804","1804","1651","85","","153","0","","1848","","","","","","OtherSource"
"CK-32","MARVINAS BAY CREEK",41548,1999,"OtherSource","","15","","15","","","","","","","","","","","","OtherSource"
"CK-32","MARVINAS BAY CREEK",41548,2001,"OtherSource","","9","","9","","","","","","","","","","","","OtherSource"
"CK-32","MARVINAS BAY CREEK",41548,2002,"OtherSource","","22","","22","0","","","","","22","","","","","","OtherSource"
"CK-32","MARVINAS BAY CREEK",41548,2005,"OtherSource","","3","","3","","","","","","3","","","","","","OtherSource"
"CK-32","MARVINAS BAY CREEK",41548,2011,"QualFiltered","","","","3","3","","0","0","","6","","","","","","QualFiltered"
"CK-32","INNER BASIN RIVER",41593,2010,"QualFiltered","","","","2","0","","","","","2","","","","","","QualFiltered"
"CK-32","INNER BASIN RIVER",41593,2011,"QualFiltered","","","","1","0","","0","0","","1","","","","","","QualFiltered"
"CK-32","BLACK CREEK",41603,1995,"QualFiltered","","","","","2","","","","","","","","","","","QualFiltered"
"CK-32","LITTLE ZEBALLOS RIVER",41683,1998,"OtherSource","","96","","96","","","","","","","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,1999,"OtherSource","","30","","30","","","","","","","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2000,"OtherSource","","12","","12","10","","","","","","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2001,"OtherSource","","15","","15","5","","","","","","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2002,"OtherSource","","25","","25","3","","","","","28","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2003,"OtherSource","","8","","8","0","","","","","8","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2004,"OtherSource","","17","","17","3","","","","","20","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2005,"OtherSource","","26","","26","","","","","","26","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2007,"RELATIVE ABUNDANCE (TYPE-4)","","7","","7","0","","0","0","","7","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2008,"RELATIVE ABUNDANCE (TYPE-4)","","5","","5","5","","0","0","","10","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2009,"OtherSource","","35","","35","","","","","","35","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2010,"OtherSource","","15","","15","2","","","","","17","","","","","","OtherSource"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2011,"QualFiltered","","","","46","15","","0","0","","61","","","","","","QualFiltered"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2012,"QualFiltered","","","","21","4","","0","0","","25","","","","","","QualFiltered"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2013,"QualFiltered","","","","14","3","","0","0","","17","","","","","","QualFiltered"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2015,"QualFiltered","","","","10","22","","0","0","","32","","","","","","QualFiltered"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2016,"RELATIVE ABUNDANCE (TYPE-4)","","106","","106","86","","0","0","","192","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","LITTLE ZEBALLOS RIVER",41683,2017,"QualFiltered","","","","11","1","","0","0","","12","","","","","","QualFiltered"
"CK-32","ZEBALLOS RIVER",41713,1995,"OtherSource","","157","157","157","181","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,1996,"OtherSource","","346","346","346","52","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,1997,"OtherSource","","862","862","862","62","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,1998,"OtherSource","","674","674","674","","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,1999,"OtherSource","","686","686","686","28","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2000,"OtherSource","","55","55","55","7","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2001,"OtherSource","","100","100","100","25","","","","","","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2002,"OtherSource","","148","148","148","6","","","","","154","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2003,"OtherSource","","69","69","69","10","","","","","79","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2004,"OtherSource","","393","393","393","45","","","","","438","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2005,"OtherSource","","41","41","41","6","","","","","47","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2006,"OtherSource","","454","454","440","1","","14","0","","455","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2007,"RELATIVE ABUNDANCE (TYPE-4)","","441","441","421","0","","20","0","","441","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2008,"RELATIVE ABUNDANCE (TYPE-4)","","472","472","430","1","","42","0","","473","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2009,"OtherSource","","122","122","98","","","24","","","122","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2010,"OtherSource","","120","120","120","0","","","","","120","","","","","","OtherSource"
"CK-32","ZEBALLOS RIVER",41713,2011,"INFILL","","","336.988623370281","106","0","","0","0","","106","","","","","","QualFiltered"
"CK-32","ZEBALLOS RIVER",41713,2012,"INFILL","","","121.428941179104","59","0","","0","0","","59","","","","","","QualFiltered"
"CK-32","ZEBALLOS RIVER",41713,2013,"RELATIVE ABUNDANCE (TYPE-4)","","284","284","284","0","","0","0","","284","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2014,"INFILL","","","290.445970400252","64","1","","0","0","","","","","","","","QualFiltered"
"CK-32","ZEBALLOS RIVER",41713,2015,"RELATIVE ABUNDANCE (TYPE-4)","","266","266","266","17","","0","0","","283","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2016,"RELATIVE ABUNDANCE (TYPE-4)","","376","376","376","6","","0","0","","382","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2017,"RELATIVE ABUNDANCE (TYPE-4)","","500","500","500","0","","0","0","","500","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2018,"RELATIVE ABUNDANCE (TYPE-4)","","567","567","567","2","","0","0","","569","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","ZEBALLOS RIVER",41713,2019,"INFILL","","","178.901372450748","","","","","","","","","","","","","QualFiltered"
"CK-32","ESPINOSA CREEK",41743,1995,"OtherSource","","8","","8","10","","","","","","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,1998,"OtherSource","","64","","64","","","","","","","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,1999,"OtherSource","","60","","60","","","","","","","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2002,"OtherSource","","19","","19","2","","","","","21","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2004,"OtherSource","","12","","12","2","","","","","14","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2006,"OtherSource","","7","","7","2","","0","0","","9","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2007,"OtherSource","","5","","5","0","","0","0","","","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2008,"OtherSource","","25","","25","3","","0","0","","","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2009,"OtherSource","","11","","11","3","","","","","14","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2010,"OtherSource","","21","","21","4","","","","","25","","","","","","OtherSource"
"CK-32","ESPINOSA CREEK",41743,2011,"QualFiltered","","","","16","4","","0","0","","20","","","","","","QualFiltered"
"CK-32","ESPINOSA CREEK",41743,2015,"QualFiltered","","","","6","1","","0","0","","7","","","","","","QualFiltered"
"CK-32","ESPINOSA CREEK",41743,2016,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","ESPINOSA CREEK",41743,2017,"QualFiltered","","","","33","4","","0","0","","37","","","","","","QualFiltered"
"CK-32","ESPINOSA CREEK",41743,2018,"QualFiltered","","","","21","10","","0","0","","31","","","","","","QualFiltered"
"CK-32","CHUM CREEK",41753,1995,"QualFiltered","","","","","2","","","","","","","","","","","QualFiltered"
"CK-32","CHUM CREEK",41753,1998,"OtherSource","","32","","32","","","","","","","","","","","","OtherSource"
"CK-32","CHUM CREEK",41753,2002,"OtherSource","","9","","9","0","","","","","9","","","","","","OtherSource"
"CK-32","CHUM CREEK",41753,2010,"OtherSource","","4","","4","0","","","","","4","","","","","","OtherSource"
"CK-32","CHUM CREEK",41753,2011,"QualFiltered","","","","1","0","","0","0","","1","","","","","","QualFiltered"
"CK-32","CHUM CREEK",41753,2016,"QualFiltered","","","","2","2","","0","0","","4","","","","","","QualFiltered"
"CK-32","CHUM CREEK",41753,2017,"QualFiltered","","","","31","0","","0","0","","31","","","","","","QualFiltered"
"CK-32","CHUM CREEK",41753,2018,"QualFiltered","","","","26","8","","0","0","","34","","","","","","QualFiltered"
"CK-32","PARK RIVER",41763,2015,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","PARK RIVER",41763,2016,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","ELIZA EAST RIVER",41773,1996,"QualFiltered","","","","12","","","","","","","","","","","","QualFiltered"
"CK-32","ELIZA EAST RIVER",41773,1998,"TRUE ABUNDANCE (TYPE-1)","","7","","7","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-32","ELIZA EAST RIVER",41773,2008,"QualFiltered","","","","2","0","","0","0","","","","","","","","QualFiltered"
"CK-32","ELIZA EAST RIVER",41773,2011,"QualFiltered","","","","1","0","","0","0","","1","","","","","","QualFiltered"
"CK-32","TATCHU CREEK",41793,1997,"QualFiltered","","","","2","","","","","","","","","","","","QualFiltered"
"CK-32","KAPOOSE CREEK",41813,1997,"QualFiltered","","","","1","","","","","","","","","","","","QualFiltered"
"CK-32","CACHALOT CREEK",41823,2001,"TRUE ABUNDANCE (TYPE-1)","","5","","5","","","","","","","","","","","","TRUE ABUNDANCE (TYPE-1)"
"CK-32","CACHALOT CREEK",41823,2003,"QualFiltered","","","","1","0","","","","","1","","","","","","QualFiltered"
"CK-32","NARROWGUT CREEK",41833,1997,"OtherSource","","6","","6","","","","","","","","","","","","OtherSource"
"CK-32","NARROWGUT CREEK",41833,1998,"OtherSource","","4","","4","","","","","","","","","","","","OtherSource"
"CK-32","NARROWGUT CREEK",41833,2011,"QualFiltered","","","","2","0","","0","0","","2","","","","","","QualFiltered"
"CK-32","NARROWGUT CREEK",41833,2015,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","AMAI CREEK",41843,1998,"OtherSource","","4","","4","","","","","","","","","","","","OtherSource"
"CK-32","AMAI CREEK",41843,2015,"QualFiltered","","","","0","0","","0","0","","0","","","","","","QualFiltered"
"CK-32","AMAI CREEK",41843,2018,"QualFiltered","","","","2","0","","0","0","","2","","","","","","QualFiltered"
"CK-32","KAOUK RIVER",41863,1995,"OtherSource","","266","266","266","38","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,1996,"OtherSource","","219","219","219","168","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,1997,"OtherSource","","558","558","558","237","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,1998,"OtherSource","","824","824","824","31","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,1999,"OtherSource","","453","453","453","46","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2000,"OtherSource","","105","105","105","17","","","","","122","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2001,"OtherSource","","409","409","409","59","","","","","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2002,"OtherSource","","251","251","251","101","","","","","352","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2003,"OtherSource","","358","358","358","242","","","","","600","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2004,"OtherSource","","301","301","301","170","","","","","471","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2005,"OtherSource","","488","488","488","107","","","","","595","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2006,"OtherSource","","536","536","536","42","","0","0","0","578","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2007,"OtherSource","","193","193","193","96","","0","0","0","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2008,"OtherSource","","264","264","264","27","","0","0","0","","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2009,"OtherSource","","550","550","550","50","","","","","600","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2010,"OtherSource","","185","185","185","50","","","","","235","","","","","","OtherSource"
"CK-32","KAOUK RIVER",41863,2011,"RELATIVE ABUNDANCE (TYPE-4)","","302","302","302","50","","0","0","0","352","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-32","KAOUK RIVER",41863,2012,"RELATIVE ABUNDANCE (TYPE-3)","","223","223","223","39","","0","0","","262","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-32","KAOUK RIVER",41863,2013,"RELATIVE ABUNDANCE (TYPE-3)","","240","240","240","16","","0","0","","256","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
