"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-02",1985,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1986,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1987,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1988,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1989,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1990,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1991,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1992,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1993,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1994,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1995,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1996,201,201,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1997,440,440,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1998,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",1999,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2000,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2001,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2002,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2003,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2004,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2005,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2006,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2007,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2008,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2009,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2010,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2011,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2012,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2013,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2014,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2015,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2016,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2017,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2018,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2019,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2020,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2021,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2022,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-02",2023,NA,NA,NA,"DU1","Boundary Bay_FA_0.3","BB"
"CK-03",1929,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1930,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1931,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1932,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1933,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1934,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1935,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1936,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1937,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1938,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1939,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1940,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1941,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1942,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1943,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1944,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1945,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1946,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1947,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1948,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1949,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1950,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1951,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1952,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1953,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1954,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1955,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1956,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1957,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1958,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1959,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1960,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1961,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1962,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1963,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1964,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1965,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1966,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1967,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1968,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
