CU_ID,Species,Stock,DataType,Label,Year,Metric,Compare,LBM,UBM,Value,Status
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,9531,1000,10000,9.531,Amber
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,9531,1000,10000,0.9531,Amber
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,Amber
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,190,50,75,190,Green
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,145,-25,-15,145,Green
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,105619,36380,141746,2.903216053,Amber
CU-20,Sockeye,Shuswap_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,105619,36380,141746,0.74512861,Amber
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,44488,1000,10000,44.488,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,44488,1000,10000,4.4488,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,2,RedAmber
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,112,50,75,112,Green
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-63,-25,-15,-63,Red
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,130493,112600,622626,1.158907638,Amber
CU-21,Sockeye,Takla_Trem_S_S,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,130493,112600,622626,0.209584887,Amber
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,33230,1000,10000,33.23,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,33230,1000,10000,3.323,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,2,RedAmber
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,221,50,75,221,Green
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-95,-25,-15,-95,Red
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,172695,180492,1337891,0.956801409,Red
CU-22,Sockeye,Quesnel_S,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,172695,180492,1337891,0.129080022,Red
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,12453,1000,10000,12.453,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,12453,1000,10000,1.2453,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,4,AmberGreen
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,46,50,75,46,Red
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-85,-25,-15,-85,Red
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,2112414,310783,1794869,6.797070625,Green
CU-23,Sockeye,Shuswap_L,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,2112414,310783,1794869,1.176918204,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,26100,1000,10000,26.1,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,26100,1000,10000,2.61,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,4,AmberGreen
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,151,50,75,151,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,123,-25,-15,123,Green
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,26100,21694,68273,1.2,Amber
CU-3,Sockeye,Nadina_Francois_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,26100,21694,68273,0.38,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,2800,1000,10000,2.8,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,2800,1000,10000,0.28,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,3,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,121,50,75,121,Green
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-52,-25,-15,-52,Red
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,2800,640,5097,4.38,Amber
CU-4,Sockeye,North_Barriere_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,2800,640,5097,0.55,Amber
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,47700,1000,10000,47.7,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,47700,1000,10000,4.77,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,5,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,234,50,75,234,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-44,-25,-15,-44,Red
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,47700,6240,20333,7.64,Green
CU-5,Sockeye,Pitt_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,47700,6240,20333,2.35,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,599900,1000,10000,599.9,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,599900,1000,10000,59.99,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,5,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,246,50,75,246,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,PercChange,173,-25,-15,173,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,599900,72471,379321,8.28,Green
CU-6,Sockeye,Chilko_S_ES,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,599900,72471,379321,1.58,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,135100,1000,10000,135.1,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,135100,1000,10000,13.51,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,4,AmberGreen
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,136,50,75,136,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,PercChange,-21,-25,-15,-21,Amber
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,135100,24256,122612,5.57,Green
CU-7,Sockeye,Fran_Fras_S,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,135100,24256,122612,1.1,Green
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,438,1000,10000,0.438,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,438,1000,10000,0.0438,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,1,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,14,50,75,14,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,PercChange,3,-25,-15,3,Green
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,438,14634,30642,0.03,Red
CU-8,Sockeye,Cultus_L,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,438,14634,30642,0.01,Red
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,AbsLBM,165300,1000,10000,165.3,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,AbsUBM,165300,1000,10000,16.53,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,IntStatus,NA,NA,NA,5,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,LongTrend,1924,50,75,1924,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,PercChange,2007,-25,-15,2007,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,RelLBM,165300,38928,122165,4.25,Green
CU-9,Sockeye,Harrison_R,Abs_Abd,SpnForAbd_Wild,2015,RelUBM,165300,38928,122165,1.35,Green
