Pop_UID,Pop_ID,Pop_Name,CU_ID,TimeSeriesData_Pop_Name
PKO-17.48271,48271,GINGIT CREEK,PKO-17,NA
PKO-17.48276,48276,GITZYON CREEK,PKO-17,NA
PKO-17.48281,48281,SEASKINNISH CREEK,PKO-17,NA
PKO-17.48311,48311,ISHKHEENICKH RIVER,PKO-17,NA
PKO-18.48286,48286,TCHITIN RIVER,PKO-18,NA
PKO-18.48316,48316,KINSKUCH RIVER,PKO-18,NA
PKO-18.48321,48321,CRANBERRY RIVER,PKO-18,NA
PKO-18.48326,48326,KITEEN RIVER,PKO-18,NA
PKO-18.48336,48336,MEZIADIN RIVER,PKO-18,NA
PKO-19.45157,45157,NAKINA RIVER,PKO-19,NA
SEL-01-01.1864,1864,OKANAGAN RIVER,SEL-01-01,NA
SEL-03-01.45092,45092,CHILLIWACK LAKE,SEL-03-01,Chilliwack Lake
SEL-03-01.46986,46986,CHILLIWACK RIVER-UPPER,SEL-03-01,"Chilliwack River, upper"
SEL-03-01.7726,7726,DEPOT CREEK,SEL-03-01,Depot Creek
SEL-03-02.45093,45093,CULTUS LAKE,SEL-03-02,Cultus Lake
SEL-03-03.3091,3091,CRAZY CREEK/LFR,SEL-03-03,Crazy Creek
SEL-03-03.45086,45086,HARRISON LAKE,SEL-03-03,Harrison Lake
SEL-03-03.46059,46059,TROUT LAKE CREEK,SEL-03-03,
SEL-03-03.46063,46063,MYSTERY CREEK,SEL-03-03,Mystery Creek
SEL-03-03.46065,46065,COGBURN CREEK,SEL-03-03,Cogburn Creek
SEL-03-03.46069,46069,TWENTY MILE CREEK,SEL-03-03,20 Mile Creek
SEL-03-03.46072,46072,BIG SILVER CREEK,SEL-03-03,Big Silver Creek
SEL-03-03.46078,46078,TIPELLA CREEK,SEL-03-03,Tipella Creek
SEL-03-03.46083,46083,DOUGLAS CREEK/LILL,SEL-03-03,Douglas Creek
SEL-03-03.46088,46088,PURCELL CREEK,SEL-03-03,
SEL-03-03.46093,46093,SLOQUET CREEK,SEL-03-03,Sloquet Creek
SEL-03-03.61071,61071,FIFTEEN MILE CREEK/LFR,SEL-03-03,
SEL-03-04.45087,45087,WEAVER  SPAWNING CHANNEL,SEL-03-04,Weaver Channel
SEL-03-04.46044,46044,WEAVER CREEK,SEL-03-04,Weaver Creek
SEL-03-04.46049,46049,STEELHEAD CREEK/LFR(2),SEL-03-04,Steelhead Creek
SEL-03-04.46055,46055,EAST CREEK/LFR,SEL-03-04,East Creek
SEL-03-04.61066,61066,STEELHEAD CREEK/LFR(2),SEL-03-04,
SEL-03-04.69022,69022,SAKWI CREEK,SEL-03-04,
SEL-03-05.45095,45095,PITT LAKE,SEL-03-05,Pitt Lake
SEL-03-05.47917,47917,PITT RIVER-UPPER,SEL-03-05,Upper Pitt River
SEL-03-05.7690,7690,CORBOLD CREEK,SEL-03-05,Corbold Creek
SEL-03-05.7691,7691,NORTH BOISE CREEK,SEL-03-05,North Boise Creek
SEL-03-05.7692,7692,SOUTH BOISE CREEK,SEL-03-05,South Boise Creek
SEL-03-05.7693,7693,UPPER PITT CHANNEL,SEL-03-05,Upper Pitt Channel
SEL-03-05.7695,7695,FISH HATCHERY CREEK,SEL-03-05,Fish Hatchery Creek
SEL-03-05.7696,7696,SLOUGH CREEK,SEL-03-05,Slough Creek
SEL-04-01.46025,46025,LILLOOET RIVER-UPPER,SEL-04-01,Lillooet Slough
SEL-04-01.46098,46098,BIRKENHEAD RIVER,SEL-04-01,Birkenhead River
SEL-04-01.46102,46102,POOLE CREEK,SEL-04-01,Poole Creek
SEL-04-01.46107,46107,GREEN RIVER/LILL,SEL-04-01,Green River
SEL-04-01.46112,46112,PEMBERTON CREEK,SEL-04-01,Pemberton Creek
SEL-04-01.46117,46117,MILLER CREEK/LILL,SEL-04-01,Miller Creek
SEL-04-01.46122,46122,RYAN RIVER,SEL-04-01,Ryan River
SEL-04-01.46132,46132,JOHN SANDY CREEK,SEL-04-01,
SEL-04-01.46137,46137,SALMON CREEK/LILL,SEL-04-01,
SEL-04-01.46147,46147,RAILROAD CREEK,SEL-04-01,Railroad Creek
SEL-04-01.46152,46152,SAMPSON CREEK,SEL-04-01,Sampson Creek
SEL-04-01.7743,7743,TAILLEFER CREEK,SEL-04-01,Taillefer Creek
SEL-05-02.45094,45094,NAHATLATCH LAKE,SEL-05-02,Nahatlatch Lake
SEL-05-02.47157,47157,NAHATLATCH RIVER,SEL-05-02,Nahatlatch River
SEL-06-01.45102,45102,GATES CHANNEL,SEL-06-01,Gates Channel
SEL-06-01.47211,47211,GATES RIVER,SEL-06-01,
SEL-06-01.7644,7644,LOST VALLEY CREEK-LAKE SHORE,SEL-06-01,Lost Valley Creek Shore
SEL-06-01.7688,7688,HAYLMORE CREEK,SEL-06-01,Haylmore Creek
SEL-06-01.7727,7727,ANDERSON LAKE SHORELINE,SEL-06-01,Anderson Lake - shore
SEL-06-01.7762,7762,SPRUCE CREEK,SEL-06-01,Spruce Creek
SEL-06-03/SEL-06-02.45081,45081,CHILKO LAKE-SOUTH END,SEL-06-03/SEL-06-02,S. End Chilko Lake
SEL-06-03/SEL-06-02.45079,45079,CHILKO SPAWNING CHANNELS,SEL-06-03/SEL-06-02,Chilko Channel
SEL-06-03/SEL-06-02.45080,45080,CHILKO LAKE-NORTH END,SEL-06-03/SEL-06-02,N. End Chilko Lake
SEL-06-03/SEL-06-02.46843,46843,CHILKO RIVER,SEL-06-03/SEL-06-02,Chilko River
SEL-06-07.44733,44733,SWEETNAM CREEK,SEL-06-07,Sweetnam Creek
SEL-06-07.45522,45522,NITHI RIVER,SEL-06-07,Nithi River
SEL-06-07.45523,45523,UNCHA CREEK,SEL-06-07,Uncha Creek
SEL-06-07.45806,45806,FRANCOIS LAKE,SEL-06-07,Francois Lake
SEL-06-07.46013,46013,STELLAKO RIVER,SEL-06-07,Stellako River
SEL-06-07.69046,69046,ORMOND CREEK,SEL-06-07,
SEL-06-07.69050,69050,ENDAKO RIVER,SEL-06-07,
SEL-06-10.3078,3078,GOOSE CREEK/MFR,SEL-06-10,Goose Creek
SEL-06-10.3079,3079,JUNCTION CREEK,SEL-06-10,Junction Creek
SEL-06-10.3080,3080,QUESNEL LAKE EAST ARM-UNNAMED CREEK #1,SEL-06-10,East Arm - unnamed creek 1
SEL-06-10.3081,3081,SERVICE CREEK,SEL-06-10,Service Creek
SEL-06-10.3082,3082,SPUSKS CREEK,SEL-06-10,Spusks Creek
SEL-06-10.3083,3083,SUE CREEK,SEL-06-10,Sue Creek
SEL-06-10.3084,3084,TAKU CREEK,SEL-06-10,Taku Creek
SEL-06-10.3086,3086,TASSE CREEK,SEL-06-10,Tasse Creek
SEL-06-10.3087,3087,TRICKLE CREEK,SEL-06-10,Trickle Creek
SEL-06-10.3088,3088,WHIFFLE CREEK,SEL-06-10,Whiffle Creek
SEL-06-10.3262,3262,LIMESTONE CREEK/MFR,SEL-06-10,Limestone Creek
SEL-06-10.3263,3263,WASKO CREEK-UPPER,SEL-06-10,Wasko Creek - Upper
SEL-06-10.3342,3342,BIG SLIDE-LAKE SHORE,SEL-06-10,Big Slide - Shore
SEL-06-10.3343,3343,BIG SLIDE-LAKE SHORE-1KM W,SEL-06-10,"Big Slide, 1 km. West - shore"
SEL-06-10.3344,3344,BILL MINER CREEK-LAKE SHORE,SEL-06-10,Bill Miner Cr. - Shore
SEL-06-10.3345,3345,BILL MINER CREEK-LAKE SHORE-3KM W,SEL-06-10,Bill Miner Cr. - Shore 3 km west
SEL-06-10.3346,3346,BLUE LEAD CREEK-LAKE SHORE,SEL-06-10,Blue Lead Cr. - Shore
SEL-06-10.3347,3347,BOULDERY CREEK-LAKE SHORE,SEL-06-10,Bouldery Cr. - Shore
SEL-06-10.3348,3348,BOULDERY CREEK-E-LAKE SHORE,SEL-06-10,Bouldery Cr. - Shore 2 km east
SEL-06-10.3349,3349,DOUBLE T-LAKE SHORE,SEL-06-10,Double T - Shore
SEL-06-10.3350,3350,ELYSIA SHORE,SEL-06-10,Elysia - Shore
SEL-06-10.3351,3351,FRANKS CREEK-LAKE SHORE,SEL-06-10,Franks Creek - shore
SEL-06-10.3352,3352,HURRICANE POINT SHORE,SEL-06-10,Hurricane Point
SEL-06-10.3353,3353,JUNCTION CREEK-LAKE SHORE,SEL-06-10,Junction Shore
SEL-06-10.3354,3354,KILLDOG CREEK-LAKE SHORE,SEL-06-10,Killdog Creek - Shore
SEL-06-10.3355,3355,LYNX CREEK-LAKE SHORE,SEL-06-10,Lynx Cr. - Shore
SEL-06-10.3356,3356,QUARTZ POINT SHORE,SEL-06-10,Quartz Point
SEL-06-10.3357,3357,ROCK SLIDE SHORE,SEL-06-10,Rock Slide
SEL-06-10.3358,3358,ROCK SLIDE TO PENINSULA POINT-LAKE SHORE,SEL-06-10,Peninsula Bay
SEL-06-10.3359,3359,SLATE BAY,SEL-06-10,Slate Bay
SEL-06-10.3360,3360,SLATE BAY-LAKE SHORE 1KM E,SEL-06-10,"Slate Bay, 1 km east"
SEL-06-10.3361,3361,UNNAMED CREEK #2-LAKE SHORE,SEL-06-10,East Arm - unnamed creek 2 - shore
SEL-06-10.3362,3362,UNNAMED POINT-LAKE SHORE,SEL-06-10,East Arm - unnamed point
SEL-06-10.3363,3363,BAXTER BEACH,SEL-06-10,Baxter Beach
SEL-06-10.3364,3364,BEAR BEACH-LAKE SHORE,SEL-06-10,Bear Beach - Shore
SEL-06-10.3365,3365,BETTY FRANK'S-LAKE SHORE,SEL-06-10,Betty Frank's - Shore
SEL-06-10.3366,3366,BOWLING POINT,SEL-06-10,Bowling Point
SEL-06-10.3367,3367,DEVOE CREEK-LAKE SHORE,SEL-06-10,Devoe Creek - Shore
SEL-06-10.3368,3368,GOOSE POINT-LAKE SHORE,SEL-06-10,Goose Point - Shore
SEL-06-10.3369,3369,GOOSE CREEK-LAKE SHORE 0.8KM S,SEL-06-10,"Goose Pt., .8 km south - shore"
SEL-06-10.3370,3370,GOOSE POINT-LAKE SHORE-5 KM S,SEL-06-10,"Goose Pt., 5 km south - shore"
SEL-06-10.3371,3371,GRAIN CREEK-LAKE SHORE,SEL-06-10,Grain Cr. - Shore
SEL-06-10.3372,3372,LESTER SHORE,SEL-06-10,Lester Shore
SEL-06-10.3373,3373,LIMESTONE PIONT-LAKE SHORE,SEL-06-10,Limestone Point - Shore
SEL-06-10.3374,3374,LIMESTONE PIONT-LAKE SHORE-S,SEL-06-10,"Limestone Pt, .5 km south - shore"
SEL-06-10.3375,3375,LOGGER LANDING,SEL-06-10,Logger Landing
SEL-06-10.3376,3376,LONG CREEK-LAKE SHORE,SEL-06-10,Long Cr. - Shore
SEL-06-10.3377,3377,MARTEN CREEK-LAKE SHORE,SEL-06-10,Marten Cr. - Shore
SEL-06-10.3378,3378,OPA BEACH-LAKE SHORE,SEL-06-10,Opa Beach
SEL-06-10.3379,3379,PENFOLD CAMP-LAKE SHORE,SEL-06-10,Penfold Camp Shore
SEL-06-10.3380,3380,ROARING POINT-LAKE SHORE,SEL-06-10,Roaring Point
SEL-06-10.3381,3381,ROARING RIVER-LAKE SHORE,SEL-06-10,Roaring R. - Shore
SEL-06-10.3382,3382,BOWLING POINT TO GOOSE POINT,SEL-06-10,"North Arm - shore, Bowling to Goose Pt."
SEL-06-10.3383,3383,ROARING RIVER TO DECEPTION POINT-LAKE SHORE,SEL-06-10,"North Arm - shore, Roaring to Deception Pt."
SEL-06-10.3384,3384,WASKO CREEK-LAKE SHORE,SEL-06-10,Wasko Creek - shore
SEL-06-10.3385,3385,WATT CREEK-LAKE SHORE,SEL-06-10,Watt Cr. - Shore
SEL-06-10.3386,3386,NORTH ARM UNNAMED COVE-LAKE SHORE,SEL-06-10,North Arm - unnamed cove
SEL-06-10.3387,3387,TASSE CREEK-LAKE SHORE,SEL-06-10,Tasse Creek - shore
SEL-06-10.3413,3413,ELYSIA SHORE-1KM W,SEL-06-10,Elysia shore - 1 km west
SEL-06-10.3414,3414,TISDALL CREEK,SEL-06-10,Tisdall Creek
SEL-06-10.45039,45039,HAZELTINE CREEK,SEL-06-10,Hazeltine Creek
SEL-06-10.45042,45042,MOFFAT CREEK,SEL-06-10,Moffat Creek
SEL-06-10.45043,45043,MCKINLEY CREEK,SEL-06-10,McKinley Creek
SEL-06-10.45054,45054,ABBOTT CREEK,SEL-06-10,Abbott Creek
SEL-06-10.45055,45055,GRAIN CREEK,SEL-06-10,Grain Creek
SEL-06-10.45057,45057,DEVOE CREEK,SEL-06-10,Devoe Creek
SEL-06-10.45058,45058,LONG CREEK,SEL-06-10,Long Creek
SEL-06-10.45059,45059,MARTEN CREEK,SEL-06-10,Marten Creek
SEL-06-10.45060,45060,PENFOLD CREEK,SEL-06-10,Penfold Creek
SEL-06-10.45061,45061,CAMERON CREEK/MFR,SEL-06-10,Cameron Creek
SEL-06-10.45062,45062,WATT CREEK/MFR,SEL-06-10,Watt Creek
SEL-06-10.45063,45063,ROARING RIVER,SEL-06-10,Roaring River
SEL-06-10.45064,45064,ISAIAH CREEK,SEL-06-10,Isaiah Creek
SEL-06-10.45065,45065,WASKO CREEK-LOWER,SEL-06-10,Wasko Creek
SEL-06-10.45066,45066,BOULDERY CREEK,SEL-06-10,Bouldery Creek
SEL-06-10.45067,45067,BUCKINGHAM CREEK/MFR,SEL-06-10,Buckingham Creek
SEL-06-10.45068,45068,FRANKS CREEK,SEL-06-10,Franks Creek
SEL-06-10.45069,45069,LYNX CREEK,SEL-06-10,Lynx Creek
SEL-06-10.45070,45070,BILL MINER CREEK,SEL-06-10,Bill Miner Creek
SEL-06-10.45071,45071,NIAGARA CREEK,SEL-06-10,Niagara Creek
SEL-06-10.45072,45072,KILLDOG CREEK,SEL-06-10,Killdog Creek
SEL-06-10.45073,45073,BLUE LEAD CREEK,SEL-06-10,Blue Lead Creek
SEL-06-10.45074,45074,SUMMIT CREEK,SEL-06-10,Summit Creek
SEL-06-10.45077,45077,DECEPTION POINT,SEL-06-10,Deception Point
SEL-06-10.45097,45097,HORSEFLY RIVER-UPPER,SEL-06-10,"Horsefly River, upper"
SEL-06-10.45098,45098,MCKINLEY CREEK-UPPER,SEL-06-10,"McKinley Creek, upper"
SEL-06-10.45099,45099,QUESNEL LAKE,SEL-06-10,Quesnel Lake
SEL-06-10.45100,45100,HORSEFLY CHANNEL,SEL-06-10,Horsefly Channel
SEL-06-10.45101,45101,HORSEFLY LAKE,SEL-06-10,Horsefly Lake
SEL-06-10.46873,46873,QUESNEL RIVER,SEL-06-10,Quesnel River
SEL-06-10.46893,46893,HORSEFLY RIVER,SEL-06-10,Horsefly River
SEL-06-10.46903,46903,LITTLE HORSEFLY RIVER,SEL-06-10,Little Horsefly River
SEL-06-10.46913,46913,MITCHELL RIVER,SEL-06-10,Mitchell River
SEL-06-10.61010,61010,BOWLING CREEK,SEL-06-10,
SEL-06-10.61077,61077,SPUSKS CREEK-LAKE SHORE,SEL-06-10,
SEL-06-10.61078,61078,BOWLING CREEK-LAKE SHORE,SEL-06-10,
SEL-06-10.61079,61079,GOOSE CREEK-S-LAKE SHORE,SEL-06-10,
SEL-06-10.69054,69054,QUESNEL LAKE,SEL-06-10,
SEL-06-11.47181,47181,PORTAGE CREEK,SEL-06-11,Portage Creek
SEL-06-13.2457,2457,STUART RIVER,SEL-06-13,Stuart River
SEL-06-13.3218,3218,SOWCHEA CREEK,SEL-06-13,Sowchea Creek
SEL-06-13.45090,45090,STUART LAKE,SEL-06-13,Stuart Lake
SEL-06-13.45091,45091,TAKLA LAKE,SEL-06-13,Takla Lake
SEL-06-13.45539,45539,PINCHI CREEK,SEL-06-13,Pinchi Creek
SEL-06-13.45549,45549,TACHIE RIVER,SEL-06-13,Tachie River
SEL-06-13.45552,45552,MIDDLE RIVER-ROSSETTE BAR,SEL-06-13,Middle River
SEL-06-13.45554,45554,KUZKWA RIVER,SEL-06-13,Kuzkwa Creek
SEL-06-13.45560,45560,KAZCHEK CREEK,SEL-06-13,Kazchek Creek
SEL-06-13.45578,45578,SAKENICHE RIVER,SEL-06-13,Sakeniche River
SEL-06-13.45582,45582,DUST CREEK,SEL-06-13,Dust Creek
SEL-06-13.61007,61007,MIDDLE RIVER,SEL-06-13,
SEL-06-14.3089,3089,TAKLA LAKE - UNNAMED CREEK (NORTH OF BLANCHETTE),SEL-06-14,Blanchet North Creek
SEL-06-14.45076,45076,TLITI CREEK,SEL-06-14,Tliti Creek
SEL-06-14.45078,45078,TILDESLEY CREEK,SEL-06-14,Tildesley Creek
SEL-06-14.45551,45551,MIDDLE RIVER-ROSSETTE BAR,SEL-06-14,Middle River (Rossette Bar)
SEL-06-14.45553,45553,BAPTISTE CREEK,SEL-06-14,Baptiste Creek
SEL-06-14.45556,45556,FLEMING CREEK,SEL-06-14,Fleming Creek
SEL-06-14.45557,45557,PAULA CREEK,SEL-06-14,Paula Creek
SEL-06-14.45558,45558,SIDNEY CREEK/MFR,SEL-06-14,Sidney Creek
SEL-06-14.45559,45559,KAZCHEK CREEK,SEL-06-14,Kazchek Creek
SEL-06-14.45569,45569,VAN DECAR CREEK,SEL-06-14,Van Decar Creek
SEL-06-14.45570,45570,O'NE-ELL CREEK,SEL-06-14,O'Ne-ell Creek
SEL-06-14.45571,45571,FORFAR CREEK,SEL-06-14,Forfar Creek
SEL-06-14.45572,45572,GLUSKE CREEK,SEL-06-14,Gluske Creek
SEL-06-14.45573,45573,CASIMIR CREEK,SEL-06-14,Casamir Creek
SEL-06-14.45574,45574,BIVOUAC CREEK,SEL-06-14,Bivouac Creek
SEL-06-14.45575,45575,LEO CREEK,SEL-06-14,Leo Creek
SEL-06-14.45576,45576,SANDPOINT CREEK,SEL-06-14,Sandpoint Creek
SEL-06-14.45577,45577,SAKENICHE RIVER,SEL-06-14,Sakeniche River
SEL-06-14.45579,45579,MCDOUGALL CREEK,SEL-06-14,McDougall Creek
SEL-06-14.45580,45580,SINTA CREEK,SEL-06-14,Sinta Creek
SEL-06-14.45581,45581,DUST CREEK,SEL-06-14,Dust Creek
SEL-06-14.45583,45583,CROW CREEK,SEL-06-14,Crow Creek
SEL-06-14.45584,45584,HOOKER CREEK,SEL-06-14,Hooker Creek
SEL-06-14.45585,45585,POINT CREEK,SEL-06-14,Point Creek
SEL-06-14.45586,45586,NARROWS CREEK,SEL-06-14,Narrows Creek
SEL-06-14.45587,45587,25 MILE CREEK,SEL-06-14,25 Mile Creek
SEL-06-14.45588,45588,SHALE CREEK/MFR,SEL-06-14,Shale Creek
SEL-06-14.45589,45589,BLANCHETTE CREEK,SEL-06-14,Blanchet Creek
SEL-06-14.45590,45590,15 MILE CREEK,SEL-06-14,15 Mile Creek
SEL-06-14.45591,45591,MACLAING CREEK,SEL-06-14,Maclaing Creek
SEL-06-14.45592,45592,HUDSON BAY CREEK,SEL-06-14,Hudson Bay Creek
SEL-06-14.45593,45593,FRYPAN CREEK,SEL-06-14,Frypan Creek
SEL-06-14.45594,45594,LOVELL CREEK,SEL-06-14,Lovell Creek
SEL-06-14.45595,45595,FRENCH CREEK/MFR,SEL-06-14,French Creek
SEL-06-14.45596,45596,ANKWILL CREEK,SEL-06-14,Ankwill Creek
SEL-06-14.45597,45597,BATES CREEK,SEL-06-14,Bates Creek
SEL-06-14.45598,45598,DRIFTWOOD RIVER,SEL-06-14,Driftwood River
SEL-06-14.45600,45600,BLACKWATER CREEK/MFR,SEL-06-14,Blackwater Creek
SEL-06-14.45601,45601,LION CREEK,SEL-06-14,Lion Creek
SEL-06-14.45602,45602,PORTER CREEK/MFR,SEL-06-14,Porter Creek
SEL-06-14.45603,45603,KOTSINE RIVER,SEL-06-14,Kotsine River
SEL-06-14.45604,45604,CONSOLIDATE CREEK,SEL-06-14,Consolidated Creek
SEL-06-14.45605,45605,KASTBERG CREEK,SEL-06-14,Kastberg Creek
SEL-06-14.7003,7003,TAKLA-LAKE SHORE,SEL-06-14,Takla Lake - shore
SEL-06-16.2515,2515,TASEKO RIVER,SEL-06-16,
SEL-06-16.46853,46853,TASEKO LAKE,SEL-06-16,Taseko Lake
SEL-06-16.46863,46863,ELKIN CREEK,SEL-06-16,Elkin Creek
SEL-06-16.61044,61044,ROLAND CREEK/MFR,SEL-06-16,
SEL-06-16.7630,7630,YOHETTA CREEK,SEL-06-16,
SEL-06-16.7631,7631,YOHETTA CREEK-UPPER,SEL-06-16,"Yoheta Creek, upper"
SEL-06-16.7744,7744,LASTMAN CREEK,SEL-06-16,Lastman Creek
SEL-06-20.3093,3093,NADINA RIVER,SEL-06-20,
SEL-06-20.45525,45525,NADINA RIVER,SEL-06-20,Late Nadina River
SEL-06-20.69015,69015,NADINA RIVER-UPPER,SEL-06-20,
SEL-06-20.69049,69049,GLACIER CREEK/MFR,SEL-06-20,
SEL-07-01.3219,3219,HUCKEY CREEK,SEL-07-01,Huckey Creek
SEL-07-01.47419,47419,BOWRON RIVER,SEL-07-01,Bowron River
SEL-07-01.47449,47449,ANTLER CREEK/UFR,SEL-07-01,Antler Creek
SEL-07-01.69023,69023,KIBBEE CREEK,SEL-07-01,
SEL-07-01.69025,69025,BOWRON RIVER-UPPER,SEL-07-01,
SEL-07-01.7745,7745,HAGGEN CREEK,SEL-07-01,
SEL-09-02.3437,3437,CRAIGELLACHIE CREEK,SEL-09-02,Craigellachie Creek
SEL-09-02.44983,44983,HIUIHILL CREEK,SEL-09-02,Hiuihill Creek
SEL-09-02.45008,45008,NIKWIKWAIA CREEK,SEL-09-02,Nikwikwaia Creek
SEL-09-02.45014,45014,MCNOMEE CREEK,SEL-09-02,McNomee Creek
SEL-09-02.45024,45024,YARD CREEK,SEL-09-02,Yard Creek
SEL-09-02.45026,45026,PERRY RIVER/STh,SEL-09-02,Perry River
SEL-09-02.45082,45082,ADAMS RIVER SPAWNING CHANNEL,SEL-09-02,Adams Channel
SEL-09-02.45085,45085,LOFTUS CREEK,SEL-09-02,Loftus Creek
SEL-09-02.46238,46238,ADAMS RIVER,SEL-09-02,"Adams River, lower"
SEL-09-02.46258,46258,SINMAX CREEK,SEL-09-02,Sinmax Creek
SEL-09-02.46288,46288,SCOTCH CREEK,SEL-09-02,Scotch Creek
SEL-09-02.46298,46298,ONYX CREEK,SEL-09-02,Onyx Creek
SEL-09-02.46319,46319,CELISTA CREEK,SEL-09-02,Celista Creek
SEL-09-02.46328,46328,SEYMOUR RIVER/STh,SEL-09-02,Seymour River
SEL-09-02.46338,46338,HUNAKWA CREEK,SEL-09-02,Hunakwa Creek
SEL-09-02.46348,46348,ANSTEY RIVER,SEL-09-02,Anstey River
SEL-09-02.46358,46358,EAGLE RIVER,SEL-09-02,Eagle River
SEL-09-02.46399,46399,SALMON RIVER/STh,SEL-09-02,Salmon River
SEL-09-02.46439,46439,SHUSWAP RIVER-MIDDLE,SEL-09-02,Middle Shuswap River
SEL-09-02.7632,7632,BLUEBERRY CREEK,SEL-09-02,Blueberry Creek
SEL-09-02.7633,7633,UNNAMED CREEK,SEL-09-02,Unnamed Creek
SEL-09-02.7634,7634,UNNAMED CREEK-LAKE SHORE,SEL-09-02,Two Mile Creek - shore
SEL-09-02.7636,7636,FOUR MILE CREEK/STh,SEL-09-02,Four Mile Creek
SEL-09-02.810,810,CRAZY CREEK/STh,SEL-09-02,Crazy Creek
SEL-09-03.3090,3090,MARA LAKE,SEL-09-03,Mara Lake - shore
SEL-09-03.3390,3390,FOUR MILE CREEK-LAKE SHORE,SEL-09-03,Four Mile Creek - shore
SEL-09-03.3391,3391,QUEEST CREEK-LAKE SHORE,SEL-09-03,Queest Creek - shore
SEL-09-03.3392,3392,VANISHING CREEK-LAKE SHORE,SEL-09-03,Vanishing Creek - shore
SEL-09-03.3393,3393,ADAMS RIVER MOUTH-LAKE SHORE,SEL-09-03,Adams River - shore
SEL-09-03.3394,3394,CRUIKSHANK POINT-LAKE SHORE W,SEL-09-03,Cruikshank Pt. West - shore
SEL-09-03.3395,3395,HLINA CREEK-LAKE SHORE,SEL-09-03,Hlina Creek - shore
SEL-09-03.3396,3396,LEE CREEK-LAKE SHORE,SEL-09-03,Lee Creek - shore
SEL-09-03.3397,3397,SHUSWAP LAKE MAIN ARM-N-LAKE SHORE,SEL-09-03,Shuswap L. - Main Arm north side
SEL-09-03.3398,3398,SHUSWAP LAKE MAIN ARM-S-LAKE SHORE,SEL-09-03,Shuswap L. - Main Arm south side
SEL-09-03.3399,3399,ONYX CREEK-LAKE SHORE,SEL-09-03,Onyx Creek - shore
SEL-09-03.3400,3400,ROSS CREEK-LAKE SHORE,SEL-09-03,Ross Creek - shore
SEL-09-03.3401,3401,SCOTCH CREEK-LAKE SHORE,SEL-09-03,Scotch Creek - shore
SEL-09-03.3402,3402,KNIGHT CREEK-LAKE SHORE,SEL-09-03,Knight Creek - shore
SEL-09-03.3403,3403,SHUSWAP LAKE SALMON ARM-E-LAKE SHORE,SEL-09-03,Shuswap L. - Salmon Arm east side
SEL-09-03.3404,3404,SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE,SEL-09-03,Shuswap L. - Salmon Arm north side
SEL-09-03.3405,3405,SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE,SEL-09-03,Shuswap L. - Salmon Arm south side
SEL-09-03.3406,3406,RIENECKER CREEK-LAKE SHORE,SEL-09-03,Reinecker Creek - shore
SEL-09-03.3407,3407,BUSH CREEK-LAKE SHORE,SEL-09-03,Bush Creek - shore
SEL-09-03.3408,3408,ADAMS LAKE-E-LAKE SHORE,SEL-09-03,Adams Lake - misc. east side shore
SEL-09-03.3409,3409,ADAMS LAKE-N-LAKE SHORE,SEL-09-03,Adams Lake - misc. north end shore
SEL-09-03.3410,3410,ADAMS LAKE-S-LAKE SHORE,SEL-09-03,Adams Lake - misc. south end shore
SEL-09-03.3411,3411,MOMICH RIVER-LAKE SHORE,SEL-09-03,Momich River - shore
SEL-09-03.3412,3412,SINMAX CREEK-LAKE SHORE,SEL-09-03,Sinmax Creek - shore
SEL-09-03.3439,3439,ANSTEY RIVER-LAKE SHORE,SEL-09-03,Anstey River - shore
SEL-09-03.3440,3440,COOKE CREEK,SEL-09-03,Cooke Creek
SEL-09-03.431,431,BESSETTE CREEK,SEL-09-03,Bessette Creek
SEL-09-03.44984,44984,HIUIHILL CREEK,SEL-09-03,Hiuihill Creek
SEL-09-03.45009,45009,NIKWIKWAIA CREEK,SEL-09-03,Nikwikwaia Creek
SEL-09-03.45012,45012,BUSH CREEK/STh,SEL-09-03,Bush Creek
SEL-09-03.45015,45015,MCNOMEE CREEK,SEL-09-03,McNomee Creek
SEL-09-03.45025,45025,YARD CREEK,SEL-09-03,Yard Creek
SEL-09-03.45027,45027,PERRY RIVER/STh,SEL-09-03,Perry River
SEL-09-03.45083,45083,ADAMS RIVER SPAWNING CHANNEL,SEL-09-03,Adams Channel
SEL-09-03.45089,45089,ADAMS LAKE,SEL-09-03,Adams Lake
SEL-09-03.45764,45764,SHUSWAP LAKE,SEL-09-03,Shuswap Lake
SEL-09-03.46218,46218,SOUTH THOMPSON RIVER,SEL-09-03,South Thompson River
SEL-09-03.46228,46228,LITTLE RIVER/STh,SEL-09-03,Little River
SEL-09-03.46239,46239,ADAMS RIVER,SEL-09-03,"Adams River, lower"
SEL-09-03.46249,46249,ADAMS RIVER-UPPER,SEL-09-03,"Adams River, upper"
SEL-09-03.46259,46259,SINMAX CREEK,SEL-09-03,Sinmax Creek
SEL-09-03.46269,46269,MOMICH RIVER,SEL-09-03,Momich River
SEL-09-03.46289,46289,SCOTCH CREEK,SEL-09-03,Scotch Creek
SEL-09-03.46299,46299,ONYX CREEK,SEL-09-03,Onyx Creek
SEL-09-03.46308,46308,ROSS CREEK,SEL-09-03,
SEL-09-03.46309,46309,ROSS CREEK,SEL-09-03,Ross Creek
