AF_ID,AF_PopName,AF_AltPopName,AF_Timing,AF_CU_ID,AF_Notes,AF_POP_ID,NF_POP_ID,NF_PopName,NF_AltPopName,NF_CU_ID,NF_CUName,SF_ID,SF_PopName,SF_CU_ID,SF_CUName,MF_POP_ID,MF_PopName,MF_AltPopName,MF_TSName,MF_CU_ID
4015,Railroad Creek,,T4,12,,46147,46147,RAILROAD CREEK,RAILROAD CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,419,Railroad Creek,SEL-L-04-01,Lillooet_Harr_L,46147,RAILROAD CREEK,RAILROAD CREEK,Railroad Creek,SEL-04-01
5020,Reinecker Creek,,T4,18,,46388,46388,RIENECKER CREEK,RIENECKER CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,349,Reinecker Creek,SEL-L-09-03,Shuswap_L,46388,RIENECKER CREEK,RIENECKER CREEK,Reinecker Creek,SEL-09-03
5067,Reinecker Creek - shore,,T4,18,,3406,3406,REINECKER CREEK - SHORE,REINECKER CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,350,Reinecker Creek - shore,SEL-L-09-03,Shuswap_L,3406,RIENECKER CREEK-LAKE SHORE,RIENECKER CREEK-LAKE SHORE,Reinecker Creek - shore,SEL-09-03
11097,Roaring Point,,T3,16,,3380,3380,ROARING POINT,ROARING POINT,L-06-10,QUESNEL-SUMMER TIMING,270,Roaring Point,SEL-L-06-10,Quesnel_S,3380,ROARING POINT-LAKE SHORE,ROARING POINT-LAKE SHORE,Roaring Point,SEL-06-10
11060,Roaring R. - Shore,,T3,16,,3381,3381,ROARING R. - LAKE SHORE,ROARING R. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,271,Roaring R. - Shore,SEL-L-06-10,Quesnel_S,3381,ROARING RIVER-LAKE SHORE,ROARING RIVER-LAKE SHORE,Roaring R. - Shore,SEL-06-10
11025,Roaring River,,T3,16,,45063,45063,ROARING RIVER,ROARING RIVER,L-06-10,QUESNEL-SUMMER TIMING,272,Roaring River,SEL-L-06-10,Quesnel_S,45063,ROARING RIVER,ROARING RIVER,Roaring River,SEL-06-10
11078,Rock Slide,,T3,16,,3357,3357,ROCK SLIDE SHORE,ROCK SLIDE SHORE,L-06-10,QUESNEL-SUMMER TIMING,273,Rock Slide,SEL-L-06-10,Quesnel_S,3357,ROCK SLIDE SHORE,ROCK SLIDE SHORE,Rock Slide,SEL-06-10
2024,Ross Creek,,T2,17,,46308,NA,NA,NA,NA,NA,2,Ross Creek,2,2,46308,ROSS CREEK,ROSS CREEK,,SEL-09-03
5021,Ross Creek,,T4,18,,46309,46309,ROSS CREEK,ROSS CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Ross Creek,2,2,46309,ROSS CREEK,ROSS CREEK,Ross Creek,SEL-09-03
5060,Ross Creek - shore,,T4,18,,3400,3400,ROSS CREEK - SHORE,ROSS CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,352,Ross Creek - shore,SEL-L-09-03,Shuswap_L,3400,ROSS CREEK-LAKE SHORE,ROSS CREEK-LAKE SHORE,Ross Creek - shore,SEL-09-03
7021,Ruby Creek,,T4,99,,47110,NA,NA,NA,NA,NA,407,Ruby Creek,SK_28,LFR_RT,NA,NA,NA,NA,NA
4016,Ryan River,,T4,12,,46122,46122,RYAN RIVER,RYAN RIVER,L-04-01,LILLOOET/HARRISON-LATE TIMING,420,Ryan River,SEL-L-04-01,Lillooet_Harr_L,46122,RYAN RIVER,RYAN RIVER,Ryan River,SEL-04-01
1005,S. End Chilko Lake,,T2,3,,45081,45081,SOUTH END CHILKO LAKE,SOUTH END CHILKO LAKE,L-06-02,CHILKO-EARLY SUMMER TIMING,153,S. End Chilko Lake,SEL-L-06-03,Chilko_S_ES,45081,CHILKO LAKE-SOUTH END,CHILKO LAKE-SOUTH END,S. End Chilko Lake,SEL-06-02
3008,Sakeniche River,,T1,19,,45577,45577,SAKENICHE RIVER,SAKENICHE RIVER,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,2,Sakeniche River,2,2,45577,SAKENICHE RIVER,SAKENICHE RIVER,Sakeniche River,SEL-06-14
6005,Sakeniche River,,T3,20,,45578,45578,SAKENICHE RIVER,SAKENICHE RIVER,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,2,Sakeniche River,2,2,45578,SAKENICHE RIVER,SAKENICHE RIVER,Sakeniche River,SEL-06-13
4035,Sakwi Creek,,T4,9,New in 2016,0,69022,NA,NA,NA,NA,433,Sakwi Creek,SEL-L-03-04,Harrison_US_L,NA,NA,NA,NA,NA
2010,Salmon River,,T2,17,,46399,46399,SALMON RIVER,SALMON RIVER,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Salmon River,2,2,46399,SALMON RIVER/STh,SALMON RIVER/STh,Salmon River,SEL-09-02
5022,Salmon River,,T4,18,,46400,46400,SALMON RIVER,SALMON RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Salmon River,2,2,46400,SALMON RIVER/STh,SALMON RIVER/STh,Salmon River,SEL-09-03
4017,Sampson Creek,Twenty-five Mile Creek,T4,12,,46152,46152,SAMPSON CREEK,SAMPSON CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,421,Sampson Creek,SEL-L-04-01,Lillooet_Harr_L,46152,SAMPSON CREEK,SAMPSON CREEK,Sampson Creek,SEL-04-01
3041,Sandpoint Creek,,T1,19,,45576,45576,SANDPOINT CREEK,SANDPOINT CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,46,Sandpoint Creek,SEL-L-06-14,Takla_Trem_Estu,45576,SANDPOINT CREEK,SANDPOINT CREEK,Sandpoint Creek,SEL-06-14
2005,Scotch Creek,,T2,17,,46288,46288,SCOTCH CREEK,SCOTCH CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Scotch Creek,2,2,46288,SCOTCH CREEK,SCOTCH CREEK,Scotch Creek,SEL-09-02
5018,Scotch Creek,,T4,18,,46289,46289,SCOTCH CREEK,SCOTCH CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Scotch Creek,2,2,46289,SCOTCH CREEK,SCOTCH CREEK,Scotch Creek,SEL-09-03
5061,Scotch Creek - shore,,T4,18,,3401,3401,SCOTCH CREEK - SHORE,SCOTCH CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,355,Scotch Creek - shore,SEL-L-09-03,Shuswap_L,3401,SCOTCH CREEK-LAKE SHORE,SCOTCH CREEK-LAKE SHORE,Scotch Creek - shore,SEL-09-03
5084,Senn Creek,Unnamed Creek 2,T4,18,,0,NA,NA,NA,NA,NA,356,Senn Creek,NA,NA,NA,NA,NA,NA,NA
11098,Service Creek,,T3,16,,3081,3081,SERVICE CREEK,SERVICE CREEK,L-06-10,QUESNEL-SUMMER TIMING,274,Service Creek,SEL-L-06-10,Quesnel_S,3081,SERVICE CREEK,SERVICE CREEK,Service Creek,SEL-06-10
12006,Seton Creek,,T3,99,,NA,NA,NA,NA,NA,NA,170,Seton Creek,NA,NA,NA,NA,NA,NA,NA
2006,Seymour River,,T2,17,,46328,46328,SEYMOUR RIVER,SEYMOUR RIVER,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Seymour River,2,2,46328,SEYMOUR RIVER/STh,SEYMOUR RIVER/STh,Seymour River,SEL-09-02
5032,Seymour River,,T4,18,,46329,46329,SEYMOUR RIVER,SEYMOUR RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Seymour River,2,2,46329,SEYMOUR RIVER/STh,SEYMOUR RIVER/STh,Seymour River,SEL-09-03
3042,Shale Creek,,T1,19,,45588,45588,SHALE CREEK,SHALE CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,47,Shale Creek,SEL-L-06-14,Takla_Trem_Estu,45588,SHALE CREEK/MFR,SHALE CREEK/MFR,Shale Creek,SEL-06-14
5057,Shuswap L. - Main Arm north side,,T4,18,,3397,3397,SHUSWAP L. MAIN ARM NORTH SHORE,SHUSWAP L. MAIN ARM NORTH SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,358,Shuswap L. - Main Arm north side,SEL-L-09-03,Shuswap_L,3397,SHUSWAP LAKE MAIN ARM-N-LAKE SHORE,SHUSWAP LAKE MAIN ARM-N-LAKE SHORE,Shuswap L. - Main Arm north side,SEL-09-03
5058,Shuswap L. - Main Arm south side,,T4,18,,3398,3398,SHUSWAP L. MAIN ARM SOUTH SHORE,SHUSWAP L. MAIN ARM SOUTH SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,359,Shuswap L. - Main Arm south side,SEL-L-09-03,Shuswap_L,3398,SHUSWAP LAKE MAIN ARM-S-LAKE SHORE,SHUSWAP LAKE MAIN ARM-S-LAKE SHORE,Shuswap L. - Main Arm south side,SEL-09-03
5064,Shuswap L. - Salmon Arm east side,,T4,18,,3403,3403,SHUSWAP L. SALMON ARM EAST SHORE,SHUSWAP L. SALMON ARM EAST SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,360,Shuswap L. - Salmon Arm east side,SEL-L-09-03,Shuswap_L,3403,SHUSWAP LAKE SALMON ARM-E-LAKE SHORE,SHUSWAP LAKE SALMON ARM-E-LAKE SHORE,Shuswap L. - Salmon Arm east side,SEL-09-03
5065,Shuswap L. - Salmon Arm north side,,T4,18,,3404,3404,SHUSWAP L. SALMON ARM NORTH SHORE,SHUSWAP L. SALMON ARM NORTH SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,361,Shuswap L. - Salmon Arm north side,SEL-L-09-03,Shuswap_L,3404,SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE,SHUSWAP LAKE-SALMON ARM-N-LAKE SHORE,Shuswap L. - Salmon Arm north side,SEL-09-03
5066,Shuswap L. - Salmon Arm south side,,T4,18,,3405,3405,SHUSWAP L. SALMON ARM SOUTH SHORE,SHUSWAP L. SALMON ARM SOUTH SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,362,Shuswap L. - Salmon Arm south side,SEL-L-09-03,Shuswap_L,3405,SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE,SHUSWAP LAKE-SALMON ARM-S-LAKE SHORE,Shuswap L. - Salmon Arm south side,SEL-09-03
5007,Shuswap Lake,,T4,18,,45764,45764,SHUSWAP LAKE,SHUSWAP LAKE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,363,Shuswap Lake,SEL-L-09-03,Shuswap_L,45764,SHUSWAP LAKE,SHUSWAP LAKE,Shuswap Lake,SEL-09-03
5010,Shuswap Lake - Anstey Arm,,T4,18,,7421,7421,SHUSWAP LAKE - ANSTEY ARM,SHUSWAP LAKE - ANSTEY ARM,L-09-03,SHUSWAP COMPLEX-LATE TIMING,364,Shuswap Lake - Anstey Arm,SEL-L-09-03,Shuswap_L,7421,SHUSWAP LAKE-ANSTEY ARM-LAKE SHORE,SHUSWAP LAKE-ANSTEY ARM-LAKE SHORE,Shuswap Lake - Anstey Arm,SEL-09-03
5011,Shuswap Lake - Main Arm,,T4,18,,7424,7424,SHUSWAP LAKE - SEYMOUR ARM,SHUSWAP LAKE - SEYMOUR ARM,L-09-03,SHUSWAP COMPLEX-LATE TIMING,365,Shuswap Lake - Main Arm,SEL-L-09-03,Shuswap_L,7424,SHUSWAP LAKE-MAIN ARM-LAKE SHORE,SHUSWAP LAKE-MAIN ARM-LAKE SHORE,Shuswap Lake - Main Arm,SEL-09-03
5012,Shuswap Lake - Salmon Arm,,T4,18,,7423,7423,SHUSWAP LAKE - SALMON ARM,SHUSWAP LAKE - SALMON ARM,L-09-03,SHUSWAP COMPLEX-LATE TIMING,366,Shuswap Lake - Salmon Arm,SEL-L-09-03,Shuswap_L,7423,SHUSWAP LAKE-SALMON ARM-LAKE SHORE,SHUSWAP LAKE-SALMON ARM-LAKE SHORE,Shuswap Lake - Salmon Arm,SEL-09-03
5026,Shuswap Lake - Seymour Arm,,T4,18,,7422,7422,SHUSWAP LAKE - MAIN ARM,SHUSWAP LAKE - MAIN ARM,L-09-03,SHUSWAP COMPLEX-LATE TIMING,367,Shuswap Lake - Seymour Arm,SEL-L-09-03,Shuswap_L,7422,SHUSWAP LAKE-SEYMOUR ARM-LAKE SHORE,SHUSWAP LAKE-SEYMOUR ARM-LAKE SHORE,Shuswap Lake - Seymour Arm,SEL-09-03
2032,Shuswap Lake Shore,,T2,17,,0,NA,NA,NA,NA,NA,137,Shuswap Lake Shore,NA,NA,NA,NA,NA,NA,NA
5074,Sicamous Creek,,T4,18,,7638,7638,SICAMOUS CREEK,SICAMOUS CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,368,Sicamous Creek,NA,NA,7638,SICAMOUS CREEK,SICAMOUS CREEK,Sicamous Creek,SEL-09-03
3023,Sidney Creek,Felix Creek,T1,19,,45558,45558,SIDNEY CREEK,SIDNEY CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,49,Sidney Creek,NA,NA,45558,SIDNEY CREEK/MFR,SIDNEY CREEK/MFR,Sidney Creek,SEL-06-14
7013,Silver Hope Creek,,T4,99,,47117,NA,NA,NA,NA,NA,408,Silver Hope Creek,NA,NA,NA,NA,NA,NA,NA
2003,Sinmax Creek,Pass Creek,T2,17,,46258,46258,SINMAX CREEK,SINMAX CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Sinmax Creek,NA,NA,46258,SINMAX CREEK,SINMAX CREEK,Sinmax Creek,SEL-09-02
5037,Sinmax Creek,Pass Creek,T4,18,,46259,46259,SINMAX CREEK,SINMAX CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Sinmax Creek,NA,NA,46259,SINMAX CREEK,SINMAX CREEK,Sinmax Creek,SEL-09-03
5048,Sinmax Creek - shore,,T4,18,,3412,3412,PASS CREEK - LAKE SHORE,PASS CREEK - LAKE SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,369,Sinmax Creek - shore,NA,NA,3412,SINMAX CREEK-LAKE SHORE,SINMAX CREEK-LAKE SHORE,Sinmax Creek - shore,SEL-09-03
3043,Sinta Creek,,T1,19,,45580,45580,SINTA CREEK,SINTA CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,48,Sinta Creek,SEL-L-06-14,Takla_Trem_Estu,45580,SINTA CREEK,SINTA CREEK,Sinta Creek,SEL-06-14
11049,Slate Bay,,T3,16,,3359,3359,SLATE BAY,SLATE BAY,L-06-10,QUESNEL-SUMMER TIMING,275,Slate Bay,SEL-L-06-10,Quesnel_S,3359,SLATE BAY,SLATE BAY,Slate Bay,SEL-06-10
11079,"Slate Bay, 1 km east",,T3,16,,3360,3360,SLATE BAY - LAKE SHORE 1KM E,SLATE BAY - LAKE SHORE 1KM E,L-06-10,QUESNEL-SUMMER TIMING,276,"Slate Bay, 1 km east",SEL-L-06-10,Quesnel_S,3360,SLATE BAY-LAKE SHORE 1KM E,SLATE BAY-LAKE SHORE 1KM E,"Slate Bay, 1 km east",SEL-06-10
4028,Sloquet Creek,Spring Creek,T4,8,,46093,46093,SLOQUET CREEK,SLOQUET CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,393,Sloquet Creek,SEL-L-03-03,Harrison_DS_L,46093,SLOQUET CREEK,SLOQUET CREEK,Sloquet Creek,SEL-03-03
7033,Slough Creek,,T2,15,,7696,7696,SLOUGH CREEK,SLOUGH CREEK,L-03-05,PITT-EARLY SUMMER TIMING,107,Slough Creek,SEL-L-03-05,Pitt_ES,7696,SLOUGH CREEK,SLOUGH CREEK,Slough Creek,SEL-03-05
7030,South Boise Creek,,T2,15,,7692,7692,SOUTH BOISE CREEK,SOUTH BOISE CREEK,L-03-05,PITT-EARLY SUMMER TIMING,103,South Boise Creek,SEL-L-03-05,Pitt_ES,7692,SOUTH BOISE CREEK,SOUTH BOISE CREEK,South Boise Creek,SEL-03-05
5078,South Pass Creek,,T4,18,,0,NA,NA,NA,NA,NA,370,South Pass Creek,NA,NA,NA,NA,NA,NA,NA
5008,South Thompson River,,T4,18,,46218,46218,SOUTH THOMPSON RIVER,SOUTH THOMPSON RIVER,L-09-03,SHUSWAP COMPLEX-LATE TIMING,371,South Thompson River,SEL-L-09-03,Shuswap_L,46218,SOUTH THOMPSON RIVER,SOUTH THOMPSON RIVER,South Thompson River,SEL-09-03
3044,Sowchea Creek,,T1,19,,45538,NA,NA,NA,NA,NA,2,Sowchea Creek,2,2,NA,NA,NA,NA,NA
6008,Sowchea Creek,,T3,20,,3218,3218,SOWCHEA CREEK,SOWCHEA CREEK,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,2,Sowchea Creek,2,2,3218,SOWCHEA CREEK,SOWCHEA CREEK,Sowchea Creek,SEL-06-13
4018,Spring Creek,Sloquet Creek,T4,8,,46093,46093,SLOQUET CREEK,SLOQUET CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,NA,NA,NA,NA,46093,SLOQUET CREEK,SLOQUET CREEK,Sloquet Creek,SEL-03-03
12013,Spruce Creek,,T2,1,New in 2014,7762,7762,SPRUCE CREEK,SPRUCE CREEK,L-06-01,ANDERSON/SETON-EARLY SUMMER TIMING,89,Spruce Creek,NA,NA,7762,SPRUCE CREEK,SPRUCE CREEK,Spruce Creek,SEL-06-01
11102,Spusks Creek,,T3,16,,3082,3082,SPUSKS CREEK,SPUSKS CREEK,L-06-10,QUESNEL-SUMMER TIMING,277,Spusks Creek,SEL-L-06-10,Quesnel_S,3082,SPUSKS CREEK,SPUSKS CREEK,Spusks Creek,SEL-06-10
7014,Spuzzum Creek,,T4,99,,47150,NA,NA,NA,NA,NA,434,Spuzzum Creek,NA,NA,NA,NA,NA,NA,NA
4003,Steelhead Creek,,T4,9,,46049,46049,STEELHEAD CREEK,STEELHEAD CREEK,L-03-04,HARRISON-UPSTREAM MIGRATING-LATE TIMING,409,Steelhead Creek,SK_28,LFR_RT,46049,STEELHEAD CREEK/LFR(2),STEELHEAD CREEK/LFR(2),Steelhead Creek,SEL-03-04
8005,Stellako River,,T3,7,,46013,46013,STELLAKO RIVER,STELLAKO RIVER,L-06-07,FRANCOIS/FRASER-SUMMER TIMING,179,Stellako River,SEL-L-06-07,Fran_Fras_S,46013,STELLAKO RIVER,STELLAKO RIVER,Stellako River,SEL-06-07
6006,Stuart Lake,,T3,20,,45090,45090,STUART LAKE,STUART LAKE,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,163,Stuart Lake,SEL-L-06-13,Takla_Trem_S_S,45090,STUART LAKE,STUART LAKE,Stuart Lake,SEL-06-13
6010,Stuart River,,T3,99,,2457,2457,STUART RIVER,STUART RIVER,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,165,Stuart River,SEL-L-06-13,Takla_Trem_S_S,2457,STUART RIVER,STUART RIVER,Stuart River,SEL-06-13
7015,Sucker Creek,,T4,35,,47125,NA,NA,NA,NA,NA,435,Sucker Creek,NA,NA,NA,NA,NA,NA,NA
11061,Sue Creek,,T3,16,,3083,3083,SUE CREEK,SUE CREEK,L-06-10,QUESNEL-SUMMER TIMING,278,Sue Creek,SEL-L-06-10,Quesnel_S,3083,SUE CREEK,SUE CREEK,Sue Creek,SEL-06-10
11009,Summit Creek,,T3,16,,45074,45074,SUMMIT CREEK,SUMMIT CREEK,L-06-10,QUESNEL-SUMMER TIMING,279,Summit Creek,SEL-L-06-10,Quesnel_S,45074,SUMMIT CREEK,SUMMIT CREEK,Summit Creek,SEL-06-10
10008,Sus Creek,Big Bear Creek,T2,2,,3221,NA,NA,NA,NA,NA,60,Sus Creek,SEL-L-07-01,Bowron_ES,NA,NA,NA,NA,NA
8016,Sweetnam Creek,,T3,7,,44733,44733,SWEETNAM CREEK,SWEETNAM CREEK,L-06-07,FRANCOIS/FRASER-SUMMER TIMING,186,Sweetnam Creek,NA,NA,44733,SWEETNAM CREEK,SWEETNAM CREEK,Sweetnam Creek,SEL-06-07
10004,Swift Creek,,T2,30,,46953,NA,NA,NA,NA,NA,66,Swift Creek,SER-R06,UFR_RT,NA,NA,NA,NA,NA
6004,Tachie River,,T3,20,,45549,45549,TACHIE RIVER,TACHIE RIVER,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,159,Tachie River,SEL-L-06-13,Takla_Trem_S_S,45549,TACHIE RIVER,TACHIE RIVER,Tachie River,SEL-06-13
8012,Tagetochlain Creek,Popal Creek,T2,26,,45526,NA,NA,NA,NA,NA,97,Tagetochlain Creek,SEL-L-06-20,Nadina_Francois_ES,NA,NA,NA,NA,NA
4031,Taillefer Creek,,T4,12,New in 2014,7743,7743,TAILLEFER CREEK,TAILLEFER CREEK,L-04-01,LILLOOET/HARRISON-LATE TIMING,436,Taillefer Creek,NA,NA,7743,TAILLEFER CREEK,TAILLEFER CREEK,Taillefer Creek,SEL-04-01
6007,Takla Lake,,T3,20,,45091,45091,TAKLA LAKE,TAKLA LAKE,L-06-13,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,164,Takla Lake,NA,NA,45091,TAKLA LAKE,TAKLA LAKE,Takla Lake,SEL-06-13
3050,Takla Lake - shore,,T1,19,,7003,7003,TAKLA LAKE SHORE,TAKLA LAKE SHORE,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,51,Takla Lake - shore,SEL-L-06-14,Takla_Trem_Estu,7003,TAKLA-LAKE SHORE,TAKLA-LAKE SHORE,Takla Lake - shore,SEL-06-14
11050,Taku Creek,,T3,16,,3084,3084,TAKU CREEK,TAKU CREEK,L-06-10,QUESNEL-SUMMER TIMING,280,Taku Creek,SEL-L-06-10,Quesnel_S,3084,TAKU CREEK,TAKU CREEK,Taku Creek,SEL-06-10
5023,Tappen Creek,Granite Creek,T4,18,,46389,46389,TAPPEN CREEK,TAPPEN CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,372,Tappen Creek,SEL-L-09-03,Shuswap_L,46389,TAPPEN CREEK,TAPPEN CREEK,Tappen Creek,SEL-09-03
3048,Tarnezell Creek,,T1,99,,3085,NA,NA,NA,NA,NA,52,Tarnezell Creek,SEL-L-06-14,Takla_Trem_Estu,NA,NA,NA,NA,NA
1006,Taseko Lake,,T2,21,,46853,46853,TASEKO LAKE,TASEKO LAKE,L-06-16,TASEKO-EARLY SUMMER TIMING,152,Taseko Lake,SEL-L-06-16,Taseko_ES,46853,TASEKO LAKE,TASEKO LAKE,Taseko Lake,SEL-06-16
1010,"Taseko River, upper",,T2,21,,0,NA,NA,NA,NA,NA,150,"Taseko River, upper",NA,NA,NA,NA,NA,NA,NA
11103,Tasse Creek,,T3,16,,3086,3086,TASSE CREEK,TASSE CREEK,L-06-10,QUESNEL-SUMMER TIMING,281,Tasse Creek,SEL-L-06-10,Quesnel_S,3086,TASSE CREEK,TASSE CREEK,Tasse Creek,SEL-06-10
11104,Tasse Creek - shore,,T3,16,,3387,3387,TASSE CREEK - LAKE SHORE,TASSE CREEK - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,282,Tasse Creek - shore,SEL-L-06-10,Quesnel_S,3387,TASSE CREEK-LAKE SHORE,TASSE CREEK-LAKE SHORE,Tasse Creek - shore,SEL-06-10
7017,Texas Creek,,T4,99,,47178,NA,NA,NA,NA,NA,437,Texas Creek,NA,NA,NA,NA,NA,NA,NA
5009,Thompson River,,T4,99,,46157,NA,NA,NA,NA,NA,373,Thompson River,NA,NA,NA,NA,NA,NA,NA
3009,Tildesley Creek,,T1,19,,45078,45078,TILDESLEY CREEK,TILDESLEY CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,53,Tildesley Creek,SEL-L-06-14,Takla_Trem_Estu,45078,TILDESLEY CREEK,TILDESLEY CREEK,Tildesley Creek,SEL-06-14
4029,Tipella Creek,,T4,8,,46078,46078,TIPELLA CREEK,TIPELLA CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,394,Tipella Creek,SEL-L-03-03,Harrison_DS_L,46078,TIPELLA CREEK,TIPELLA CREEK,Tipella Creek,SEL-03-03
4025,Tipella Slough,Tipella Creek,T4,8,,46078,46078,TIPELLA CREEK,TIPELLA CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,395,Tipella Slough,SEL-L-03-03,Harrison_DS_L,46078,TIPELLA CREEK,TIPELLA CREEK,Tipella Creek,SEL-03-03
11107,Tisdall Creek,,T3,16,,3414,3414,TISDALL CREEK,TISDALL CREEK,L-06-10,QUESNEL-SUMMER TIMING,283,Tisdall Creek,SEL-L-06-10,Quesnel_S,3414,TISDALL CREEK,TISDALL CREEK,Tisdall Creek,SEL-06-10
3002,Tliti Creek,10 Mile Creek,T1,19,,45076,45076,TLITI CREEK,TLITI CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,55,Tliti Creek,SEL-L-06-14,Takla_Trem_Estu,45076,TLITI CREEK,TLITI CREEK,Tliti Creek,SEL-06-14
3045,Tliti Creek (10 Mile),,T1,19,,45076,45076,TLITI CREEK,TLITI CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,54,Tliti Creek (10 Mile),SEL-L-06-14,Takla_Trem_Estu,45076,TLITI CREEK,TLITI CREEK,Tliti Creek,SEL-06-14
11062,Trickle Creek,Bowling Pt. Creek,T3,16,,3087,3087,TRICKLE CREEK,TRICKLE CREEK,L-06-10,QUESNEL-SUMMER TIMING,284,Trickle Creek,SEL-L-06-10,Quesnel_S,3087,TRICKLE CREEK,TRICKLE CREEK,Trickle Creek,SEL-06-10
5073,Trinity Creek,,T4,18,,46480,46480,TRINITY CREEK,TRINITY CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,374,Trinity Creek,SEL-L-09-03,Shuswap_L,46480,TRINITY CREEK,TRINITY CREEK,Trinity Creek,SEL-09-03
4011,Trout Lake Creek,Hatchery Creek,T4,8,,46059,46059,TROUT LAKE CREEK,TROUT LAKE CREEK,L-03-03,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,NA,NA,NA,NA,46059,TROUT LAKE CREEK,TROUT LAKE CREEK,,SEL-03-03
5039,Tsikwustum Creek,,T4,18,,NA,NA,NA,NA,NA,NA,375,Tsikwustum Creek,SEL-L-09-03,Shuswap_L,NA,NA,NA,NA,NA
5027,Tsuius Creek,Cottonwood Creek,T4,18,,46529,46529,TSUIUS CREEK,TSUIUS CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,376,Tsuius Creek,SEL-L-09-03,Shuswap_L,46529,TSUIUS CREEK,TSUIUS CREEK,Tsuius Creek,SEL-09-03
5081,Tsuius Creek - Shore,,T4,18,,7642,7642,TSUIUS CREEK-SHORE SPAWNERS,TSUIUS CREEK-SHORE SPAWNERS,L-09-03,SHUSWAP COMPLEX-LATE TIMING,377,Tsuius Creek - Shore,NA,NA,7642,TSUIUS CREEK-LAKE SHORE,TSUIUS CREEK-LAKE SHORE,Tsuius Creek - Shore,SEL-09-03
2028,Two Mile Creek - shore,,T2,17,,7634,7634,UNNAMED CREEK-SHORE SPAWNERS,UNNAMED CREEK-SHORE SPAWNERS,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,139,Two Mile Creek - shore,NA,NA,7634,UNNAMED CREEK-LAKE SHORE,UNNAMED CREEK-LAKE SHORE,Two Mile Creek - shore,SEL-09-02
