"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","CK-08",2002,169,169,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",169,169,NA,NA
"Chinook","CK-08",2003,89,89,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",89,89,NA,NA
"Chinook","CK-08",2004,54,54,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",54,54,NA,NA
"Chinook","CK-08",2009,17,17,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",17,17,NA,NA
"Chinook","CK-08",2010,2,2,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",2,2,NA,NA
"Chinook","CK-08",2011,11,11,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",11,11,NA,NA
"Chinook","CK-08",2012,65,65,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",65,65,NA,NA
"Chinook","CK-08",2013,34,34,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",34,34,NA,NA
"Chinook","CK-08",2014,2,2,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",2,2,NA,NA
"Chinook","CK-08",2015,6,6,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",6,6,NA,NA
"Chinook","CK-08",2016,17,17,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",17,17,NA,NA
"Chinook","CK-08",2017,8,8,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",8,8,NA,NA
"Chinook","CK-08",2018,11,11,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",11,11,NA,NA
"Chinook","CK-08",2019,80,80,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",80,80,NA,NA
"Chinook","CK-08",2020,71,71,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",71,71,NA,NA
"Chinook","CK-08",2021,30,30,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",30,30,NA,NA
"Chinook","CK-08",2022,86,86,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",86,86,NA,NA
"Chinook","CK-09",1975,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1976,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1977,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1978,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1979,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1980,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1981,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1982,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1983,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1984,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1985,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1986,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1987,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1988,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1989,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1990,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1992,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1993,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1994,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1995,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1996,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1997,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1998,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",1999,NA,NA,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",NA,NA,NA,NA
"Chinook","CK-09",2000,46,46,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",46,46,NA,NA
"Chinook","CK-09",2001,248,248,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",248,248,NA,NA
"Chinook","CK-09",2002,445,445,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",445,445,NA,NA
"Chinook","CK-09",2003,158,158,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",158,158,NA,NA
"Chinook","CK-09",2004,103,103,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",103,103,NA,NA
"Chinook","CK-09",2005,83,83,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",83,83,NA,NA
"Chinook","CK-09",2006,245,245,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",245,245,NA,NA
"Chinook","CK-09",2007,51,51,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",51,51,NA,NA
"Chinook","CK-09",2008,217,217,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",217,217,NA,NA
"Chinook","CK-09",2009,74,74,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",74,74,NA,NA
"Chinook","CK-09",2010,123,123,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",123,123,NA,NA
"Chinook","CK-09",2011,65,65,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",65,65,NA,NA
"Chinook","CK-09",2012,37,37,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",37,37,NA,NA
"Chinook","CK-09",2013,34,34,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",34,34,NA,NA
"Chinook","CK-09",2014,77,77,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",77,77,NA,NA
"Chinook","CK-09",2015,83,83,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",83,83,NA,NA
"Chinook","CK-09",2016,12,12,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",12,12,NA,NA
"Chinook","CK-09",2017,20,20,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",20,20,NA,NA
"Chinook","CK-09",2018,35,35,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",35,35,NA,NA
"Chinook","CK-09",2019,191,191,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",191,191,NA,NA
"Chinook","CK-09",2020,25,25,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",25,25,NA,NA
"Chinook","CK-09",2021,12,12,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",12,12,NA,NA
"Chinook","CK-09",2022,46,46,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",46,46,NA,NA
"Chinook","CK-10",1975,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1976,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1977,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1978,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1979,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1980,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1981,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1982,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1983,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1984,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1985,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1986,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1987,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1988,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1989,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1990,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1991,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1992,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1993,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1994,NA,NA,"DU9","Middle Fraser River_SP_1.3","MFR-spring",NA,NA,NA,NA
"Chinook","CK-10",1995,19062.0066908014,17783.0066908014,"DU9","Middle Fraser River_SP_1.3","MFR-spring",19062.0066908014,17783.0066908014,NA,NA
"Chinook","CK-10",1996,20358.6724920831,17572.6724920831,"DU9","Middle Fraser River_SP_1.3","MFR-spring",20358.6724920831,17572.6724920831,NA,NA
"Chinook","CK-10",1997,10647.0559600619,8254.0559600619,"DU9","Middle Fraser River_SP_1.3","MFR-spring",10647.0559600619,8254.0559600619,NA,NA
"Chinook","CK-10",1998,8320.93192861184,7046.93192861184,"DU9","Middle Fraser River_SP_1.3","MFR-spring",8320.93192861184,7046.93192861184,NA,NA
"Chinook","CK-10",1999,5000.16334279717,3638.16334279717,"DU9","Middle Fraser River_SP_1.3","MFR-spring",5000.16334279717,3638.16334279717,NA,NA
"Chinook","CK-10",2000,5506.48868703941,4348.48868703941,"DU9","Middle Fraser River_SP_1.3","MFR-spring",5506.48868703941,4348.48868703941,NA,NA
"Chinook","CK-10",2001,6365.02075032114,5649.02075032114,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6365.02075032114,5649.02075032114,NA,NA
"Chinook","CK-10",2002,8554.8727977205,6773.8727977205,"DU9","Middle Fraser River_SP_1.3","MFR-spring",8554.8727977205,6773.8727977205,NA,NA
"Chinook","CK-10",2003,12748.1839437752,10678.6890093145,"DU9","Middle Fraser River_SP_1.3","MFR-spring",12748.1839437752,10678.6890093145,NA,NA
"Chinook","CK-10",2004,7606.8821199006,6087.80116386568,"DU9","Middle Fraser River_SP_1.3","MFR-spring",7606.8821199006,6087.80116386568,NA,NA
"Chinook","CK-10",2005,4272.4198589085,3695.4198589085,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4272.4198589085,3695.4198589085,NA,NA
"Chinook","CK-10",2006,4511.79355207977,4125.79355207977,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4511.79355207977,4125.79355207977,NA,NA
"Chinook","CK-10",2007,1961.4671211349,1683.4671211349,"DU9","Middle Fraser River_SP_1.3","MFR-spring",1961.4671211349,1683.4671211349,NA,NA
"Chinook","CK-10",2008,6196,3770,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6196,3770,NA,NA
"Chinook","CK-10",2009,3095,2675,"DU9","Middle Fraser River_SP_1.3","MFR-spring",3095,2675,NA,NA
"Chinook","CK-10",2010,6852.59357409277,4832.59357409277,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6852.59357409277,4832.59357409277,NA,NA
"Chinook","CK-10",2011,4016.57632136916,3067.57632136916,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4016.57632136916,3067.57632136916,NA,NA
"Chinook","CK-10",2012,3012.77490237077,2417.77490237077,"DU9","Middle Fraser River_SP_1.3","MFR-spring",3012.77490237077,2417.77490237077,NA,NA
"Chinook","CK-10",2013,4607.36108551291,4086.36108551291,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4607.36108551291,4086.36108551291,NA,NA
"Chinook","CK-10",2014,9880.34165827058,8416.34165827058,"DU9","Middle Fraser River_SP_1.3","MFR-spring",9880.34165827058,8416.34165827058,NA,NA
"Chinook","CK-10",2015,6558.950715621,5745.950715621,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6558.950715621,5745.950715621,NA,NA
"Chinook","CK-10",2016,2593.55115505561,2142.55115505561,"DU9","Middle Fraser River_SP_1.3","MFR-spring",2593.55115505561,2142.55115505561,NA,NA
"Chinook","CK-10",2017,2322.57587651077,1792.57587651077,"DU9","Middle Fraser River_SP_1.3","MFR-spring",2322.57587651077,1792.57587651077,NA,NA
"Chinook","CK-10",2018,2050.51041032834,1874.51041032834,"DU9","Middle Fraser River_SP_1.3","MFR-spring",2050.51041032834,1874.51041032834,NA,NA
"Chinook","CK-10",2019,770.874972585839,614.874972585839,"DU9","Middle Fraser River_SP_1.3","MFR-spring",770.874972585839,614.874972585839,NA,NA
"Chinook","CK-10",2020,4797.8428218201,4638,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4797.8428218201,4638,NA,NA
"Chinook","CK-10",2021,4811,4222,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4811,4222,NA,NA
"Chinook","CK-10",2022,6338,5412,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6338,5412,NA,NA
"Chinook","CK-11",1975,NA,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer",NA,NA,NA,NA
"Chinook","CK-11",1976,NA,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer",NA,NA,NA,NA
"Chinook","CK-11",1977,25,25,"DU10","Middle Fraser River_SU_1.3","MFR-summer",25,25,NA,NA
"Chinook","CK-11",1978,25,25,"DU10","Middle Fraser River_SU_1.3","MFR-summer",25,25,NA,NA
"Chinook","CK-11",1979,25,25,"DU10","Middle Fraser River_SU_1.3","MFR-summer",25,25,NA,NA
"Chinook","CK-11",1980,2038,2038,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2038,2038,NA,NA
"Chinook","CK-11",1981,2814,2814,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2814,2814,NA,NA
"Chinook","CK-11",1982,1590,1590,"DU10","Middle Fraser River_SU_1.3","MFR-summer",1590,1590,NA,NA
"Chinook","CK-11",1983,1114,1114,"DU10","Middle Fraser River_SU_1.3","MFR-summer",1114,1114,NA,NA
"Chinook","CK-11",1984,2099,2099,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2099,2099,NA,NA
"Chinook","CK-11",1985,2591,2591,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2591,2591,NA,NA
"Chinook","CK-11",1986,2685,2685,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2685,2685,NA,NA
"Chinook","CK-11",1987,2042,2042,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2042,2042,NA,NA
"Chinook","CK-11",1988,2801,2801,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2801,2801,NA,NA
"Chinook","CK-11",1989,2928,2928,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2928,2928,NA,NA
"Chinook","CK-11",1990,2628,2628,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2628,2628,NA,NA
"Chinook","CK-11",1991,2371,2371,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2371,2371,NA,NA
"Chinook","CK-11",1992,2451,2451,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2451,2451,NA,NA
"Chinook","CK-11",1993,685,685,"DU10","Middle Fraser River_SU_1.3","MFR-summer",685,685,NA,NA
"Chinook","CK-11",1994,1138,1138,"DU10","Middle Fraser River_SU_1.3","MFR-summer",1138,1138,NA,NA
"Chinook","CK-11",1995,1736,1736,"DU10","Middle Fraser River_SU_1.3","MFR-summer",1736,1736,NA,NA
"Chinook","CK-11",1996,2025,2025,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2025,2025,NA,NA
"Chinook","CK-11",1997,2021,2021,"DU10","Middle Fraser River_SU_1.3","MFR-summer",2021,2021,NA,NA
"Chinook","CK-11",1998,7322,7322,"DU10","Middle Fraser River_SU_1.3","MFR-summer",7322,7322,NA,NA
"Chinook","CK-11",1999,13976.3533890385,13976.3533890385,"DU10","Middle Fraser River_SU_1.3","MFR-summer",13976.3533890385,13976.3533890385,NA,NA
"Chinook","CK-11",2000,15995.9752636593,15995.9752636593,"DU10","Middle Fraser River_SU_1.3","MFR-summer",15995.9752636593,15995.9752636593,NA,NA
"Chinook","CK-11",2001,20755.0314352234,20755.0314352234,"DU10","Middle Fraser River_SU_1.3","MFR-summer",20755.0314352234,20755.0314352234,NA,NA
"Chinook","CK-11",2002,22515.32958,22515.32958,"DU10","Middle Fraser River_SU_1.3","MFR-summer",22515.32958,22515.32958,NA,NA
"Chinook","CK-11",2003,36385.6047401865,36385.6047401865,"DU10","Middle Fraser River_SU_1.3","MFR-summer",36385.6047401865,36385.6047401865,NA,NA
"Chinook","CK-11",2004,26277.50795,26277.50795,"DU10","Middle Fraser River_SU_1.3","MFR-summer",26277.50795,26277.50795,NA,NA
"Chinook","CK-11",2005,16230.815634,16230.815634,"DU10","Middle Fraser River_SU_1.3","MFR-summer",16230.815634,16230.815634,NA,NA
"Chinook","CK-11",2006,16469.349992,16469.349992,"DU10","Middle Fraser River_SU_1.3","MFR-summer",16469.349992,16469.349992,NA,NA
"Chinook","CK-11",2007,8869.951582,8869.951582,"DU10","Middle Fraser River_SU_1.3","MFR-summer",8869.951582,8869.951582,NA,NA
"Chinook","CK-11",2008,13110.952491,13110.952491,"DU10","Middle Fraser River_SU_1.3","MFR-summer",13110.952491,13110.952491,NA,NA
"Chinook","CK-11",2009,14987.088639,14987.088639,"DU10","Middle Fraser River_SU_1.3","MFR-summer",14987.088639,14987.088639,NA,NA
"Chinook","CK-11",2010,17817,17817,"DU10","Middle Fraser River_SU_1.3","MFR-summer",17817,17817,NA,NA
"Chinook","CK-11",2011,14477,14477,"DU10","Middle Fraser River_SU_1.3","MFR-summer",14477,14477,NA,NA
"Chinook","CK-11",2012,7111,7111,"DU10","Middle Fraser River_SU_1.3","MFR-summer",7111,7111,NA,NA
"Chinook","CK-11",2013,8531,8531,"DU10","Middle Fraser River_SU_1.3","MFR-summer",8531,8531,NA,NA
"Chinook","CK-11",2014,20730,20730,"DU10","Middle Fraser River_SU_1.3","MFR-summer",20730,20730,NA,NA
"Chinook","CK-11",2015,23737,23737,"DU10","Middle Fraser River_SU_1.3","MFR-summer",23737,23737,NA,NA
"Chinook","CK-11",2016,8467,8467,"DU10","Middle Fraser River_SU_1.3","MFR-summer",8467,8467,NA,NA
"Chinook","CK-11",2017,4780,4780,"DU10","Middle Fraser River_SU_1.3","MFR-summer",4780,4780,NA,NA
"Chinook","CK-11",2018,4629,4629,"DU10","Middle Fraser River_SU_1.3","MFR-summer",4629,4629,NA,NA
"Chinook","CK-11",2019,4180.520214,4180.520214,"DU10","Middle Fraser River_SU_1.3","MFR-summer",4180.520214,4180.520214,NA,NA
"Chinook","CK-11",2020,8509,8509,"DU10","Middle Fraser River_SU_1.3","MFR-summer",8509,8509,NA,NA
"Chinook","CK-11",2021,9795,9795,"DU10","Middle Fraser River_SU_1.3","MFR-summer",9795,9795,NA,NA
"Chinook","CK-11",2022,19947,19947,"DU10","Middle Fraser River_SU_1.3","MFR-summer",19947,19947,NA,NA
"Chinook","CK-12",1975,5,5,"DU11","Upper Fraser River_SP_1.3","UFR-spring",5,5,NA,NA
"Chinook","CK-12",1976,NA,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring",NA,NA,NA,NA
"Chinook","CK-12",1977,10,10,"DU11","Upper Fraser River_SP_1.3","UFR-spring",10,10,NA,NA
"Chinook","CK-12",1978,NA,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring",NA,NA,NA,NA
"Chinook","CK-12",1979,25,25,"DU11","Upper Fraser River_SP_1.3","UFR-spring",25,25,NA,NA
"Chinook","CK-12",1980,NA,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring",NA,NA,NA,NA
"Chinook","CK-12",1981,10,10,"DU11","Upper Fraser River_SP_1.3","UFR-spring",10,10,NA,NA
"Chinook","CK-12",1982,20,20,"DU11","Upper Fraser River_SP_1.3","UFR-spring",20,20,NA,NA
"Chinook","CK-12",1983,10,10,"DU11","Upper Fraser River_SP_1.3","UFR-spring",10,10,NA,NA
"Chinook","CK-12",1984,45,45,"DU11","Upper Fraser River_SP_1.3","UFR-spring",45,45,NA,NA
"Chinook","CK-12",1985,50,50,"DU11","Upper Fraser River_SP_1.3","UFR-spring",50,50,NA,NA
"Chinook","CK-12",1986,50,50,"DU11","Upper Fraser River_SP_1.3","UFR-spring",50,50,NA,NA
"Chinook","CK-12",1987,105,105,"DU11","Upper Fraser River_SP_1.3","UFR-spring",105,105,NA,NA
"Chinook","CK-12",1988,70,70,"DU11","Upper Fraser River_SP_1.3","UFR-spring",70,70,NA,NA
"Chinook","CK-12",1989,20,20,"DU11","Upper Fraser River_SP_1.3","UFR-spring",20,20,NA,NA
"Chinook","CK-12",1990,70,70,"DU11","Upper Fraser River_SP_1.3","UFR-spring",70,70,NA,NA
"Chinook","CK-12",1991,42,42,"DU11","Upper Fraser River_SP_1.3","UFR-spring",42,42,NA,NA
"Chinook","CK-12",1992,50,50,"DU11","Upper Fraser River_SP_1.3","UFR-spring",50,50,NA,NA
"Chinook","CK-12",1993,60,60,"DU11","Upper Fraser River_SP_1.3","UFR-spring",60,60,NA,NA
"Chinook","CK-12",1994,9147,9147,"DU11","Upper Fraser River_SP_1.3","UFR-spring",9147,9147,NA,NA
"Chinook","CK-12",1995,30049.993197275,30049.993197275,"DU11","Upper Fraser River_SP_1.3","UFR-spring",30049.993197275,30049.993197275,NA,NA
"Chinook","CK-12",1996,20989.0627736277,20989.0627736277,"DU11","Upper Fraser River_SP_1.3","UFR-spring",20989.0627736277,20989.0627736277,NA,NA
"Chinook","CK-12",1997,22649.7384874874,22649.7384874874,"DU11","Upper Fraser River_SP_1.3","UFR-spring",22649.7384874874,22649.7384874874,NA,NA
"Chinook","CK-12",1998,23537,23537,"DU11","Upper Fraser River_SP_1.3","UFR-spring",23537,23537,NA,NA
"Chinook","CK-12",1999,13877.1928108548,13877.1928108548,"DU11","Upper Fraser River_SP_1.3","UFR-spring",13877.1928108548,13877.1928108548,NA,NA
"Chinook","CK-12",2000,16198,16198,"DU11","Upper Fraser River_SP_1.3","UFR-spring",16198,16198,NA,NA
"Chinook","CK-12",2001,21161.9738087628,21161.9738087628,"DU11","Upper Fraser River_SP_1.3","UFR-spring",21161.9738087628,21161.9738087628,NA,NA
"Chinook","CK-12",2002,31503.0712416484,31503.0712416484,"DU11","Upper Fraser River_SP_1.3","UFR-spring",31503.0712416484,31503.0712416484,NA,NA
"Chinook","CK-12",2003,37676,37676,"DU11","Upper Fraser River_SP_1.3","UFR-spring",37676,37676,NA,NA
"Chinook","CK-12",2004,26239,26239,"DU11","Upper Fraser River_SP_1.3","UFR-spring",26239,26239,NA,NA
"Chinook","CK-12",2005,15681.9619420405,15681.9619420405,"DU11","Upper Fraser River_SP_1.3","UFR-spring",15681.9619420405,15681.9619420405,NA,NA
"Chinook","CK-12",2006,16505,16505,"DU11","Upper Fraser River_SP_1.3","UFR-spring",16505,16505,NA,NA
"Chinook","CK-12",2007,8188,8188,"DU11","Upper Fraser River_SP_1.3","UFR-spring",8188,8188,NA,NA
"Chinook","CK-12",2008,11788,11788,"DU11","Upper Fraser River_SP_1.3","UFR-spring",11788,11788,NA,NA
"Chinook","CK-12",2009,23721.4167595264,23721.4167595264,"DU11","Upper Fraser River_SP_1.3","UFR-spring",23721.4167595264,23721.4167595264,NA,NA
"Chinook","CK-12",2010,10289.0443993487,10289.0443993487,"DU11","Upper Fraser River_SP_1.3","UFR-spring",10289.0443993487,10289.0443993487,NA,NA
"Chinook","CK-12",2011,8217.06130515135,8217.06130515135,"DU11","Upper Fraser River_SP_1.3","UFR-spring",8217.06130515135,8217.06130515135,NA,NA
"Chinook","CK-12",2012,7853.2072147122,7853.2072147122,"DU11","Upper Fraser River_SP_1.3","UFR-spring",7853.2072147122,7853.2072147122,NA,NA
"Chinook","CK-12",2013,13211.343132639,13211.343132639,"DU11","Upper Fraser River_SP_1.3","UFR-spring",13211.343132639,13211.343132639,NA,NA
"Chinook","CK-12",2014,22715.8293967872,22715.8293967872,"DU11","Upper Fraser River_SP_1.3","UFR-spring",22715.8293967872,22715.8293967872,NA,NA
"Chinook","CK-12",2015,17378.0281234599,17378.0281234599,"DU11","Upper Fraser River_SP_1.3","UFR-spring",17378.0281234599,17378.0281234599,NA,NA
"Chinook","CK-12",2016,12653.9269980439,12653.9269980439,"DU11","Upper Fraser River_SP_1.3","UFR-spring",12653.9269980439,12653.9269980439,NA,NA
"Chinook","CK-12",2017,6783.95589594191,6783.95589594191,"DU11","Upper Fraser River_SP_1.3","UFR-spring",6783.95589594191,6783.95589594191,NA,NA
"Chinook","CK-12",2018,7355.74748135604,7355.74748135604,"DU11","Upper Fraser River_SP_1.3","UFR-spring",7355.74748135604,7355.74748135604,NA,NA
"Chinook","CK-12",2019,1973.85659861906,1973.85659861906,"DU11","Upper Fraser River_SP_1.3","UFR-spring",1973.85659861906,1973.85659861906,NA,NA
"Chinook","CK-12",2020,13653.7421727658,13653.7421727658,"DU11","Upper Fraser River_SP_1.3","UFR-spring",13653.7421727658,13653.7421727658,NA,NA
"Chinook","CK-12",2021,14173.3261151326,14173.3261151326,"DU11","Upper Fraser River_SP_1.3","UFR-spring",14173.3261151326,14173.3261151326,NA,NA
"Chinook","CK-12",2022,18739.9592943773,18739.9592943773,"DU11","Upper Fraser River_SP_1.3","UFR-spring",18739.9592943773,18739.9592943773,NA,NA
"Chinook","CK-13",1975,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1976,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1977,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1978,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1979,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1980,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1981,700,700,"DU12","South Thompson_SU_0.3","STh-0.3",700,700,NA,NA
