DataSet,Species,Year,CU_ID,CU_Name,DU_ID,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr,UseYear
Sk_Fraser,Sockeye,1986,CU-19,Anderson_Seton_ES,TBD,3072.502,1880,3072.502,1880,21000,21000,1950,TRUE
Sk_Fraser,Sockeye,1987,CU-19,Anderson_Seton_ES,TBD,6836.9688,4105,6836.9688,4105,26150,26150,1950,TRUE
Sk_Fraser,Sockeye,1988,CU-19,Anderson_Seton_ES,TBD,34690.5174,17841,34690.5174,17841,309753,309753,1950,TRUE
Sk_Fraser,Sockeye,1989,CU-19,Anderson_Seton_ES,TBD,15072.4537,9795,15072.4537,9795,47315,47315,1950,TRUE
Sk_Fraser,Sockeye,1990,CU-19,Anderson_Seton_ES,TBD,4918.2313,3304,4918.2313,3304,14784,14784,1950,TRUE
Sk_Fraser,Sockeye,1991,CU-19,Anderson_Seton_ES,TBD,7567.2104,4618,7567.2104,4618,20443,20443,1950,TRUE
Sk_Fraser,Sockeye,1992,CU-19,Anderson_Seton_ES,TBD,15947.895,9224,15947.895,9224,183794,183794,1950,TRUE
Sk_Fraser,Sockeye,1993,CU-19,Anderson_Seton_ES,TBD,13923.0828,8780,13923.0828,8780,66967,66967,1950,TRUE
Sk_Fraser,Sockeye,1994,CU-19,Anderson_Seton_ES,TBD,2648.9826,1706,2648.9826,1706,33549,33549,1950,TRUE
Sk_Fraser,Sockeye,1995,CU-19,Anderson_Seton_ES,TBD,7058.923,4533,7058.923,4533,21489,21489,1950,TRUE
Sk_Fraser,Sockeye,1996,CU-19,Anderson_Seton_ES,TBD,24969.5006,14139,24969.5006,14139,197587,197587,1950,TRUE
Sk_Fraser,Sockeye,1997,CU-19,Anderson_Seton_ES,TBD,3765.0633,1877,3765.0633,1877,12667,12667,1950,TRUE
Sk_Fraser,Sockeye,1998,CU-19,Anderson_Seton_ES,TBD,4408.4784,2442,4408.4784,2442,4404,4404,1950,TRUE
Sk_Fraser,Sockeye,1999,CU-19,Anderson_Seton_ES,TBD,2620.763,1765,2620.763,1765,40134,40134,1950,TRUE
Sk_Fraser,Sockeye,2000,CU-19,Anderson_Seton_ES,TBD,36652.6206,16571,36652.6206,16571,91378,91378,1950,TRUE
Sk_Fraser,Sockeye,2001,CU-19,Anderson_Seton_ES,TBD,6295.1112,4007,6295.1112,4007,49931,49931,1950,TRUE
Sk_Fraser,Sockeye,2002,CU-19,Anderson_Seton_ES,TBD,1838.2586,1144,1838.2586,1144,11739,11739,1950,TRUE
Sk_Fraser,Sockeye,2003,CU-19,Anderson_Seton_ES,TBD,8109.6966,5036,8109.6966,5036,4548,4548,1950,TRUE
Sk_Fraser,Sockeye,2004,CU-19,Anderson_Seton_ES,TBD,8377.1786,5483,8377.1786,5483,48974,48974,1950,TRUE
Sk_Fraser,Sockeye,2005,CU-19,Anderson_Seton_ES,TBD,13616.82,8851,13616.82,8851,14910,14910,1950,TRUE
Sk_Fraser,Sockeye,2006,CU-19,Anderson_Seton_ES,TBD,2055.4736,1456,2055.4736,1456,38495,38495,1950,TRUE
Sk_Fraser,Sockeye,2007,CU-19,Anderson_Seton_ES,TBD,1931.58,1079,1931.58,1079,107653,107653,1950,TRUE
Sk_Fraser,Sockeye,2008,CU-19,Anderson_Seton_ES,TBD,3424.6104,1752,3424.6104,1752,77315,77315,1950,TRUE
Sk_Fraser,Sockeye,2009,CU-19,Anderson_Seton_ES,TBD,8858.5904,5274,8858.5904,5274,117431,117431,1950,TRUE
Sk_Fraser,Sockeye,2010,CU-19,Anderson_Seton_ES,TBD,10560.0668,5903,10560.0668,5903,37201,37201,1950,TRUE
Sk_Fraser,Sockeye,2011,CU-19,Anderson_Seton_ES,TBD,40665.2977,26433,40665.2977,26433,34335,34335,1950,TRUE
Sk_Fraser,Sockeye,2012,CU-19,Anderson_Seton_ES,TBD,10713.6012,6899,10713.6012,6899,22680,22680,1950,TRUE
Sk_Fraser,Sockeye,2013,CU-19,Anderson_Seton_ES,TBD,44132.8635,23004,44132.8635,23004,13149,13149,1950,TRUE
Sk_Fraser,Sockeye,2014,CU-19,Anderson_Seton_ES,TBD,13454.8362,8456,13454.8362,8456,9679,9679,1950,TRUE
Sk_Fraser,Sockeye,2015,CU-19,Anderson_Seton_ES,TBD,16945.4501,9643,16945.4501,9643,13329,13329,1950,TRUE
Sk_Fraser,Sockeye,2016,CU-19,Anderson_Seton_ES,TBD,6316.147,3535,6316.147,3535,9216,9216,1950,TRUE
Sk_Fraser,Sockeye,2017,CU-19,Anderson_Seton_ES,TBD,5941.7459,3204,5941.7459,3204,31163,31163,1950,TRUE
Sk_Fraser,Sockeye,2018,CU-19,Anderson_Seton_ES,TBD,2635.062,1573,2635.062,1573,4782,4782,1950,TRUE
Sk_Fraser,Sockeye,2019,CU-19,Anderson_Seton_ES,TBD,9473.0586,4943,9473.0586,4943,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2020,CU-19,Anderson_Seton_ES,TBD,5911.623,3274,5911.623,3274,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2021,CU-19,Anderson_Seton_ES,TBD,31375.7986,15405,31375.7986,15405,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2022,CU-19,Anderson_Seton_ES,TBD,2385.276,1296,2385.276,1296,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2023,CU-19,Anderson_Seton_ES,TBD,NA,NA,NA,NA,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1950,CU-2,Kamloops_ES,TBD,3597.1268,1917,3597.1268,1917,45539,45539,1950,TRUE
Sk_Fraser,Sockeye,1951,CU-2,Kamloops_ES,TBD,6770.2656,3364,6770.2656,3364,47645,47645,1950,TRUE
Sk_Fraser,Sockeye,1952,CU-2,Kamloops_ES,TBD,10354.071,5116,10354.071,5116,51177,51177,1950,TRUE
Sk_Fraser,Sockeye,1953,CU-2,Kamloops_ES,TBD,6259.968,3600,6259.968,3600,32124,32124,1950,TRUE
Sk_Fraser,Sockeye,1954,CU-2,Kamloops_ES,TBD,9918.084,5352,9918.084,5352,50257,50257,1950,TRUE
Sk_Fraser,Sockeye,1955,CU-2,Kamloops_ES,TBD,4657.443,2905,4657.443,2905,60357,60357,1950,TRUE
Sk_Fraser,Sockeye,1956,CU-2,Kamloops_ES,TBD,8476.706,5179,8476.706,5179,25364,25364,1950,TRUE
Sk_Fraser,Sockeye,1957,CU-2,Kamloops_ES,TBD,6811.98,3314,6811.98,3314,20943,20943,1950,TRUE
Sk_Fraser,Sockeye,1958,CU-2,Kamloops_ES,TBD,10111.86,6235,10111.86,6235,23103,23103,1950,TRUE
Sk_Fraser,Sockeye,1959,CU-2,Kamloops_ES,TBD,9825.083,5232,9825.083,5232,23584,23584,1950,TRUE
Sk_Fraser,Sockeye,1960,CU-2,Kamloops_ES,TBD,5242.863,2252,5242.863,2252,16764,16764,1950,TRUE
Sk_Fraser,Sockeye,1961,CU-2,Kamloops_ES,TBD,5477.043,3014,5477.043,3014,24293,24293,1950,TRUE
Sk_Fraser,Sockeye,1962,CU-2,Kamloops_ES,TBD,7212.5562,4197,7212.5562,4197,40549,40549,1950,TRUE
Sk_Fraser,Sockeye,1963,CU-2,Kamloops_ES,TBD,4931.944,2693,4931.944,2693,9355,9355,1950,TRUE
Sk_Fraser,Sockeye,1964,CU-2,Kamloops_ES,TBD,4959.566,2666,4959.566,2666,48511,48511,1950,TRUE
Sk_Fraser,Sockeye,1965,CU-2,Kamloops_ES,TBD,4327.4592,2669,4327.4592,2669,20553,20553,1950,TRUE
Sk_Fraser,Sockeye,1966,CU-2,Kamloops_ES,TBD,5492.8468,2666,5492.8468,2666,23219,23219,1950,TRUE
Sk_Fraser,Sockeye,1967,CU-2,Kamloops_ES,TBD,641.0348,358,641.0348,358,9621,9621,1950,TRUE
Sk_Fraser,Sockeye,1968,CU-2,Kamloops_ES,TBD,7506.592,3455,7506.592,3455,106299,106299,1950,TRUE
Sk_Fraser,Sockeye,1969,CU-2,Kamloops_ES,TBD,4851.5194,2577,4851.5194,2577,13989,13989,1950,TRUE
Sk_Fraser,Sockeye,1970,CU-2,Kamloops_ES,TBD,2206.459,1205,2206.459,1205,8823,8823,1950,TRUE
Sk_Fraser,Sockeye,1971,CU-2,Kamloops_ES,TBD,422.127,223,422.127,223,11686,11686,1950,TRUE
Sk_Fraser,Sockeye,1972,CU-2,Kamloops_ES,TBD,7916.9968,4507,7916.9968,4507,57734,57734,1950,TRUE
Sk_Fraser,Sockeye,1973,CU-2,Kamloops_ES,TBD,2425.7732,1345,2425.7732,1345,9339,9339,1950,TRUE
Sk_Fraser,Sockeye,1974,CU-2,Kamloops_ES,TBD,2342.7273,1479,2342.7273,1479,12017,12017,1950,TRUE
Sk_Fraser,Sockeye,1975,CU-2,Kamloops_ES,TBD,2542.2096,1391,2542.2096,1391,6429,6429,1950,TRUE
Sk_Fraser,Sockeye,1976,CU-2,Kamloops_ES,TBD,8628.607,3976,8628.607,3976,19870,19870,1950,TRUE
Sk_Fraser,Sockeye,1977,CU-2,Kamloops_ES,TBD,359.8961,198,359.8961,198,5917,5917,1950,TRUE
Sk_Fraser,Sockeye,1978,CU-2,Kamloops_ES,TBD,2493,1343,2493,1343,18450,18450,1950,TRUE
Sk_Fraser,Sockeye,1979,CU-2,Kamloops_ES,TBD,1472.8524,693,1472.8524,693,3039,3039,1950,TRUE
Sk_Fraser,Sockeye,1980,CU-2,Kamloops_ES,TBD,5118.9264,2056,5118.9264,2056,51611,51611,1950,TRUE
Sk_Fraser,Sockeye,1981,CU-2,Kamloops_ES,TBD,639.2045,312,639.2045,312,8610,8610,1950,TRUE
Sk_Fraser,Sockeye,1982,CU-2,Kamloops_ES,TBD,2992,1533,2992,1533,3742,3742,1950,TRUE
Sk_Fraser,Sockeye,1983,CU-2,Kamloops_ES,TBD,2780,1821,2780,1821,4051,4051,1950,TRUE
Sk_Fraser,Sockeye,1984,CU-2,Kamloops_ES,TBD,14408.0214,6701,14408.0214,6701,46730,46730,1950,TRUE
Sk_Fraser,Sockeye,1985,CU-2,Kamloops_ES,TBD,3265.4688,1922,3265.4688,1922,4421,4421,1950,TRUE
Sk_Fraser,Sockeye,1986,CU-2,Kamloops_ES,TBD,2041.5775,1080,2041.5775,1080,3013,3013,1950,TRUE
Sk_Fraser,Sockeye,1987,CU-2,Kamloops_ES,TBD,1387.4632,723,1387.4632,723,3820,3820,1950,TRUE
Sk_Fraser,Sockeye,1988,CU-2,Kamloops_ES,TBD,19013.2878,9207,19013.2878,9207,50087,50087,1950,TRUE
Sk_Fraser,Sockeye,1989,CU-2,Kamloops_ES,TBD,1634.9769,925,1634.9769,925,11292,11292,1950,TRUE
Sk_Fraser,Sockeye,1990,CU-2,Kamloops_ES,TBD,630,412,630,412,2544,2544,1950,TRUE
Sk_Fraser,Sockeye,1991,CU-2,Kamloops_ES,TBD,464,264,464,264,1461,1461,1950,TRUE
Sk_Fraser,Sockeye,1992,CU-2,Kamloops_ES,TBD,8224.4696,4112,8224.4696,4112,67345,67345,1950,TRUE
Sk_Fraser,Sockeye,1993,CU-2,Kamloops_ES,TBD,5036.4013,2934,5036.4013,2934,33113,33113,1950,TRUE
Sk_Fraser,Sockeye,1994,CU-2,Kamloops_ES,TBD,1641.4656,800,1641.4656,800,27483,27483,1950,TRUE
Sk_Fraser,Sockeye,1995,CU-2,Kamloops_ES,TBD,1021.28,682,1021.28,682,27229,27229,1950,TRUE
Sk_Fraser,Sockeye,1996,CU-2,Kamloops_ES,TBD,39612.5184,21381,39612.5184,21381,111999,111999,1950,TRUE
Sk_Fraser,Sockeye,1997,CU-2,Kamloops_ES,TBD,5024.2878,2367,5024.2878,2367,51264,51264,1950,TRUE
Sk_Fraser,Sockeye,1998,CU-2,Kamloops_ES,TBD,6746.6854,3585,6746.6854,3585,16230,16230,1950,TRUE
Sk_Fraser,Sockeye,1999,CU-2,Kamloops_ES,TBD,6676.1114,3499,6676.1114,3499,61057,61057,1950,TRUE
Sk_Fraser,Sockeye,2000,CU-2,Kamloops_ES,TBD,57395.6136,27668,57395.6136,27668,115343,115343,1950,TRUE
Sk_Fraser,Sockeye,2001,CU-2,Kamloops_ES,TBD,30015.1528,16025,30015.1528,16025,95700,95700,1950,TRUE
Sk_Fraser,Sockeye,2002,CU-2,Kamloops_ES,TBD,17755.4754,8402,17755.4754,8402,42788,42788,1950,TRUE
Sk_Fraser,Sockeye,2003,CU-2,Kamloops_ES,TBD,9458.684,4890,9458.684,4890,8369,8369,1950,TRUE
Sk_Fraser,Sockeye,2004,CU-2,Kamloops_ES,TBD,5580.1395,3244,5580.1395,3244,47985,47985,1950,TRUE
Sk_Fraser,Sockeye,2005,CU-2,Kamloops_ES,TBD,26400.4424,16967,26400.4424,16967,8895,8895,1950,TRUE
Sk_Fraser,Sockeye,2006,CU-2,Kamloops_ES,TBD,5977.6539,3442,5977.6539,3442,16829,16829,1950,TRUE
Sk_Fraser,Sockeye,2007,CU-2,Kamloops_ES,TBD,13813.3272,8064,13813.3272,8064,10715,10715,1950,TRUE
Sk_Fraser,Sockeye,2008,CU-2,Kamloops_ES,TBD,7285.2406,3562,7285.2406,3562,18576,18576,1950,TRUE
Sk_Fraser,Sockeye,2009,CU-2,Kamloops_ES,TBD,11098.2984,6039,11098.2984,6039,35109,35109,1950,TRUE
Sk_Fraser,Sockeye,2010,CU-2,Kamloops_ES,TBD,4607.1,2389,4607.1,2389,43534,43534,1950,TRUE
Sk_Fraser,Sockeye,2011,CU-2,Kamloops_ES,TBD,8054.4556,4430,8054.4556,4430,23260,23260,1950,TRUE
Sk_Fraser,Sockeye,2012,CU-2,Kamloops_ES,TBD,3217.9651,1710,3217.9651,1710,21033,21033,1950,TRUE
Sk_Fraser,Sockeye,2013,CU-2,Kamloops_ES,TBD,15834.4032,9045,15834.4032,9045,5307,5307,1950,TRUE
Sk_Fraser,Sockeye,2014,CU-2,Kamloops_ES,TBD,16656.1734,9471,16656.1734,9471,12122,12122,1950,TRUE
Sk_Fraser,Sockeye,2015,CU-2,Kamloops_ES,TBD,15591.6448,8794,15591.6448,8794,1612,1612,1950,TRUE
Sk_Fraser,Sockeye,2016,CU-2,Kamloops_ES,TBD,6662.6166,3753,6662.6166,3753,8342,8342,1950,TRUE
Sk_Fraser,Sockeye,2017,CU-2,Kamloops_ES,TBD,3933.436,2269,3933.436,2269,6667,6667,1950,TRUE
Sk_Fraser,Sockeye,2018,CU-2,Kamloops_ES,TBD,3361.484,1756,3361.484,1756,6253,6253,1950,TRUE
Sk_Fraser,Sockeye,2019,CU-2,Kamloops_ES,TBD,609.5293,362,609.5293,362,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2020,CU-2,Kamloops_ES,TBD,4959.7973,2722,4959.7973,2722,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2021,CU-2,Kamloops_ES,TBD,3288.425,1555,3288.425,1555,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2022,CU-2,Kamloops_ES,TBD,3667.112,1781,3667.112,1781,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2023,CU-2,Kamloops_ES,TBD,NA,NA,NA,NA,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1950,CU-20,Shuswap_ES,TBD,10316.49,4716,10316.49,4716,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1951,CU-20,Shuswap_ES,TBD,22758.656,11504,22758.656,11504,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1952,CU-20,Shuswap_ES,TBD,5462.182,2790,5462.182,2790,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1953,CU-20,Shuswap_ES,TBD,6559.1204,3687,6559.1204,3687,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1954,CU-20,Shuswap_ES,TBD,24159.6048,12463,24159.6048,12463,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1955,CU-20,Shuswap_ES,TBD,8773.638,5178,8773.638,5178,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1956,CU-20,Shuswap_ES,TBD,2450.69,1110,2450.69,1110,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1957,CU-20,Shuswap_ES,TBD,12825.46,8319,12825.46,8319,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1958,CU-20,Shuswap_ES,TBD,77665.661,44285,77665.661,44285,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1959,CU-20,Shuswap_ES,TBD,52257.69,25473,52257.69,25473,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1960,CU-20,Shuswap_ES,TBD,2901,1862,2901,1862,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1961,CU-20,Shuswap_ES,TBD,3845.29,2252,3845.29,2252,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1962,CU-20,Shuswap_ES,TBD,49856.382,27412,49856.382,27412,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1963,CU-20,Shuswap_ES,TBD,49942.838,26742,49942.838,26742,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1964,CU-20,Shuswap_ES,TBD,2712.06,1321,2712.06,1321,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1965,CU-20,Shuswap_ES,TBD,7426.892,3327,7426.892,3327,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1966,CU-20,Shuswap_ES,TBD,26332.8456,13179,26332.8456,13179,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1967,CU-20,Shuswap_ES,TBD,12505.896,7264,12505.896,7264,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1968,CU-20,Shuswap_ES,TBD,3697.913,2064,3697.913,2064,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1969,CU-20,Shuswap_ES,TBD,9079.805,4593,9079.805,4593,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1970,CU-20,Shuswap_ES,TBD,8447.4456,3745,8447.4456,3745,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1971,CU-20,Shuswap_ES,TBD,17334.508,9463,17334.508,9463,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1972,CU-20,Shuswap_ES,TBD,2751.564,1418,2751.564,1418,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1973,CU-20,Shuswap_ES,TBD,8715.6337,4116,8715.6337,4116,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1974,CU-20,Shuswap_ES,TBD,44562.747,25371,44562.747,25371,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1975,CU-20,Shuswap_ES,TBD,36570.204,15756,36570.204,15756,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1976,CU-20,Shuswap_ES,TBD,8304.138,4918,8304.138,4918,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1977,CU-20,Shuswap_ES,TBD,17674.0389,9585,17674.0389,9585,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1978,CU-20,Shuswap_ES,TBD,64522.4968,31848,64522.4968,31848,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1979,CU-20,Shuswap_ES,TBD,48132.5172,24866,48132.5172,24866,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1980,CU-20,Shuswap_ES,TBD,8134.3249,4678,8134.3249,4678,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1981,CU-20,Shuswap_ES,TBD,28359.1026,12241,28359.1026,12241,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1982,CU-20,Shuswap_ES,TBD,67366.2713,29763,67366.2713,29763,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1983,CU-20,Shuswap_ES,TBD,29753.7914,14147,29753.7914,14147,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1984,CU-20,Shuswap_ES,TBD,17569.6298,9413,17569.6298,9413,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1985,CU-20,Shuswap_ES,TBD,8900.742,4120,8900.742,4120,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1986,CU-20,Shuswap_ES,TBD,151082.8052,68316,151082.8052,68316,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1987,CU-20,Shuswap_ES,TBD,81760.6169,42228,81760.6169,42228,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1988,CU-20,Shuswap_ES,TBD,17496.3135,8712,17496.3135,8712,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1989,CU-20,Shuswap_ES,TBD,12743,6792,12743,6792,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1990,CU-20,Shuswap_ES,TBD,348904.7335,142645,348904.7335,142645,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1991,CU-20,Shuswap_ES,TBD,126970.47,60797,126970.47,60797,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1992,CU-20,Shuswap_ES,TBD,7875.7932,4971,7875.7932,4971,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1993,CU-20,Shuswap_ES,TBD,18299.9533,8209,18299.9533,8209,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1994,CU-20,Shuswap_ES,TBD,131126.024,45863,131126.024,45863,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1995,CU-20,Shuswap_ES,TBD,62531.4143,31711,62531.4143,31711,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1996,CU-20,Shuswap_ES,TBD,24810.7853,11795,24810.7853,11795,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1997,CU-20,Shuswap_ES,TBD,4681.7191,2251,4681.7191,2251,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1998,CU-20,Shuswap_ES,TBD,66878.7298,31549,66878.7298,31549,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1999,CU-20,Shuswap_ES,TBD,22364.7593,12106,22364.7593,12106,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2000,CU-20,Shuswap_ES,TBD,28490.1433,13592,28490.1433,13592,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2001,CU-20,Shuswap_ES,TBD,9032.0959,5079,9032.0959,5079,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2002,CU-20,Shuswap_ES,TBD,211677.0321,105840,211677.0321,105840,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2003,CU-20,Shuswap_ES,TBD,36367.424,20960,36367.424,20960,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2004,CU-20,Shuswap_ES,TBD,2087.2566,1194,2087.2566,1194,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2005,CU-20,Shuswap_ES,TBD,7734.7809,5012,7734.7809,5012,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2006,CU-20,Shuswap_ES,TBD,231140.7529,130518,231140.7529,130518,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2007,CU-20,Shuswap_ES,TBD,17444.1324,10663,17444.1324,10663,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2008,CU-20,Shuswap_ES,TBD,892.5816,450,892.5816,450,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2009,CU-20,Shuswap_ES,TBD,9758.8616,5758,9758.8616,5758,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2010,CU-20,Shuswap_ES,TBD,974989.8623,561401,974989.8623,561401,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2011,CU-20,Shuswap_ES,TBD,37806.2074,20445,37806.2074,20445,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2012,CU-20,Shuswap_ES,TBD,1596.6896,908,1596.6896,908,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2013,CU-20,Shuswap_ES,TBD,44223.5414,24840,44223.5414,24840,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2014,CU-20,Shuswap_ES,TBD,231789.6533,126175,231789.6533,126175,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2015,CU-20,Shuswap_ES,TBD,14173.7719,7495,14173.7719,7495,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2016,CU-20,Shuswap_ES,TBD,1196.694,646,1196.694,646,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2017,CU-20,Shuswap_ES,TBD,8020.6703,4033,8020.6703,4033,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2018,CU-20,Shuswap_ES,TBD,182167.224,91609,182167.224,91609,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2019,CU-20,Shuswap_ES,TBD,2807.6815,1674,2807.6815,1674,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2020,CU-20,Shuswap_ES,TBD,2085.816,979,2085.816,979,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2021,CU-20,Shuswap_ES,TBD,22130.0935,12314,22130.0935,12314,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2022,CU-20,Shuswap_ES,TBD,79625.4205,36440,79625.4205,36440,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,2023,CU-20,Shuswap_ES,TBD,NA,NA,NA,NA,NA,NA,1950,TRUE
Sk_Fraser,Sockeye,1953,CU-21,Takla_Trem_S_S,TBD,171530.4884,NA,171530.4884,NA,1549542,1549542,1953,TRUE
Sk_Fraser,Sockeye,1954,CU-21,Takla_Trem_S_S,TBD,5392.184,2687,5392.184,2687,137815,137815,1953,TRUE
Sk_Fraser,Sockeye,1955,CU-21,Takla_Trem_S_S,TBD,7209.7474,3274,7209.7474,3274,51316,51316,1953,TRUE
Sk_Fraser,Sockeye,1956,CU-21,Takla_Trem_S_S,TBD,831.4691,428,831.4691,428,46102,46102,1953,TRUE
Sk_Fraser,Sockeye,1957,CU-21,Takla_Trem_S_S,TBD,507828.1986,296397,507828.1986,296397,1329010,1329010,1953,TRUE
Sk_Fraser,Sockeye,1958,CU-21,Takla_Trem_S_S,TBD,23619,12531,23619,12531,54005,54005,1953,TRUE
Sk_Fraser,Sockeye,1959,CU-21,Takla_Trem_S_S,TBD,8042.5604,4090,8042.5604,4090,7325,7325,1953,TRUE
Sk_Fraser,Sockeye,1960,CU-21,Takla_Trem_S_S,TBD,2315.386,1307,2315.386,1307,9590,9590,1953,TRUE
Sk_Fraser,Sockeye,1961,CU-21,Takla_Trem_S_S,TBD,321959.8759,194160,321959.8759,194160,777920,777920,1953,TRUE
Sk_Fraser,Sockeye,1962,CU-21,Takla_Trem_S_S,TBD,15718.3703,9006,15718.3703,9006,45024,45024,1953,TRUE
Sk_Fraser,Sockeye,1963,CU-21,Takla_Trem_S_S,TBD,2423.938,1092,2423.938,1092,12024,12024,1953,TRUE
Sk_Fraser,Sockeye,1964,CU-21,Takla_Trem_S_S,TBD,1816,824,1816,824,3041,3041,1953,TRUE
Sk_Fraser,Sockeye,1965,CU-21,Takla_Trem_S_S,TBD,201470.2318,122780,201470.2318,122780,1124200,1124200,1953,TRUE
Sk_Fraser,Sockeye,1966,CU-21,Takla_Trem_S_S,TBD,7963.095,4124,7963.095,4124,73805,73805,1953,TRUE
Sk_Fraser,Sockeye,1967,CU-21,Takla_Trem_S_S,TBD,1547.65,897,1547.65,897,16332,16332,1953,TRUE
Sk_Fraser,Sockeye,1968,CU-21,Takla_Trem_S_S,TBD,354.6425,179,354.6425,179,31299,31299,1953,TRUE
Sk_Fraser,Sockeye,1969,CU-21,Takla_Trem_S_S,TBD,194968.2495,113877,194968.2495,113877,1622780,1622780,1953,TRUE
Sk_Fraser,Sockeye,1970,CU-21,Takla_Trem_S_S,TBD,14700.5364,8027,14700.5364,8027,70520,70520,1953,TRUE
Sk_Fraser,Sockeye,1971,CU-21,Takla_Trem_S_S,TBD,1427.8829,707,1427.8829,707,65527,65527,1953,TRUE
