"","DataSet","Year","Pop_Name","CU_Name","Escapement_Wild","Escapement_Total","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"140","Sk_Fraser",2019,"Nahatlatch Lake","Nahatlatch - Early Summer",64,64,NA,NA,45094,"L-05-02",NA
"141","Sk_Fraser",2019,"Nahatlatch River","Nahatlatch - Early Summer",1224,1224,NA,NA,47157,"L-05-02",NA
"142","Sk_Fraser",2019,"North Boise Creek","Pitt - Early Summer",0,0,NA,NA,7691,"L-03-05",NA
"143","Sk_Fraser",2019,"Olsen Creek","Pitt - Early Summer",7,7,NA,NA,1874,NA,NA
"144","Sk_Fraser",2019,"Slough Creek","Pitt - Early Summer",0,0,NA,NA,7696,"L-03-05",NA
"145","Sk_Fraser",2019,"South Boise Creek","Pitt - Early Summer",40,40,NA,NA,7692,"L-03-05",NA
"146","Sk_Fraser",2019,"Steve Creek","Pitt - Early Summer",0,0,NA,NA,NA,NA,NA
"147","Sk_Fraser",2019,"Upper Pitt Channel","Pitt - Early Summer",389,389,NA,NA,7693,"L-03-05",NA
"148","Sk_Fraser",2019,"Upper Pitt River","Pitt - Early Summer",931,931,NA,NA,47917,"L-03-05",NA
"149","Sk_Fraser",2019,"Widgeon Slough","Widgeon - Summer",176,176,NA,NA,47954,"R-02",NA
"150","Sk_Fraser",2019,"Bridge River","Middle Fraser - Summer",121,121,NA,NA,47221,NA,NA
"151","Sk_Fraser",2019,"Bridge River (Late)","Middle Fraser - Late",4,4,NA,NA,7728,NA,NA
"152","Sk_Fraser",2019,"Francois Lake","Francois-Fraser - Summer",0,0,NA,NA,45806,"L-06-07",NA
"153","Sk_Fraser",2019,"Glacier Creek","Nadina-Francois - Early Summer",0,0,NA,NA,44732,NA,NA
"154","Sk_Fraser",2019,"Nechako River","Upper Fraser - Summer",0,0,NA,NA,45993,NA,NA
"155","Sk_Fraser",2019,"Nithi River","Francois-Fraser - Summer",0,0,NA,NA,45522,"L-06-07",NA
"156","Sk_Fraser",2019,"Ormond Creek","Francois-Fraser - Summer",0,0,NA,NA,46023,NA,NA
"157","Sk_Fraser",2019,"Stellako River","Francois-Fraser - Summer",45978,45978,NA,NA,46013,"L-06-07",NA
"158","Sk_Fraser",2019,"Barriere River","Kamloops - Summer",31,31,NA,NA,46600,"L-10-01",NA
"159","Sk_Fraser",2019,"Barriere River, upper","North Barriere - Early Summer",511,511,NA,NA,3416,"L-10-03",NA
"160","Sk_Fraser",2019,"Clearwater River","Kamloops - Summer",0,0,NA,NA,46680,"L-10-01",NA
"161","Sk_Fraser",2019,"Dunn Creek","Kamloops - Summer",0,0,NA,NA,NA,NA,NA
"162","Sk_Fraser",2019,"Grouse Creek","Kamloops - Summer",0,0,NA,NA,3441,"L-10-01",NA
"163","Sk_Fraser",2019,"Harper Creek","North Barriere - Early Summer",13,13,NA,NA,45028,"L-10-03",NA
"164","Sk_Fraser",2019,"Hemp Creek","Kamloops - Summer",0,0,NA,NA,3442,"L-10-01",NA
"165","Sk_Fraser",2019,"Lemieux Creek","Kamloops - Summer",95,95,NA,NA,46640,"L-10-01",NA
"166","Sk_Fraser",2019,"Mann Creek","Kamloops - Summer",0,0,NA,NA,46670,"L-10-01",NA
"167","Sk_Fraser",2019,"North Thompson River","Kamloops - Summer",227,227,NA,NA,46580,"L-10-01",NA
"168","Sk_Fraser",2019,"Raft River","Kamloops - Summer",619,619,NA,NA,46710,"L-10-01",NA
"169","Sk_Fraser",2019,"Big Slide - Shore","Quesnel - Summer",16,16,NA,NA,3342,"L-06-10",NA
"170","Sk_Fraser",2019,"Blue Lead Cr. - Shore","Quesnel - Summer",158,158,NA,NA,3346,"L-06-10",NA
"171","Sk_Fraser",2019,"Blue Lead Creek","Quesnel - Summer",32,32,NA,NA,45073,"L-06-10",NA
"172","Sk_Fraser",2019,"Bouldery Cr. - Shore","Quesnel - Summer",41,41,NA,NA,3347,"L-06-10",NA
"173","Sk_Fraser",2019,"Cameron Creek","Quesnel - Summer",0,0,NA,NA,45061,"L-06-10",NA
"174","Sk_Fraser",2019,"Cariboo River, lower","Middle Fraser - Summer",0,0,NA,NA,46883,NA,NA
"175","Sk_Fraser",2019,"Cariboo River, upper","Cariboo - Summer",0,0,NA,NA,3443,NA,NA
"176","Sk_Fraser",2019,"Deception Point","Quesnel - Summer",1204,1204,NA,NA,45077,"L-06-10",NA
"177","Sk_Fraser",2019,"Goose Point - Shore","Quesnel - Summer",260,260,NA,NA,3368,"L-06-10",NA
"178","Sk_Fraser",2019,"Horsefly Channel","Quesnel - Summer",28,28,NA,NA,45100,"L-06-10",NA
"179","Sk_Fraser",2019,"Horsefly River","Quesnel - Summer",14262,14262,NA,NA,46893,"L-06-10",NA
"180","Sk_Fraser",2019,"Little Horsefly River","Quesnel - Summer",151,151,NA,NA,46903,"L-06-10",NA
"181","Sk_Fraser",2019,"Long Cr. - Shore","Quesnel - Summer",0,0,NA,NA,3376,"L-06-10",NA
"182","Sk_Fraser",2019,"Lynx Cr. - Shore","Quesnel - Summer",0,0,NA,NA,3355,"L-06-10",NA
"183","Sk_Fraser",2019,"McKinley Creek, lower","Quesnel - Summer",659,659,NA,NA,45043,"L-06-10",NA
"184","Sk_Fraser",2019,"Mitchell River","Quesnel - Summer",4466,4466,NA,NA,46913,"L-06-10",NA
"185","Sk_Fraser",2019,"Penfold Creek","Quesnel - Summer",0,0,NA,NA,45060,"L-06-10",NA
"186","Sk_Fraser",2019,"Quesnel River","Middle Fraser - Summer",0,0,NA,NA,46873,"L-06-10",NA
"187","Sk_Fraser",2019,"Roaring River","Quesnel - Summer",0,0,NA,NA,45063,"L-06-10",NA
"188","Sk_Fraser",2019,"Slate Bay","Quesnel - Summer",0,0,NA,NA,3359,"L-06-10",NA
"189","Sk_Fraser",2019,"Summit Creek","Quesnel - Summer",122,122,NA,NA,45074,"L-06-10",NA
"190","Sk_Fraser",2019,"Wasko Creek","Quesnel - Summer",172,172,NA,NA,45065,"L-06-10",NA
"191","Sk_Fraser",2019,"Watt Cr. - Shore","Quesnel - Summer",29,29,NA,NA,3385,"L-06-10",NA
"192","Sk_Fraser",2019,"Anderson Lake - shore","Anderson-Seton - Early Summer",0,0,NA,NA,7727,"L-06-01",NA
"193","Sk_Fraser",2019,"Gates Channel","Anderson-Seton - Early Summer",2353,2353,NA,NA,45102,"L-06-01",NA
"194","Sk_Fraser",2019,"Gates River","Anderson-Seton - Early Summer",7472,7472,NA,NA,47211,"L-06-01",NA
"195","Sk_Fraser",2019,"Haylmore Creek","Anderson-Seton - Early Summer",29,29,NA,NA,7688,"L-06-01",NA
"196","Sk_Fraser",2019,"Portage Creek","Seton - Late",520,520,NA,NA,47181,"L-06-11",NA
"197","Sk_Fraser",2019,"Spruce Creek","Anderson-Seton - Early Summer",22,22,NA,NA,7762,"L-06-01",NA
