Stock,Year,Spn,Rec,RecAge3,RecAge4,RecAge5,RecAge6,RecAge7,Total.Run,RpS,Total.Harvest
Meziadin,2002,332442,377188.113397,0,82765.592928,268455.188859,25967.33161,0,1139267.957,1.1345982559273498,806825.9569999999
Meziadin,2003,196852,242601.695657,0,19453.274555,171384.388626,51764.032476,0,907145.2654,1.232406557500051,710293.2654
Meziadin,2004,140923,383420.27074199996,0,62321.595863999995,302620.497552,18478.177325999997,0,650695.4056,2.720778515515565,509772.40560000006
Meziadin,2005,142858,283368.30777,0,43800.335172,209419.343028,30148.629569999997,0,428567.1707,1.9835662529924822,285709.1707
Meziadin,2006,146954,329914.91630999994,0,73912.70930399999,194291.16833999997,61711.03866599999,0,459808.8496,2.245021682363188,312854.8496
Meziadin,2007,104308,377892.37838899996,9239.088662999999,107195.12736,212560.24429399997,48897.918072,0,389065.4911,3.62285134782567,284757.4911
Meziadin,2008,150383,314211.110743,3349.84773,54854.256592,215965.804818,40041.201603,0,259673.3161,2.089405788839164,109290.3161
Meziadin,2009,168404,389476.15254800004,17141.955185,134469.274698,163244.89884300003,74620.023822,0,398184.8652,2.3127488215719345,229780.8652
Meziadin,2010,159120,279480.27891,8149.653012,77002.310775,169967.832039,24360.483084000003,0,307969.6221,1.7564120092383106,148849.62209999998
Meziadin,2011,167524,340575.708471,27720.831879,165822.27516000002,107882.139372,39150.462060000005,0,334984.773,2.0329965167438697,167460.773
Meziadin,2012,144923,143667.224762,4145.556879000001,36540.724626,92003.58584100001,10977.357416,0,342839.1037,0.9913348796395327,197916.10369999998
Meziadin,2013,170376,125170.43959000001,6960.138024000001,50895.600678,52142.447726000006,15172.253162,NA,407482.6506,0.7346717823519745,237106.6506
Meziadin,2014,144920,NA,13702.661721000002,60375.465788,45516.759486,NA,NA,308009.2431,NA,163089.24310000002
Meziadin,2015,185917,NA,13721.696770000002,62068.308390000006,NA,NA,NA,414555.6879,NA,228638.68790000002
Meziadin,2016,109868,NA,15172.253162,NA,NA,NA,NA,174003.4506,NA,64135.45060000001
Meziadin,2017,119088,NA,NA,NA,NA,NA,NA,195752.3103,NA,76664.31030000001
