"","Pop_Name","Year","SpnForTrend_Total","Pop_ID","CU_ID","CU_Name","DU_ID","SpnForAbd_Total","SpnForAbd_Wild","SpnForTrend_Wild","Species","Recruits_Total","Recruits_Wild"
"699","THOMPSON RIVER",1963,282240,"46161","PKO-01","Fraser Pink",NA,282240,282240,282240,"Pink",NA,NA
"700","THOMPSON RIVER",1971,255880,"46161","PKO-01","Fraser Pink",NA,255880,255880,255880,"Pink",NA,NA
"701","THOMPSON RIVER",1977,971157,"46161","PKO-01","Fraser Pink",NA,971157,971157,971157,"Pink",NA,NA
"702","THOMPSON RIVER",1959,86342,"46161","PKO-01","Fraser Pink",NA,86342,86342,86342,"Pink",NA,NA
"703","THOMPSON RIVER",1979,882207,"46161","PKO-01","Fraser Pink",NA,882207,882207,882207,"Pink",NA,NA
"704","TROUT LAKE CREEK",1991,250,"46061","PKO-01","Fraser Pink",NA,250,250,250,"Pink",NA,NA
"705","UPPER & LOWER SETON CHANNELS",1983,40736,"45104","PKO-01","Fraser Pink",NA,40736,40736,40736,"Pink",NA,NA
"706","UPPER & LOWER SETON CHANNELS",1969,18843,"45104","PKO-01","Fraser Pink",NA,18843,18843,18843,"Pink",NA,NA
"707","UPPER & LOWER SETON CHANNELS",1989,61563,"45104","PKO-01","Fraser Pink",NA,61563,61563,61563,"Pink",NA,NA
"708","UPPER & LOWER SETON CHANNELS",1971,30889,"45104","PKO-01","Fraser Pink",NA,30889,30889,30889,"Pink",NA,NA
"709","UPPER & LOWER SETON CHANNELS",1963,14106,"45104","PKO-01","Fraser Pink",NA,14106,14106,14106,"Pink",NA,NA
"710","UPPER & LOWER SETON CHANNELS",1985,38292,"45104","PKO-01","Fraser Pink",NA,38292,38292,38292,"Pink",NA,NA
"711","UPPER & LOWER SETON CHANNELS",1965,7000,"45104","PKO-01","Fraser Pink",NA,7000,7000,7000,"Pink",NA,NA
"712","UPPER & LOWER SETON CHANNELS",1991,45115,"45104","PKO-01","Fraser Pink",NA,45115,45115,45115,"Pink",NA,NA
"713","UPPER & LOWER SETON CHANNELS",1977,48285,"45104","PKO-01","Fraser Pink",NA,48285,48285,48285,"Pink",NA,NA
"714","UPPER & LOWER SETON CHANNELS",1981,44248,"45104","PKO-01","Fraser Pink",NA,44248,44248,44248,"Pink",NA,NA
"715","UPPER & LOWER SETON CHANNELS",1973,30310,"45104","PKO-01","Fraser Pink",NA,30310,30310,30310,"Pink",NA,NA
"716","UPPER & LOWER SETON CHANNELS",1987,49756,"45104","PKO-01","Fraser Pink",NA,49756,49756,49756,"Pink",NA,NA
"717","UPPER & LOWER SETON CHANNELS",1961,6711,"45104","PKO-01","Fraser Pink",NA,6711,6711,6711,"Pink",NA,NA
"718","UPPER & LOWER SETON CHANNELS",1979,44450,"45104","PKO-01","Fraser Pink",NA,44450,44450,44450,"Pink",NA,NA
"719","UPPER & LOWER SETON CHANNELS",1975,31869,"45104","PKO-01","Fraser Pink",NA,31869,31869,31869,"Pink",NA,NA
"720","UPPER & LOWER SETON CHANNELS",1967,27773,"45104","PKO-01","Fraser Pink",NA,27773,27773,27773,"Pink",NA,NA
"721","UPPER CHILLIWACK RIVER",1981,50,"46988","PKO-01","Fraser Pink",NA,50,50,50,"Pink",NA,NA
"722","UPPER CHILLIWACK RIVER",1967,75,"46988","PKO-01","Fraser Pink",NA,75,75,75,"Pink",NA,NA
"723","UPPER CHILLIWACK RIVER",1973,400,"46988","PKO-01","Fraser Pink",NA,400,400,400,"Pink",NA,NA
"724","UPPER CHILLIWACK RIVER",1987,939,"46988","PKO-01","Fraser Pink",NA,939,939,939,"Pink",NA,NA
"725","UPPER CHILLIWACK RIVER",1969,190,"46988","PKO-01","Fraser Pink",NA,190,190,190,"Pink",NA,NA
"726","UPPER CHILLIWACK RIVER",1985,0,"46988","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"727","UPPER CHILLIWACK RIVER",1965,382,"46988","PKO-01","Fraser Pink",NA,382,382,382,"Pink",NA,NA
"728","UPPER CHILLIWACK RIVER",1979,1100,"46988","PKO-01","Fraser Pink",NA,1100,1100,1100,"Pink",NA,NA
"729","UPPER CHILLIWACK RIVER",1991,328,"46988","PKO-01","Fraser Pink",NA,328,328,328,"Pink",NA,NA
"730","UPPER CHILLIWACK RIVER",1963,268,"46988","PKO-01","Fraser Pink",NA,268,268,268,"Pink",NA,NA
"731","UPPER CHILLIWACK RIVER",1971,104,"46988","PKO-01","Fraser Pink",NA,104,104,104,"Pink",NA,NA
"732","UPPER CHILLIWACK RIVER",1983,263,"46988","PKO-01","Fraser Pink",NA,263,263,263,"Pink",NA,NA
"733","UPPER CHILLIWACK RIVER",1989,0,"46988","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"734","UPPER PITT RIVER",1987,500,"47919","PKO-01","Fraser Pink",NA,500,500,500,"Pink",NA,NA
"735","UPPER PITT RIVER",1989,NA,"47919","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"736","WAHLEACH CREEK",1985,658,"47101","PKO-01","Fraser Pink",NA,658,658,658,"Pink",NA,NA
"737","WAHLEACH CREEK",1987,845,"47101","PKO-01","Fraser Pink",NA,845,845,845,"Pink",NA,NA
"738","WAHLEACH CREEK",1991,2085,"47101","PKO-01","Fraser Pink",NA,2085,2085,2085,"Pink",NA,NA
"739","WAHLEACH CREEK",1979,4993,"47101","PKO-01","Fraser Pink",NA,4993,4993,4993,"Pink",NA,NA
"740","WAHLEACH CREEK",1961,5088,"47101","PKO-01","Fraser Pink",NA,5088,5088,5088,"Pink",NA,NA
"741","WAHLEACH CREEK",1977,3350,"47101","PKO-01","Fraser Pink",NA,3350,3350,3350,"Pink",NA,NA
"742","WAHLEACH CREEK",1971,1304,"47101","PKO-01","Fraser Pink",NA,1304,1304,1304,"Pink",NA,NA
"743","WAHLEACH CREEK",1963,3500,"47101","PKO-01","Fraser Pink",NA,3500,3500,3500,"Pink",NA,NA
"744","WAHLEACH CREEK",1973,2544,"47101","PKO-01","Fraser Pink",NA,2544,2544,2544,"Pink",NA,NA
"745","WAHLEACH CREEK",1965,3000,"47101","PKO-01","Fraser Pink",NA,3000,3000,3000,"Pink",NA,NA
"746","WAHLEACH CREEK",1983,973,"47101","PKO-01","Fraser Pink",NA,973,973,973,"Pink",NA,NA
"747","WAHLEACH CREEK",1967,3162,"47101","PKO-01","Fraser Pink",NA,3162,3162,3162,"Pink",NA,NA
"748","WAHLEACH CREEK",1969,1779,"47101","PKO-01","Fraser Pink",NA,1779,1779,1779,"Pink",NA,NA
"749","WAHLEACH CREEK",1981,4485,"47101","PKO-01","Fraser Pink",NA,4485,4485,4485,"Pink",NA,NA
"750","WAHLEACH CREEK",1959,2604,"47101","PKO-01","Fraser Pink",NA,2604,2604,2604,"Pink",NA,NA
"751","WAHLEACH CREEK",1957,2034,"47101","PKO-01","Fraser Pink",NA,2034,2034,2034,"Pink",NA,NA
"752","WAHLEACH CREEK",1975,2645,"47101","PKO-01","Fraser Pink",NA,2645,2645,2645,"Pink",NA,NA
"753","WAHLEACH CREEK",1989,936,"47101","PKO-01","Fraser Pink",NA,936,936,936,"Pink",NA,NA
"754","WATSON BAR CREEK",1975,NA,"44655","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"755","WATSON BAR CREEK",1963,411,"44655","PKO-01","Fraser Pink",NA,411,411,411,"Pink",NA,NA
"756","WATSON BAR CREEK",1967,250,"44655","PKO-01","Fraser Pink",NA,250,250,250,"Pink",NA,NA
"757","WEAVER CHANNEL",1965,50,"45088","PKO-01","Fraser Pink",NA,50,50,50,"Pink",NA,NA
"758","WEAVER CHANNEL",1985,4772,"45088","PKO-01","Fraser Pink",NA,4772,4772,4772,"Pink",NA,NA
"759","WEAVER CHANNEL",1969,200,"45088","PKO-01","Fraser Pink",NA,200,200,200,"Pink",NA,NA
"760","WEAVER CHANNEL",1977,963,"45088","PKO-01","Fraser Pink",NA,963,963,963,"Pink",NA,NA
"761","WEAVER CHANNEL",1967,126,"45088","PKO-01","Fraser Pink",NA,126,126,126,"Pink",NA,NA
"762","WEAVER CHANNEL",1981,1287,"45088","PKO-01","Fraser Pink",NA,1287,1287,1287,"Pink",NA,NA
"763","WEAVER CHANNEL",1973,640,"45088","PKO-01","Fraser Pink",NA,640,640,640,"Pink",NA,NA
"764","WEAVER CHANNEL",1975,1201,"45088","PKO-01","Fraser Pink",NA,1201,1201,1201,"Pink",NA,NA
"765","WEAVER CHANNEL",1971,294,"45088","PKO-01","Fraser Pink",NA,294,294,294,"Pink",NA,NA
"766","WEAVER CHANNEL",1983,1887,"45088","PKO-01","Fraser Pink",NA,1887,1887,1887,"Pink",NA,NA
"767","WEAVER CHANNEL",1989,2493,"45088","PKO-01","Fraser Pink",NA,2493,2493,2493,"Pink",NA,NA
"768","WEAVER CHANNEL",1979,737,"45088","PKO-01","Fraser Pink",NA,737,737,737,"Pink",NA,NA
"769","WEAVER CHANNEL",1987,1168,"45088","PKO-01","Fraser Pink",NA,1168,1168,1168,"Pink",NA,NA
"770","WEAVER CHANNEL",1991,2391,"45088","PKO-01","Fraser Pink",NA,2391,2391,2391,"Pink",NA,NA
"771","WEAVER CREEK",1985,3310,"46046","PKO-01","Fraser Pink",NA,3310,3310,3310,"Pink",NA,NA
"772","WEAVER CREEK",1987,5212,"46046","PKO-01","Fraser Pink",NA,5212,5212,5212,"Pink",NA,NA
"773","WEAVER CREEK",1989,3315,"46046","PKO-01","Fraser Pink",NA,3315,3315,3315,"Pink",NA,NA
"774","WEAVER CREEK",1991,12419,"46046","PKO-01","Fraser Pink",NA,12419,12419,12419,"Pink",NA,NA
"775","WEAVER CREEK",1967,504,"46046","PKO-01","Fraser Pink",NA,504,504,504,"Pink",NA,NA
"776","WEAVER CREEK",1965,478,"46046","PKO-01","Fraser Pink",NA,478,478,478,"Pink",NA,NA
"777","WEAVER CREEK",1977,2397,"46046","PKO-01","Fraser Pink",NA,2397,2397,2397,"Pink",NA,NA
"778","WEAVER CREEK",1979,117,"46046","PKO-01","Fraser Pink",NA,117,117,117,"Pink",NA,NA
"779","WEAVER CREEK",1975,411,"46046","PKO-01","Fraser Pink",NA,411,411,411,"Pink",NA,NA
"780","WEAVER CREEK",1971,1141,"46046","PKO-01","Fraser Pink",NA,1141,1141,1141,"Pink",NA,NA
"781","WEAVER CREEK",1957,346,"46046","PKO-01","Fraser Pink",NA,346,346,346,"Pink",NA,NA
"782","WEAVER CREEK",1963,693,"46046","PKO-01","Fraser Pink",NA,693,693,693,"Pink",NA,NA
"783","WEAVER CREEK",1961,539,"46046","PKO-01","Fraser Pink",NA,539,539,539,"Pink",NA,NA
"784","WEAVER CREEK",1959,87,"46046","PKO-01","Fraser Pink",NA,87,87,87,"Pink",NA,NA
"785","WEAVER CREEK",1983,1439,"46046","PKO-01","Fraser Pink",NA,1439,1439,1439,"Pink",NA,NA
"786","WEAVER CREEK",1969,725,"46046","PKO-01","Fraser Pink",NA,725,725,725,"Pink",NA,NA
"787","WEAVER CREEK",1973,255,"46046","PKO-01","Fraser Pink",NA,255,255,255,"Pink",NA,NA
"788","WEAVER CREEK",1981,1006,"46046","PKO-01","Fraser Pink",NA,1006,1006,1006,"Pink",NA,NA
"789","WHONNOCK CREEK",1963,255,"48000","PKO-01","Fraser Pink",NA,255,255,255,"Pink",NA,NA
"790","WHONNOCK CREEK",1961,278,"48000","PKO-01","Fraser Pink",NA,278,278,278,"Pink",NA,NA
"791","WHONNOCK CREEK",1959,57,"48000","PKO-01","Fraser Pink",NA,57,57,57,"Pink",NA,NA
"792","WHONNOCK CREEK",1965,34,"48000","PKO-01","Fraser Pink",NA,34,34,34,"Pink",NA,NA
"793","WHONNOCK CREEK",1981,NA,"48000","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"794","WHONNOCK CREEK",1967,8,"48000","PKO-01","Fraser Pink",NA,8,8,8,"Pink",NA,NA
"795","WHONNOCK CREEK",1957,715,"48000","PKO-01","Fraser Pink",NA,715,715,715,"Pink",NA,NA
"796","WIDGEON CREEK",1969,96390,"47956","PKO-01","Fraser Pink",NA,96390,96390,96390,"Pink",NA,NA
"797","WIDGEON CREEK",1959,0,"47956","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"798","WIDGEON CREEK",1981,NA,"47956","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"799","WILLIAMS LAKE RIVER",1975,NA,"45311","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"800","WILLIAMS LAKE RIVER",1979,3,"45311","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"801","WILLIAMS LAKE RIVER",1971,1128,"45311","PKO-01","Fraser Pink",NA,1128,1128,1128,"Pink",NA,NA
"802","YALAKOM RIVER",1959,13,"47233","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"803","YALAKOM RIVER",1957,0,"47233","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"804","YALAKOM RIVER",1961,0,"47233","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"805","YALE CREEK",1985,1734,"47148","PKO-01","Fraser Pink",NA,1734,1734,1734,"Pink",NA,NA
"806","YALE CREEK",1991,13,"47148","PKO-01","Fraser Pink",NA,13,13,13,"Pink",NA,NA
"807","YALE CREEK",1957,0,"47148","PKO-01","Fraser Pink",NA,0,0,0,"Pink",NA,NA
"808","YALE CREEK",1975,NA,"47148","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"809","YALE CREEK",1963,31,"47148","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"810","YALE CREEK",1967,26,"47148","PKO-01","Fraser Pink",NA,26,26,26,"Pink",NA,NA
"811","YALE CREEK",1987,3,"47148","PKO-01","Fraser Pink",NA,3,3,3,"Pink",NA,NA
"812","YALE CREEK",1971,109,"47148","PKO-01","Fraser Pink",NA,109,109,109,"Pink",NA,NA
"813","YALE CREEK",1961,31,"47148","PKO-01","Fraser Pink",NA,31,31,31,"Pink",NA,NA
"814","YALE CREEK",1989,21,"47148","PKO-01","Fraser Pink",NA,21,21,21,"Pink",NA,NA
"815","YALE CREEK",1959,510,"47148","PKO-01","Fraser Pink",NA,510,510,510,"Pink",NA,NA
"816","FRASER RIVER AND TRIBUTARIES",1957,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"817","FRASER RIVER AND TRIBUTARIES",1959,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"818","FRASER RIVER AND TRIBUTARIES",1961,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"819","FRASER RIVER AND TRIBUTARIES",1963,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"820","FRASER RIVER AND TRIBUTARIES",1965,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"821","FRASER RIVER AND TRIBUTARIES",1967,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"822","FRASER RIVER AND TRIBUTARIES",1969,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"823","FRASER RIVER AND TRIBUTARIES",1971,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"824","FRASER RIVER AND TRIBUTARIES",1973,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"825","FRASER RIVER AND TRIBUTARIES",1975,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"826","FRASER RIVER AND TRIBUTARIES",1977,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"827","FRASER RIVER AND TRIBUTARIES",1979,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"828","FRASER RIVER AND TRIBUTARIES",1981,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"829","FRASER RIVER AND TRIBUTARIES",1983,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"830","FRASER RIVER AND TRIBUTARIES",1985,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"831","FRASER RIVER AND TRIBUTARIES",1987,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"832","FRASER RIVER AND TRIBUTARIES",1989,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"833","FRASER RIVER AND TRIBUTARIES",1991,NA,"44551","PKO-01","Fraser Pink",NA,NA,NA,NA,"Pink",NA,NA
"834","FRASER RIVER AND TRIBUTARIES",1993,NA,"44551","PKO-01","Fraser Pink",NA,10768335,10768335,10768335,"Pink",NA,NA
"835","FRASER RIVER AND TRIBUTARIES",1995,NA,"44551","PKO-01","Fraser Pink",NA,7174584,7174584,7174584,"Pink",NA,NA
"836","FRASER RIVER AND TRIBUTARIES",1997,NA,"44551","PKO-01","Fraser Pink",NA,2842108,2842108,2842108,"Pink",NA,NA
"837","FRASER RIVER AND TRIBUTARIES",1999,NA,"44551","PKO-01","Fraser Pink",NA,3444982,3444982,3444982,"Pink",NA,NA
"838","FRASER RIVER AND TRIBUTARIES",2001,NA,"44551","PKO-01","Fraser Pink",NA,19813620,19813620,19813620,"Pink",NA,NA
"839","FRASER RIVER AND TRIBUTARIES",2003,NA,"44551","PKO-01","Fraser Pink",NA,22181030,22181030,22181030,"Pink",NA,NA
"840","FRASER RIVER AND TRIBUTARIES",2005,NA,"44551","PKO-01","Fraser Pink",NA,8809624,8809624,8809624,"Pink",NA,NA
"841","FRASER RIVER AND TRIBUTARIES",2007,NA,"44551","PKO-01","Fraser Pink",NA,7650052,7650052,7650052,"Pink",NA,NA
"842","FRASER RIVER AND TRIBUTARIES",2009,NA,"44551","PKO-01","Fraser Pink",NA,15428836,15428836,15428836,"Pink",NA,NA
"843","FRASER RIVER AND TRIBUTARIES",2011,NA,"44551","PKO-01","Fraser Pink",NA,12788355,12788355,12788355,"Pink",NA,NA
"844","FRASER RIVER AND TRIBUTARIES",2013,NA,"44551","PKO-01","Fraser Pink",NA,9344490,9344490,9344490,"Pink",NA,NA
"845","FRASER RIVER AND TRIBUTARIES",2015,NA,"44551","PKO-01","Fraser Pink",NA,5315845,5315845,5315845,"Pink",NA,NA
"846","FRASER RIVER AND TRIBUTARIES",2017,NA,"44551","PKO-01","Fraser Pink",NA,3392159,3392159,3392159,"Pink",NA,NA
"847","FRASER RIVER AND TRIBUTARIES",2019,NA,"44551","PKO-01","Fraser Pink",NA,8307419,8307419,8307419,"Pink",NA,NA
