,CU_Name,Year,Escape,SumRawEsc,EscAvg,GroupSum,Props,Present,PresentProps,inverse_prop,GroupCount,GroupEsc,ContrEsc,SiteEsc
1,1 - Southern Coastal Streams,1953,28327.8388,27075,5619.003711,584009.6145,0.009621423,1,0.009621423,1,579317.1146,579317.1146,5573.855183,28327.8388
2,1 - Southern Coastal Streams,1954,49645.64915,47450,5619.003711,584009.6145,0.009621423,1,0.009621423,1,737978.4035,737978.4035,7100.402605,49645.64915
3,1 - Southern Coastal Streams,1955,23599.7914,22600,5619.003711,584009.6145,0.009621423,1,0.009621423,1,337767.8504,337767.8504,3249.807465,23599.7914
4,1 - Southern Coastal Streams,1956,28481.83666,26325,5619.003711,584009.6145,0.009621423,1,0.009621423,1,320388.9002,320388.9002,3082.597229,28481.83666
5,1 - Southern Coastal Streams,1957,31055.29323,27350,5619.003711,584009.6145,0.009621423,1,0.009621423,1,746660.9835,746660.9835,7183.941383,31055.29323
6,1 - Southern Coastal Streams,1958,50017.27295,46025,5619.003711,584009.6145,0.009621423,1,0.009621423,1,818193.8353,818193.8353,7872.18923,50017.27295
7,1 - Southern Coastal Streams,1959,8703.839843,7575,5619.003711,584009.6145,0.009621423,1,0.009621423,1,632204.488,632204.488,6082.706991,8703.839843
8,1 - Southern Coastal Streams,1960,9643.992917,8275,5619.003711,584009.6145,0.009621423,1,0.009621423,1,325100.0323,325100.0323,3127.925025,9643.992917
9,1 - Southern Coastal Streams,1961,14969.775,11150,5619.003711,584009.6145,0.009621423,1,0.009621423,1,360460.3564,360460.3564,3468.141671,14969.775
10,1 - Southern Coastal Streams,1962,9778.417481,8375,5619.003711,584009.6145,0.009621423,1,0.009621423,1,354336.7296,354336.7296,3409.223665,9778.417481
11,1 - Southern Coastal Streams,1963,15162.60451,8700,5619.003711,584009.6145,0.009621423,1,0.009621423,1,299007.9818,299007.9818,2876.882362,15162.60451
12,1 - Southern Coastal Streams,1964,7297.326478,6250,5619.003711,584009.6145,0.009621423,1,0.009621423,1,413134.4851,413134.4851,3974.941761,7297.326478
13,1 - Southern Coastal Streams,1965,2063.690328,1725,5619.003711,584009.6145,0.009621423,1,0.009621423,1,183868.0045,183868.0045,1769.071902,2063.690328
14,1 - Southern Coastal Streams,1966,16042.81474,14025,5619.003711,584009.6145,0.009621423,1,0.009621423,1,452455.4604,452455.4604,4353.265508,16042.81474
15,1 - Southern Coastal Streams,1967,18203.50191,14750,5619.003711,584009.6145,0.009621423,1,0.009621423,1,371281.6821,371281.6821,3572.258227,18203.50191
16,1 - Southern Coastal Streams,1968,10717.68324,9100,5619.003711,584009.6145,0.009621423,1,0.009621423,1,773764.2455,773764.2455,7444.713339,10717.68324
17,1 - Southern Coastal Streams,1969,16141.38657,13000,5619.003711,584009.6145,0.009621423,1,0.009621423,1,456241.1367,456241.1367,4389.689103,16141.38657
18,1 - Southern Coastal Streams,1970,19676.20453,16275,5619.003711,584009.6145,0.009621423,1,0.009621423,1,617086.8988,617086.8988,5937.254266,19676.20453
19,1 - Southern Coastal Streams,1971,10194.86887,6525,5619.003711,584009.6145,0.009621423,1,0.009621423,1,244614.427,244614.427,2353.538947,10194.86887
20,1 - Southern Coastal Streams,1972,18654.43421,15775,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1233744.263,1233744.263,11870.3758,18654.43421
21,1 - Southern Coastal Streams,1973,47325.7421,41125,5619.003711,584009.6145,0.009621423,1,0.009621423,1,974931.9901,974931.9901,9380.233364,47325.7421
22,1 - Southern Coastal Streams,1974,26076.44664,22731,5619.003711,584009.6145,0.009621423,1,0.009621423,1,637268.327,637268.327,6131.428329,26076.44664
23,1 - Southern Coastal Streams,1975,14258.10735,12025,5619.003711,584009.6145,0.009621423,1,0.009621423,1,320548.1285,320548.1285,3084.129232,14258.10735
24,1 - Southern Coastal Streams,1976,19911.18283,16650,5619.003711,584009.6145,0.009621423,1,0.009621423,1,400534.2992,400534.2992,3853.710038,19911.18283
25,1 - Southern Coastal Streams,1977,48245.55954,40350,5619.003711,584009.6145,0.009621423,1,0.009621423,1,722385.9943,722385.9943,6950.381436,48245.55954
26,1 - Southern Coastal Streams,1978,41263.65381,34215,5619.003711,584009.6145,0.009621423,1,0.009621423,1,850022.0965,850022.0965,8178.422404,41263.65381
27,1 - Southern Coastal Streams,1979,5492.053107,3225,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,299959.2366,301737.68,2903.145944,5492.053107
28,1 - Southern Coastal Streams,1980,6604.64735,5675,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,894074.3105,899375.2325,8653.269816,6604.64735
29,1 - Southern Coastal Streams,1981,15430.85031,12860,5619.003711,584009.6145,0.009621423,1,0.009621423,1,721352.6587,721352.6587,6940.439277,15430.85031
30,1 - Southern Coastal Streams,1982,18736.8359,16120,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,881101.8082,886325.8169,8527.715865,18736.8359
31,1 - Southern Coastal Streams,1983,10173.97808,8532,5619.003711,584009.6145,0.009621423,1,0.009621423,1,586533.8365,586533.8365,5643.29032,10173.97808
32,1 - Southern Coastal Streams,1984,14948.58666,12338,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,809595.7496,814395.8024,7835.646748,14948.58666
33,1 - Southern Coastal Streams,1985,12891.87486,11195,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1253030.882,1253030.882,12055.94052,12891.87486
34,1 - Southern Coastal Streams,1986,3088.529071,2615,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1003952.341,1003952.341,9659.450442,3088.529071
35,1 - Southern Coastal Streams,1987,4112.859515,3593,5619.003711,584009.6145,0.009621423,1,0.009621423,1,711516.6477,711516.6477,6845.802852,4112.859515
36,1 - Southern Coastal Streams,1988,16831.2888,14100,5619.003711,584009.6145,0.009621423,1,0.009621423,1,919126.972,919126.972,8843.309663,16831.2888
37,1 - Southern Coastal Streams,1989,3253.460597,2650,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,333440.9718,335417.9267,3227.197855,3253.460597
38,1 - Southern Coastal Streams,1990,1323.140566,200,5619.003711,584009.6145,0.009621423,1,0.009621423,1,802436.385,802436.385,7720.580131,1323.140566
39,1 - Southern Coastal Streams,1991,3750.684443,2424,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,714582.1796,718818.9017,6916.060928,3750.684443
40,1 - Southern Coastal Streams,1992,1209.613374,618,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1059875.841,1059875.841,10197.51411,1209.613374
41,1 - Southern Coastal Streams,1993,3851.727469,1923,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1005933.715,1005933.715,9678.514083,3851.727469
42,1 - Southern Coastal Streams,1994,7052.052442,2238,5619.003711,584009.6145,0.009621423,1,0.009621423,1,953298.3101,953298.3101,9172.086572,7052.052442
43,1 - Southern Coastal Streams,1995,2615.062043,1407,5619.003711,584009.6145,0.009621423,1,0.009621423,1,486818.0062,486818.0062,4683.882107,2615.062043
44,1 - Southern Coastal Streams,1996,6814.92327,2630,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,491705.1576,494620.453,4758.95275,6814.92327
45,1 - Southern Coastal Streams,1997,277.9537256,75,5619.003711,584009.6145,0.009621423,1,0.009621423,1,674688.4437,674688.4437,6491.463112,277.9537256
46,1 - Southern Coastal Streams,1998,5979.741639,2525,5619.003711,584009.6145,0.009621423,1,0.009621423,1,871467.3048,871467.3048,8384.755831,5979.741639
47,1 - Southern Coastal Streams,1999,237.3232635,53,5619.003711,584009.6145,0.009621423,1,0.009621423,1,362812.1283,362812.1283,3490.769064,237.3232635
48,1 - Southern Coastal Streams,2000,1424.275113,452,5619.003711,584009.6145,0.009621423,1,0.009621423,1,476559.4228,476559.4228,4585.179934,1424.275113
49,1 - Southern Coastal Streams,2001,1698.660878,816,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1265652.156,1265652.156,12177.37514,1698.660878
50,1 - Southern Coastal Streams,2002,1860.921177,467,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1346542.392,1346542.392,12955.65434,1860.921177
51,1 - Southern Coastal Streams,2003,625.8686213,193,5619.003711,584009.6145,0.009621423,1,0.009621423,1,1281609.529,1281609.529,12330.90778,625.8686213
52,1 - Southern Coastal Streams,2004,2693.756871,490,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,1924779.12,1936191.04,18628.91358,2693.756871
53,1 - Southern Coastal Streams,2005,1343.79061,327,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,782517.299,825416.6788,7941.683264,1343.79061
54,1 - Southern Coastal Streams,2006,5018.011626,1246,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,495103.0833,522245.7614,5024.747536,5018.011626
55,1 - Southern Coastal Streams,2007,148.9235275,27,5619.003711,584009.6145,0.009621423,1,0.009621423,1.00592895,1159970.462,1166847.869,11226.73728,148.9235275
56,1 - Southern Coastal Streams,2008,363.4131954,144,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,858475.1898,905538.754,8712.571666,363.4131954
57,1 - Southern Coastal Streams,2009,909.1830463,243,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,1130476.701,1192452.007,11473.08552,909.1830463
58,1 - Southern Coastal Streams,2010,591.055952,154,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,507708.0306,535541.7407,5152.673781,591.055952
59,1 - Southern Coastal Streams,2011,4684.742634,269,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,878472.0785,926631.9177,8915.517922,4684.742634
60,1 - Southern Coastal Streams,2012,1268.204633,96,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,1672579.328,1764273.934,16974.82634,1268.204633
61,1 - Southern Coastal Streams,2013,4895.195725,385,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,1693114.224,1785934.601,17183.23278,4895.195725
62,1 - Southern Coastal Streams,2014,1694.070196,145,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,795584.9924,839200.7728,8074.305868,1694.070196
63,1 - Southern Coastal Streams,2015,4649.930606,398,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,846414.1656,892816.517,8590.165638,4649.930606
64,1 - Southern Coastal Streams,2016,4967.909057,411,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,2299254.327,2425304.684,23334.88299,4967.909057
65,1 - Southern Coastal Streams,2017,1136.212777,94,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,813339.4533,857928.5737,8254.493968,1136.212777
66,1 - Southern Coastal Streams,2018,1751.462167,174,5619.003711,584009.6145,0.009621423,1,0.009621423,1.054822277,633568.6896,668302.3675,6430.01997,1751.462167
67,2 - North East Vancouver Island,1953,120837.3603,111725,29405.26704,584009.6145,0.050350656,1,0.050350656,1,579317.1146,579317.1146,29168.9966,120837.3603
68,2 - North East Vancouver Island,1954,95854.21533,95125,29405.26704,584009.6145,0.050350656,1,0.050350656,1,737978.4035,737978.4035,37157.69653,95854.21533
69,2 - North East Vancouver Island,1955,100669.2892,98725,29405.26704,584009.6145,0.050350656,1,0.050350656,1,337767.8504,337767.8504,17006.83275,100669.2892
70,2 - North East Vancouver Island,1956,55950.64711,55525,29405.26704,584009.6145,0.050350656,1,0.050350656,1,320388.9002,320388.9002,16131.79121,55950.64711
71,2 - North East Vancouver Island,1957,67662.23128,66400,29405.26704,584009.6145,0.050350656,1,0.050350656,1,746660.9835,746660.9835,37594.87013,67662.23128
72,2 - North East Vancouver Island,1958,82794.19699,82625,29405.26704,584009.6145,0.050350656,1,0.050350656,1,818193.8353,818193.8353,41196.59613,82794.19699
73,2 - North East Vancouver Island,1959,33018.01,31425,29405.26704,584009.6145,0.050350656,1,0.050350656,1,632204.488,632204.488,31831.91053,33018.01
74,2 - North East Vancouver Island,1960,55615.08042,51970,29405.26704,584009.6145,0.050350656,1,0.050350656,1,325100.0323,325100.0323,16368.99981,55615.08042
75,2 - North East Vancouver Island,1961,61013.19424,59875,29405.26704,584009.6145,0.050350656,1,0.050350656,1,360460.3564,360460.3564,18149.41531,61013.19424
76,2 - North East Vancouver Island,1962,28329.46833,26350,29405.26704,584009.6145,0.050350656,1,0.050350656,1,354336.7296,354336.7296,17841.08668,28329.46833
77,2 - North East Vancouver Island,1963,23259.76661,21275,29405.26704,584009.6145,0.050350656,1,0.050350656,1,299007.9818,299007.9818,15055.24795,23259.76661
78,2 - North East Vancouver Island,1964,33903.16312,32175,29405.26704,584009.6145,0.050350656,1,0.050350656,1,413134.4851,413134.4851,20801.59223,33903.16312
79,2 - North East Vancouver Island,1965,27754.52834,25800,29405.26704,584009.6145,0.050350656,1,0.050350656,1,183868.0045,183868.0045,9257.874596,27754.52834
80,2 - North East Vancouver Island,1966,46613.01968,44200,29405.26704,584009.6145,0.050350656,1,0.050350656,1,452455.4604,452455.4604,22781.42912,46613.01968
81,2 - North East Vancouver Island,1967,22389.56468,20375,29405.26704,584009.6145,0.050350656,1,0.050350656,1,371281.6821,371281.6821,18694.27616,22389.56468
82,2 - North East Vancouver Island,1968,81007.11335,73050,29405.26704,584009.6145,0.050350656,1,0.050350656,1,773764.2455,773764.2455,38959.53714,81007.11335
83,2 - North East Vancouver Island,1969,14698.36476,13400,29405.26704,584009.6145,0.050350656,1,0.050350656,1,456241.1367,456241.1367,22972.04041,14698.36476
84,2 - North East Vancouver Island,1970,26259.52756,25475,29405.26704,584009.6145,0.050350656,1,0.050350656,1,617086.8988,617086.8988,31070.73,26259.52756
85,2 - North East Vancouver Island,1971,10016.05753,9000,29405.26704,584009.6145,0.050350656,1,0.050350656,1,244614.427,244614.427,12316.4968,10016.05753
86,2 - North East Vancouver Island,1972,29342.73963,27130,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1233744.263,1233744.263,62119.83264,29342.73963
87,2 - North East Vancouver Island,1973,35414.59502,32500,29405.26704,584009.6145,0.050350656,1,0.050350656,1,974931.9901,974931.9901,49088.465,35414.59502
88,2 - North East Vancouver Island,1974,9647.143056,8740,29405.26704,584009.6145,0.050350656,1,0.050350656,1,637268.327,637268.327,32086.87815,9647.143056
89,2 - North East Vancouver Island,1975,10949.72911,9845,29405.26704,584009.6145,0.050350656,1,0.050350656,1,320548.1285,320548.1285,16139.80846,10949.72911
90,2 - North East Vancouver Island,1976,8210.061843,7398,29405.26704,584009.6145,0.050350656,1,0.050350656,1,400534.2992,400534.2992,20167.16461,8210.061843
91,2 - North East Vancouver Island,1977,18123.12727,16180,29405.26704,584009.6145,0.050350656,1,0.050350656,1,722385.9943,722385.9943,36372.60851,18123.12727
92,2 - North East Vancouver Island,1978,19928.37836,17250,29405.26704,584009.6145,0.050350656,1,0.050350656,1,850022.0965,850022.0965,42799.16995,19928.37836
93,2 - North East Vancouver Island,1979,8172.18233,6700,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,299959.2366,301737.68,15192.69005,8172.18233
94,2 - North East Vancouver Island,1980,17531.1369,14525,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,894074.3105,899375.2325,45284.13271,17531.1369
95,2 - North East Vancouver Island,1981,12409.80801,10000,29405.26704,584009.6145,0.050350656,1,0.050350656,1,721352.6587,721352.6587,36320.57938,12409.80801
96,2 - North East Vancouver Island,1982,67231.44627,55120,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,881101.8082,886325.8169,44627.08608,67231.44627
97,2 - North East Vancouver Island,1983,9468.842482,7950,29405.26704,584009.6145,0.050350656,1,0.050350656,1,586533.8365,586533.8365,29532.36328,9468.842482
98,2 - North East Vancouver Island,1984,45855.44712,38375,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,809595.7496,814395.8024,41005.36268,45855.44712
99,2 - North East Vancouver Island,1985,81316.87128,71040,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1253030.882,1253030.882,63090.92658,81316.87128
100,2 - North East Vancouver Island,1986,102881.5758,91737,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1003952.341,1003952.341,50549.65868,102881.5758
101,2 - North East Vancouver Island,1987,18222.75264,15865,29405.26704,584009.6145,0.050350656,1,0.050350656,1,711516.6477,711516.6477,35825.32978,18222.75264
102,2 - North East Vancouver Island,1988,117384.2509,101810,29405.26704,584009.6145,0.050350656,1,0.050350656,1,919126.972,919126.972,46278.64574,117384.2509
103,2 - North East Vancouver Island,1989,29084.35998,24592,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,333440.9718,335417.9267,16888.51255,29084.35998
104,2 - North East Vancouver Island,1990,93402.88966,80290,29405.26704,584009.6145,0.050350656,1,0.050350656,1,802436.385,802436.385,40403.19817,93402.88966
105,2 - North East Vancouver Island,1991,88879.1016,75450,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,714582.1796,718818.9017,36193.00306,88879.1016
106,2 - North East Vancouver Island,1992,142702.6631,120375,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1059875.841,1059875.841,53365.44357,142702.6631
107,2 - North East Vancouver Island,1993,66001.83401,55675,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1005933.715,1005933.715,50649.42218,66001.83401
108,2 - North East Vancouver Island,1994,96587.79578,84150,29405.26704,584009.6145,0.050350656,1,0.050350656,1,953298.3101,953298.3101,47999.19503,96587.79578
109,2 - North East Vancouver Island,1995,67376.4278,60945,29405.26704,584009.6145,0.050350656,1,0.050350656,1,486818.0062,486818.0062,24511.60584,67376.4278
110,2 - North East Vancouver Island,1996,4311.210953,3685,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,491705.1576,494620.453,24904.46415,4311.210953
111,2 - North East Vancouver Island,1997,75258.80996,72530,29405.26704,584009.6145,0.050350656,1,0.050350656,1,674688.4437,674688.4437,33971.00556,75258.80996
112,2 - North East Vancouver Island,1998,165441.007,148080,29405.26704,584009.6145,0.050350656,1,0.050350656,1,871467.3048,871467.3048,43878.95025,165441.007
113,2 - North East Vancouver Island,1999,2597.423169,2170,29405.26704,584009.6145,0.050350656,1,0.050350656,1,362812.1283,362812.1283,18267.82857,2597.423169
114,2 - North East Vancouver Island,2000,3098.442596,2580,29405.26704,584009.6145,0.050350656,1,0.050350656,1,476559.4228,476559.4228,23995.07943,3098.442596
115,2 - North East Vancouver Island,2001,76080.19462,65855,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1265652.156,1265652.156,63726.41597,76080.19462
116,2 - North East Vancouver Island,2002,199417.3977,176309,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1346542.392,1346542.392,67799.29241,199417.3977
117,2 - North East Vancouver Island,2003,23409.04438,1357,29405.26704,584009.6145,0.050350656,1,0.050350656,1,1281609.529,1281609.529,64529.88018,23409.04438
118,2 - North East Vancouver Island,2004,10729.86411,622,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,1924779.12,1936191.04,97488.48849,10729.86411
119,2 - North East Vancouver Island,2005,47672.06456,41762,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,782517.299,825416.6788,41560.27103,47672.06456
120,2 - North East Vancouver Island,2006,45577.27988,39000,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,495103.0833,522245.7614,26295.41654,45577.27988
121,2 - North East Vancouver Island,2007,15899.66499,793,29405.26704,584009.6145,0.050350656,1,0.050350656,1.00592895,1159970.462,1166847.869,58751.55536,15899.66499
122,2 - North East Vancouver Island,2008,7071.490271,6051,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,858475.1898,905538.754,45594.47006,7071.490271
123,2 - North East Vancouver Island,2009,15125.52656,1062,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,1130476.701,1192452.007,60040.74048,15125.52656
124,2 - North East Vancouver Island,2010,20232.80632,17313,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,507708.0306,535541.7407,26964.87782,20232.80632
125,2 - North East Vancouver Island,2011,86172.59261,3088,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,878472.0785,926631.9177,46656.52468,86172.59261
126,2 - North East Vancouver Island,2012,21959.99521,1273,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,1672579.328,1764273.934,88832.34948,21959.99521
127,2 - North East Vancouver Island,2013,16250.05144,942,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,1693114.224,1785934.601,89922.97824,16250.05144
128,2 - North East Vancouver Island,2014,6617.010539,152,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,795584.9924,839200.7728,42254.30921,6617.010539
129,2 - North East Vancouver Island,2015,25031.45434,575,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,846414.1656,892816.517,44953.89708,25031.45434
130,2 - North East Vancouver Island,2016,71397.96852,1197,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,2299254.327,2425304.684,122115.6812,71397.96852
131,2 - North East Vancouver Island,2017,10720.14445,310,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,813339.4533,857928.5737,43197.26626,10720.14445
132,2 - North East Vancouver Island,2018,462.7292131,390,29405.26704,584009.6145,0.050350656,1,0.050350656,1.054822277,633568.6896,668302.3675,33649.46243,462.7292131
133,3 - Upper Knight,1953,17250,17250,3442.155542,584009.6145,0.005894005,1,0.005894005,1,579317.1146,579317.1146,3414.497925,17250
134,3 - Upper Knight,1954,6500,6500,3442.155542,584009.6145,0.005894005,1,0.005894005,1,737978.4035,737978.4035,4349.648343,6500
135,3 - Upper Knight,1955,4650,4650,3442.155542,584009.6145,0.005894005,1,0.005894005,1,337767.8504,337767.8504,1990.805373,4650
136,3 - Upper Knight,1956,18000,18000,3442.155542,584009.6145,0.005894005,1,0.005894005,1,320388.9002,320388.9002,1888.373755,18000
137,3 - Upper Knight,1957,38900,38900,3442.155542,584009.6145,0.005894005,1,0.005894005,1,746660.9835,746660.9835,4400.823512,38900
138,3 - Upper Knight,1958,40000,40000,3442.155542,584009.6145,0.005894005,1,0.005894005,1,818193.8353,818193.8353,4822.438493,40000
139,3 - Upper Knight,1959,20000,20000,3442.155542,584009.6145,0.005894005,1,0.005894005,1,632204.488,632204.488,3726.216364,20000
140,3 - Upper Knight,1960,19250,19250,3442.155542,584009.6145,0.005894005,1,0.005894005,1,325100.0323,325100.0323,1916.141191,19250
141,3 - Upper Knight,1961,42000,42000,3442.155542,584009.6145,0.005894005,1,0.005894005,1,360460.3564,360460.3564,2124.555115,42000
142,3 - Upper Knight,1962,16500,16500,3442.155542,584009.6145,0.005894005,1,0.005894005,1,354336.7296,354336.7296,2088.462428,16500
143,3 - Upper Knight,1963,9750,9750,3442.155542,584009.6145,0.005894005,1,0.005894005,1,299007.9818,299007.9818,1762.354516,9750
144,3 - Upper Knight,1964,16500,16500,3442.155542,584009.6145,0.005894005,1,0.005894005,1,413134.4851,413134.4851,2435.016689,16500
145,3 - Upper Knight,1965,2275,2275,3442.155542,584009.6145,0.005894005,1,0.005894005,1,183868.0045,183868.0045,1083.718924,2275
146,3 - Upper Knight,1966,4342.340354,3900,3442.155542,584009.6145,0.005894005,1,0.005894005,1,452455.4604,452455.4604,2666.774711,4342.340354
147,3 - Upper Knight,1967,998.2400481,775,3442.155542,584009.6145,0.005894005,1,0.005894005,1,371281.6821,371281.6821,2188.336062,998.2400481
148,3 - Upper Knight,1968,1350,1350,3442.155542,584009.6145,0.005894005,1,0.005894005,1,773764.2455,773764.2455,4560.570272,1350
149,3 - Upper Knight,1969,128.8051675,100,3442.155542,584009.6145,0.005894005,1,0.005894005,1,456241.1367,456241.1367,2689.087506,128.8051675
150,3 - Upper Knight,1970,11119.35494,7500,3442.155542,584009.6145,0.005894005,1,0.005894005,1,617086.8988,617086.8988,3637.113219,11119.35494
151,3 - Upper Knight,1971,1111.935494,750,3442.155542,584009.6145,0.005894005,1,0.005894005,1,244614.427,244614.427,1441.758637,1111.935494
152,3 - Upper Knight,1972,39804.78658,35750,3442.155542,584009.6145,0.005894005,1,0.005894005,1,1233744.263,1233744.263,7271.694758,39804.78658
153,3 - Upper Knight,1973,34237.68356,30750,3442.155542,584009.6145,0.005894005,1,0.005894005,1,974931.9901,974931.9901,5746.253948,34237.68356
154,3 - Upper Knight,1974,9185.71998,8250,3442.155542,584009.6145,0.005894005,1,0.005894005,1,637268.327,637268.327,3756.062657,9185.71998
155,3 - Upper Knight,1975,7775,7775,3442.155542,584009.6145,0.005894005,1,0.005894005,1,320548.1285,320548.1285,1889.312247,7775
156,3 - Upper Knight,1976,20600,20600,3442.155542,584009.6145,0.005894005,1,0.005894005,1,400534.2992,400534.2992,2360.751131,20600
157,3 - Upper Knight,1977,1180,1180,3442.155542,584009.6145,0.005894005,1,0.005894005,1,722385.9943,722385.9943,4257.746606,1180
158,3 - Upper Knight,1978,8895.483951,6000,3442.155542,584009.6145,0.005894005,1,0.005894005,1,850022.0965,850022.0965,5010.034421,8895.483951
159,3 - Upper Knight,1979,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,299959.2366,301737.68,1778.443371,1778.443371
160,3 - Upper Knight,1980,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,894074.3105,899375.2325,5300.922048,5300.922048
161,3 - Upper Knight,1981,444.7741975,300,3442.155542,584009.6145,0.005894005,1,0.005894005,1,721352.6587,721352.6587,4251.656121,444.7741975
162,3 - Upper Knight,1982,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,881101.8082,886325.8169,5224.008728,5224.008728
163,3 - Upper Knight,1983,1037.806461,700,3442.155542,584009.6145,0.005894005,1,0.005894005,1,586533.8365,586533.8365,3457.033319,1037.806461
164,3 - Upper Knight,1984,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,809595.7496,814395.8024,4800.052868,4800.052868
165,3 - Upper Knight,1985,15.4566201,12,3442.155542,584009.6145,0.005894005,1,0.005894005,1,1253030.882,1253030.882,7385.370188,15.4566201
166,3 - Upper Knight,1986,5890.044145,600,3442.155542,584009.6145,0.005894005,1,0.005894005,1,1003952.341,1003952.341,5917.300038,5890.044145
167,3 - Upper Knight,1987,3435.859085,350,3442.155542,584009.6145,0.005894005,1,0.005894005,1,711516.6477,711516.6477,4193.682624,3435.859085
168,3 - Upper Knight,1988,2945.022073,300,3442.155542,584009.6145,0.005894005,1,0.005894005,1,919126.972,919126.972,5417.338897,2945.022073
169,3 - Upper Knight,1989,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,333440.9718,335417.9267,1976.954911,1976.954911
170,3 - Upper Knight,1990,2699.603567,275,3442.155542,584009.6145,0.005894005,1,0.005894005,1,802436.385,802436.385,4729.564003,2699.603567
171,3 - Upper Knight,1991,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,714582.1796,718818.9017,4236.722145,4236.722145
172,3 - Upper Knight,1992,148.2580658,100,3442.155542,584009.6145,0.005894005,1,0.005894005,1,1059875.841,1059875.841,6246.913422,148.2580658
173,3 - Upper Knight,1993,1114.900655,752,3442.155542,584009.6145,0.005894005,1,0.005894005,1,1005933.715,1005933.715,5928.978268,1114.900655
174,3 - Upper Knight,1994,148.2580658,100,3442.155542,584009.6145,0.005894005,1,0.005894005,1,953298.3101,953298.3101,5618.744932,148.2580658
175,3 - Upper Knight,1995,237.2129054,160,3442.155542,584009.6145,0.005894005,1,0.005894005,1,486818.0062,486818.0062,2869.307725,237.2129054
176,3 - Upper Knight,1996,NA,0,3442.155542,584009.6145,0.005894005,0,0,1.00592895,491705.1576,494620.453,2915.295385,2915.295385
177,3 - Upper Knight,1997,2223.870988,1500,3442.155542,584009.6145,0.005894005,1,0.005894005,1,674688.4437,674688.4437,3976.617008,2223.870988
